Orthogroup	fly	mouse
OG0008079	tr|Q9VYT3|Q9VYT3_DROME, tr|Q9VP94|Q9VP94_DROME	NP_001334098.1, AAH24544.1, NP_001333483.1, AAH26832.1, sp|Q8BHG1.1|NRDC_MOUSE, EDL30718.1, NP_666262.2, AAH36128.1, BAC27445.1
OG0008080	tr|O76752|O76752_DROME, tr|Q9W3F1|Q9W3F1_DROME	pdb|1NAS|A, pdb|1OAA|A, prf||2106143A, pdb|1SEP|A, sp|Q64105.1|SPRE_MOUSE, NP_035597.2, EDK99121.1, AAH10400.1, AAH54423.1, EDK99120.1, AAC69364.1
OG0008081	tr|Q9VHA1|Q9VHA1_DROME	BAC25903.1, CAA91561.1, AAH05566.1, prf||2113276A, AAC37666.1, sp|Q64674.1|SPEE_MOUSE, BAC34526.1, NP_033298.1, EDL14826.1, BAE27138.1
OG0008083	tr|Q9VEV6|Q9VEV6_DROME	XP_017170069.1, XP_006533545.1, EDL34495.1, NP_001348523.1, EDL34496.1, NP_808446.1, AAH23126.1, EDL34497.1, BAE27011.1, XP_006533544.1, sp|Q3UJZ3.2|ARMC7_MOUSE, BAC31232.1
OG0008086	sp|Q9VCE8|U692_DROME	EDL24196.1, NP_001277440.1, NP_001277442.1, NP_001230817.1, XP_030098596.1, XP_017177823.1
OG0008087	tr|Q9VW68|Q9VW68_DROME	AAH58521.1, sp|P61922.1|GABT_MOUSE, NP_766549.2, AAH58079.1, EDK97290.1, BAE21080.1
OG0008088	sp|Q6NL34|TCAB1_DROME	EDL10504.1, CAI52013.1, sp|Q8VC51.1|TCAB1_MOUSE, AAH69868.1, NP_001351698.1, CAI52014.1, XP_006532963.1, XP_006532962.1, EDL10503.1, NP_659073.1, AAH21790.1
OG0008089	tr|Q9VMB3|Q9VMB3_DROME	BAB26609.1, sp|Q3SXD3.1|HDDC2_MOUSE, AAI04362.1, NP_081444.1, AAI04361.1, EDL04857.1, XP_036011879.1, XP_030101112.1, XP_030101111.1, XP_036011880.1, EDL04858.1
OG0008090	tr|Q9W1H7|Q9W1H7_DROME	EDL16521.1, sp|Q62066.1|PHX2A_MOUSE, CAA52923.1, NP_032913.1, BAC35048.1, NP_032914.1, EDL37776.1, sp|O35690.1|PHX2B_MOUSE, BAA82671.1, CAA74833.1, AAH79610.1
OG0008091	tr|Q9W3I9|Q9W3I9_DROME	BAC30850.1, AAH60705.1, EDL27657.1, BAE33263.1, NP_001290202.1, BAA12705.1, sp|P70196.2|TRAF6_MOUSE, NP_033450.2, EDL27656.1
OG0008092	tr|Q9VPP9|Q9VPP9_DROME	NP_001351307.1, XP_030102835.1, BAB22218.1, EDL18921.1, NP_083829.1, BAC38298.1, AAH17523.1, NP_938053.1, sp|Q8VD72.1|TTC8_MOUSE
OG0008094	tr|A0A0B4KF19|A0A0B4KF19_DROME	EDL01550.1, AAH24565.1, AAH52789.1, EDL18970.1, AAL12171.1, NP_665850.2, sp|Q8K3M5.2|CABL2_MOUSE, XP_006500692.1, EDL07325.1, EDL07326.1
OG0008095	sp|Q8MT08|DRC4_DROME	XP_006530615.1, XP_030099089.1, XP_006530614.1, XP_030099088.1, AAA85258.1, NP_061343.2, sp|Q60779.2|DRC4_MOUSE, EDL11749.1, ABB36470.1, AAW47235.1, AAH03779.2
OG0008097	tr|Q7JQT9|Q7JQT9_DROME	NP_663371.2, BAC38381.1, sp|Q8C4J7.1|TBL3_MOUSE, BAE38045.1, BAE23405.1, BAE29182.1, AAH19504.1, EDL22357.1, EDL22358.1, BAC26128.1, EDL22359.1, AAH04624.1
OG0008098	sp|Q9W5N0|COA7_DROME	sp|Q921H9.1|COA7_MOUSE, BAC38209.1, BAC32178.1, EDL30745.1, NP_081526.1, AAH12391.1, EDL30746.1, EDL30744.1, EDL30743.1, BAE40281.1
OG0008099	sp|Q9VL13|MOB3_DROME	NP_780517.1, sp|Q8BJG4.1|MOB3C_MOUSE, XP_011238683.1, BAC39097.1, AAI37588.1, BAE28575.1, AAI37590.1, XP_011238684.1, XP_036019447.1, BAE42152.1
OG0008100	tr|Q9V3I3|Q9V3I3_DROME	AAH54105.1, AAC61898.1, sp|O88845.3|AKA10_MOUSE, BAC33735.1, BAE37139.1, NP_064305.2, XP_006533877.1
OG0008101	sp|Q9VPT8|CPSF4_DROME	NP_001361645.1, NP_001278178.1, sp|Q8BQZ5.1|CPSF4_MOUSE, BAC32587.1, EDL18993.1, NP_848671.1, ACC60271.1, AAC53567.1, EDL18992.1, NP_001278177.1, ACC60272.1
OG0008103	tr|Q0E931|Q0E931_DROME	NP_038846.2, BAE41557.1, sp|O08582.2|GTPB1_MOUSE, AAH46228.1, EDL04638.1, AAB51274.1, BAB23409.1, XP_036015054.1
OG0008104	sp|Q9VDY1|INO80_DROME	BAC98127.1, AAH59235.1, EDL27951.1, BAC25287.1, BAC26127.1, BAB31751.1, NP_080850.2, XP_036018407.1, sp|Q6ZPV2.2|INO80_MOUSE
OG0008106	tr|Q8IP11|Q8IP11_DROME	EDK99528.1, XP_006506399.1, EDK99529.1, EDK99527.1, NP_950198.1, AAH61473.1, sp|Q6P7W5.1|SEN2_MOUSE, BAE22246.1
OG0008107	sp|Q24169|ORC5_DROME	NP_036089.1, AAH06927.1, BAC39250.1, CAB43767.1, BAE38456.1, EDL03183.1, sp|Q9WUV0.1|ORC5_MOUSE, BAE38839.1, BAE26167.1, XP_036021036.1, XP_006535779.1
OG0008108	tr|Q9VKC5|Q9VKC5_DROME	EDL17404.1, NP_062712.1, AAH02109.1, AAD41784.1, AAD41785.1, sp|Q9WTK0.1|NUPR1_MOUSE, BAB26369.1, EDL17403.1, BAB25026.1, NP_001346237.1, sp|Q497P3.1|NUPR2_MOUSE, NP_081192.2, BAE22513.1
OG0008109	tr|Q9VUM3|Q9VUM3_DROME	NP_079792.1, sp|Q9CQE7.1|ERGI3_MOUSE, BAB29073.1, NP_001343343.1, NP_001343342.1, AAH57130.1, BAC34166.1, BAB26233.1, AAH43720.1, EDL06164.1
OG0008111	tr|Q9V4C6|Q9V4C6_DROME	XP_006516097.1, BAC37924.1, BAC41073.1, AAI17756.1, AAI58057.1, NP_080520.2, sp|Q8BFU1.1|S39A9_MOUSE, AAI17755.1, XP_006516095.1, EDL02676.1, XP_017170610.1
OG0008112	tr|E1JH26|E1JH26_DROME	BAB26806.1, EDL33068.1, AAF70242.1, sp|Q9WU84.1|CCS_MOUSE, BAC34057.1, EDL33071.1, NP_058588.1, AAD23832.1, EDL33069.1, EDL33070.1, AAH26938.1
OG0008113	tr|Q8T4A9|Q8T4A9_DROME	BAB27749.1, AAI58076.1, AAH05622.1, AAH52156.1, AAF73219.1, sp|Q9JHI7.1|EXOS9_MOUSE, AAF73218.1, EDL35079.1, EDL35078.1, EDL35080.1, NP_062266.1
OG0008114	tr|A1Z8I0|A1Z8I0_DROME	BAB25089.1, sp|Q9JME7.1|TPC2L_MOUSE, BAA92763.1, EDL11695.1, AAI14969.1, NP_067477.1, AAH28502.1
OG0008116	tr|Q9VZK1|Q9VZK1_DROME, tr|Q8MLV2|Q8MLV2_DROME	NP_001343191.1, NP_081189.1, BAE42727.1, EDL14532.1, XP_036009296.1, pdb|1WFD|A, BAB23964.1, AAH20137.1, sp|Q8VDV8.1|MITD1_MOUSE, XP_017177838.1
OG0008117	sp|P91682|SMO_DROME	AAH48091.1, pdb|6O3C|A, AAH96028.1, sp|P56726.2|SMO_MOUSE, AAH30377.1, BAC38122.1, XP_006505169.1, NP_795970.3, ACP30472.1, EDL13766.1
OG0008118	sp|Q86BS6|METL_DROME	EDL34231.1, BAE31989.1, NP_766155.3, sp|Q8BMK1.2|METL2_MOUSE, BAC33219.1, XP_006533777.1, XP_006533778.1, AAH89591.1, EDL34232.1
OG0008119	tr|O76912|O76912_DROME	BAB24289.2, NP_083567.1, BAC33480.1, EDL40483.1, BAC34621.1, BAE28346.1, EDL40484.1, sp|Q91WR3.1|ASCC2_MOUSE, AAH13537.1, AAH24840.1, NP_001363909.1
OG0008120	tr|O97182|O97182_DROME	EDL19005.1, AAH01988.1, EDL19004.1, sp|Q9R0Q6.1|ARC1A_MOUSE, EDL19003.1, BAA84685.1, BAE26575.1, NP_062741.1, BAC36187.1
OG0008121	sp|Q86NP2|NELFA_DROME	AAH18423.1, BAB28399.1, AAC72983.1, BAC40319.1, BAE26961.1, sp|Q8BG30.1|NELFA_MOUSE, EDL37438.1, AAH38003.1, NP_036044.1, BAC37379.1, XP_030110357.1
OG0008123	tr|Q7KKI0|Q7KKI0_DROME	BAE39906.1, BAC40194.1, NP_031663.1, sp|P80316.1|TCPE_MOUSE, CAA83430.1, BAE21891.1, EDL08877.1, AAH94427.1, BAE26441.1, BAC97866.1, BAA81876.1, BAE27159.1
OG0008124	tr|Q0E9E2|Q0E9E2_DROME	BAE42943.1, NP_001156418.1, BAE41902.1, NP_032823.2, XP_006531741.1, EDL33053.1, BAE28484.1, AAA39737.1, sp|Q05920.1|PYC_MOUSE, AAH55030.1
OG0008125	tr|Q9VF85|Q9VF85_DROME	XP_006540439.1, BAA99558.1, sp|Q9JJL8.2|SYSM_MOUSE, BAC39943.1, BAE24469.1, AAH79664.1, XP_006540438.1, NP_076126.2, EDL24120.1, BAB26981.1
OG0008126	tr|Q9VTE6|Q9VTE6_DROME	BAE23480.1, EDL38473.1, AAB01504.1, BAE28204.1, AAB01503.1, BAE22857.1, BAE34655.1, NP_001019977.1, XP_006523621.1, BAE34799.1, EDL38472.1, sp|P53569.2|CEBPZ_MOUSE
OG0008127	sp|O76906|CRM_DROME	BAC98166.1, AAF69484.1, EDL22394.1, XP_006524762.1, XP_006524766.1, sp|Q6PG95.3|CRML_MOUSE, NP_001390494.1, XP_017173078.1, NP_065633.2, XP_011244847.1, EDL22393.1
OG0008128	sp|O76460|RAD54_DROME	NP_033041.3, BAC40627.1, AAH21643.1, XP_006502940.1, NP_001116431.1, sp|P70270.2|RAD54_MOUSE, EDL30621.1, NP_001116430.1, XP_006502941.1, CAA66380.1
OG0008129	sp|Q9VXB5|RM22_DROME	BAE37779.1, BAC39761.1, AAH61191.1, EDL35775.1, BAC36901.1, NP_001390902.1, NP_778166.2, sp|Q8BU88.1|RM22_MOUSE, EDL07765.1, XP_006532917.1
OG0008130	sp|Q9V3C1|VHL_DROME	EDK99491.1, AAH52417.2, AAM53645.1, BAE36378.1, EDK99490.1, NP_033533.1, BAE42352.1, sp|P40338.1|VHL_MOUSE, BAE42557.1, BAE34921.1, AAA20662.1
OG0008131	sp|Q9V9W8|PYGO_DROME	pdb|2YYR|B, pdb|2YYR|A, pdb|2DX8|B, pdb|2DX8|A, BAB27468.1, NP_082392.1, AAI16631.1, AAI16632.1, EDL26271.1, sp|Q9D0P5.1|PYGO1_MOUSE
OG0008132	sp|Q9VPH8|RBBP5_DROME	pdb|5OV3|A, pdb|5OV3|B, NP_001344415.1, BAE42295.1, EDL39676.1, sp|Q8BX09.2|RBBP5_MOUSE, NP_766105.2, BAE32825.1
OG0008133	tr|Q9VTF8|Q9VTF8_DROME	EDL23515.1, NP_001303671.1, XP_017172985.1, NP_001365986.1, BAB26336.1, AAH27762.1, EDL23517.1, EDL23516.1, sp|Q9D773.1|RM02_MOUSE, EDL23518.1, NP_079578.1
OG0008134	tr|Q9VZ93|Q9VZ93_DROME, tr|Q9VZ94|Q9VZ94_DROME, tr|Q9VAJ9|Q9VAJ9_DROME	XP_006534089.1, EDL12588.1, sp|Q9CR62.3|M2OM_MOUSE, BAB26524.1, NP_077173.1, AAH03455.1, EDL12589.1, BAB26319.1, BAE40757.1, AAH19631.1
OG0008135	sp|Q9VMW8|MPU1_DROME	NP_001288639.1, BAC30593.1, BAC40878.1, BAC37855.1, AAH48871.1, NP_036030.2, BAA78782.1, NP_001288640.1, BAA78781.1, sp|Q9R0Q9.1|MPU1_MOUSE, BAA28603.1, AAH26776.1
OG0008136	tr|Q9VI96|Q9VI96_DROME, tr|Q95TL8|Q95TL8_DROME	sp|Q9D1Q6.1|ERP44_MOUSE, BAB22648.1, NP_083848.1, AAH19558.1, BAE35637.1, BAE30449.1, EDL02341.1, BAD32251.1, BAE24664.1, NP_001342113.1
OG0008138	tr|Q9VKV3|Q9VKV3_DROME	EDL25993.1, AAI39330.1, BAC32352.1, NP_766032.1, NP_001035516.2, sp|Q3UTY6.2|THSD4_MOUSE, XP_036010652.1, EDL25994.1, XP_006510970.1, XP_006510969.1, BAE23844.1
OG0008140	tr|A1Z7P1|A1Z7P1_DROME, tr|A1Z9V3|A1Z9V3_DROME	BAB29278.1, XP_006508268.1, AAH76571.1, sp|Q8CAA7.1|PGM2L_MOUSE, EDL16431.1, NP_081905.1, XP_006508267.1, BAC30270.1
OG0008141	tr|Q9VV60|Q9VV60_DROME	BAE24073.1, BAE41320.1, BAC26120.1, AAH26615.1, BAE30766.1, AAH22143.1, BAC31674.1, sp|Q91WQ3.3|SYYC_MOUSE, NP_598912.5, BAE26384.1, AAH13552.1
OG0008142	sp|Q9VW14|MRM3_DROME	AAI15623.1, AAI15624.1, BAC25446.1, AAH90975.2, XP_030102108.1, AAH38288.1, BAE28150.1, CAF06463.1, EDL12858.1, sp|Q5ND52.1|MRM3_MOUSE, NP_899086.2, CAF06462.1
OG0008143	tr|Q9VSR5|Q9VSR5_DROME	BAB23955.1, EDL34755.1, BAE40275.1, BAE22297.1, BAE39152.1, sp|Q9DB15.2|RM12_MOUSE, AAH05712.1, BAC25787.1, NP_081480.2, AAH19565.1
OG0008144	tr|Q9VEK7|Q9VEK7_DROME	sp|O88668.1|CREG1_MOUSE, BAB27285.1, NP_035934.1, BAB23994.1, EDL39217.1, AAH27426.1, AAC34862.1, BAE25699.1, BAC39549.1, EDL39216.1, EDL39218.1
OG0008145	sp|Q8IN78|TIM22_DROME	NP_075844.1, NP_062792.2, EDL12860.1, BAB28051.1, AAH55279.1, sp|Q9CQ85.1|TIM22_MOUSE, BAB30726.1, AAF28359.1, AAH22610.1, NP_001278090.1
OG0008146	sp|Q9VKX4|RT07_DROME	EDL34507.1, BAB26169.1, BAE36686.1, BAE20885.1, AAH49636.1, pdb|7PNT|F, pdb|7PNU|F, NP_079581.1, EDL34506.1, sp|Q80X85.1|RT07_MOUSE, pdb|7PNV|F, pdb|7PNW|F
OG0008147	tr|Q059A4|Q059A4_DROME	BAB29381.2, AAH27261.2, EDK97293.1, sp|Q9CR76.2|TM186_MOUSE, BAE35366.1, BAB26157.2, NP_079984.2, BAE35321.1, BAC28430.1, BAC40482.1, NP_001349415.1, BAC25393.1
OG0008148	sp|Q86BE9|PEN2_DROME	BAB25141.1, EDL05428.1, AAH81443.1, AAH24347.1, EDL24009.1, NP_001350946.1, NP_079774.1, NP_001350945.1, BAB22102.1, BAB24503.1, sp|Q9CQR7.1|PEN2_MOUSE
OG0008149	sp|Q9VNZ8|ALS2_DROME	BAB29271.2, BAE42671.1, sp|Q920R0.3|ALS2_MOUSE, AAH46828.1, EDL00124.1, AAH31479.1, NP_666221.1, EDL00123.1, NP_082993.4, NP_001153420.2, BAB69016.1, CAD57507.1
OG0008150	sp|Q9VCE1|BECN1_DROME	pdb|5YR0|A, NP_001346749.1, EDL01035.1, NP_001346748.1, AAH05770.1, BAC34192.1, BAC27745.1, BAC39021.1, sp|O88597.3|BECN1_MOUSE, NP_062530.2, AAC68654.2
OG0008151	tr|Q9W0A7|Q9W0A7_DROME	prf||1805246A, EDL01001.1, BAE35734.1, NP_001152954.1, NP_258436.2, AAH38638.1, AAK09398.1, sp|Q64008.2|RAB34_MOUSE, AAK11241.1, BAC16803.1, BAF02892.1
OG0008152	sp|Q9VHM2|VP35L_DROME	BAC34176.1, sp|Q8BWQ6.2|VP35L_MOUSE, XP_006508275.1, NP_082091.4, AAH54720.1, EDL17141.1, EDL17142.1
OG0008153	tr|Q9V470|Q9V470_DROME	NP_001313487.1, BAE39440.1, AAH54425.1, AAC64399.1, ACD47037.1, BAE43106.1, BAE43068.1, sp|Q9Z2I8.3|SUCB2_MOUSE, NP_035637.2, BAE39282.1, AAH80781.1, EDL40839.1
OG0008154	tr|Q9W0E2|Q9W0E2_DROME, sp|Q9VAH4|PTC71_DROME, tr|Q9W3R1|Q9W3R1_DROME	BAE36822.1, BAC37456.1, NP_796216.2, EDL19689.1, AAH68149.1, BAE22428.1, sp|Q6NVE9.1|PPTC7_MOUSE
OG0008155	tr|O76462|O76462_DROME	BAB23280.2, BAC31905.1, EDL22041.1, AAH43690.1, EDL22042.1, NP_081144.1, NP_001074588.1, sp|Q80UX8.1|ABHDD_MOUSE
OG0008156	tr|Q9W0R3|Q9W0R3_DROME	XP_006529316.1, XP_006529317.1, XP_006529318.1, EDL39812.1, sp|Q9WU22.2|PTN4_MOUSE, NP_064317.2, AAD22773.1
OG0008157	sp|Q9VJ33|NEDD8_DROME	CDM22115.1, BAA01719.1, AAH04625.1, EDL36259.1, BAE27394.1, BAE27660.1, EDL36260.1, NP_032709.1, EDL36261.1, sp|P29595.2|NEDD8_MOUSE
OG0008158	tr|Q9V3Z4|Q9V3Z4_DROME	BAE37057.1, NP_080170.1, EDL34331.1, AAH04694.1, sp|Q9D8W5.4|PSD12_MOUSE, BAB25184.1, BAB26619.1, BAE31063.1, BAB30969.1, BAE30234.1, BAB25140.1
OG0008161	tr|A8E6W0|A8E6W0_DROME	AAH55798.1, BAE42876.1, XP_006511406.1, EDL25890.1, EDL25891.1, sp|Q9CQ02.1|COMD4_MOUSE, BAB23207.1, AAH49222.1, NP_079693.1, AAH33438.1, BAB26512.1, EDL25892.1
OG0008162	tr|Q9W4U2|Q9W4U2_DROME	EDL10240.1, AAC69902.1, sp|P50171.2|DHB8_MOUSE, NP_038571.2, AAH86927.1, EDL10239.1, EDL10242.1, EDL10241.1, EDL10243.1, AAC53574.1, AAC53573.1, AIC84005.1, EDL10238.1
OG0008163	sp|Q7K175|HENMT_DROME	BAC30196.1, AAH99408.1, NP_001072114.1, sp|Q8CAE2.1|HENMT_MOUSE, XP_006501961.1, XP_036019121.1, AAI28495.1, AAI28496.1, NP_079999.2, BAC39480.1, EDL01989.1
OG0008164	tr|Q9W3K3|Q9W3K3_DROME	AAH26431.1, XP_006524760.1, BAE26218.1, AIC84026.1, AIC83999.1, AAH46977.1, AAC97976.1, EDL10229.1, AAC69896.1, sp|Q9Z0H1.1|WDR46_MOUSE, NP_065628.1, BAC25246.1
OG0008165	sp|O44342|WBL_DROME	BAF80626.1, BAB23570.1, BAB26559.1, BAE32664.1, AAH17125.1, EDL19728.1, EDL19727.1, EDL19729.1, BAE40083.1, sp|P57759.2|ERP29_MOUSE, NP_080405.1
OG0008166	tr|A1ZAP1|A1ZAP1_DROME	EDL04443.1, BAE29080.1, BAE41862.1, BAD32343.1, sp|Q3UE31.2|K0930_MOUSE, NP_001028445.2, NP_001355589.1, XP_036015252.1
OG0008168	sp|Q9VI74|SHQ1_DROME	XP_006506733.1, EDK99374.1, sp|Q7TMX5.2|SHQ1_MOUSE, NP_853621.2, XP_006506731.1, EDK99373.1, EDK99375.1, XP_006506732.1, AAH52657.1
OG0008169	sp|Q9W3C1|NAT10_DROME	EDL27700.1, EDL27703.1, XP_006500518.1, BAE29107.1, BAC35626.1, sp|Q8K224.1|NAT10_MOUSE, AAH47436.1, BAC98237.1, XP_036018634.1, AAH34516.1, NP_694766.1, EDL27704.1
OG0008170	tr|Q9VDC9|Q9VDC9_DROME	NP_001390280.1, EDL41968.1, sp|Q9EQQ9.2|OGA_MOUSE, NP_001390278.1, BAC97998.1, NP_001390281.1, AAG43273.2, AAH54821.1, NP_001390282.1, NP_076288.1
OG0008171	tr|Q9VMV7|Q9VMV7_DROME	EDL19295.1, EDL19293.1, NP_001297676.1, AAH26751.1, sp|Q8R331.1|ZNHI1_MOUSE, EDL19292.1, NP_001297677.1, XP_006504560.1, BAB28094.1, NP_081594.1, BAC38025.1, EDL19294.1
OG0008172	sp|A1ZAW5|ICLN_DROME	AAC53115.1, AAB03317.1, sp|Q61189.1|ICLN_MOUSE, EDL16318.1, NP_076160.1, BAC27588.1, EDL16319.1, EDL16317.1, AAH05575.3, BAE41022.1
OG0008173	tr|Q29QQ9|Q29QQ9_DROME	AAI32364.1, sp|Q9D0M0.2|EXOS7_MOUSE, AAH94932.1, EDL09072.1, NP_001074657.1, BAC97867.1, EDL09071.1, XP_006512270.1, AAI45676.1, AAH52656.1
OG0008174	tr|Q9W196|Q9W196_DROME	AAH21525.1, BAC65469.1, EDL37246.1, NP_598668.1, BAC32585.1, AAI20732.1, AAI37627.1, sp|Q80U95.2|UBE3C_MOUSE, BAC26709.1, EDL37247.1
OG0008175	tr|Q9VX56|Q9VX56_DROME	NP_001258440.1, AAI37577.1, NP_001038184.1, AAI37574.1, AAI32325.1, EDL22550.1, AAI45404.1, BAE36487.1, AAI32327.1, NP_001028451.2, sp|Q3TT38.2|ILRUN_MOUSE
OG0008176	tr|Q9VAJ0|Q9VAJ0_DROME	BAC35840.1, sp|Q9D8N3.1|TM86A_MOUSE, EDL22954.1, NP_080712.1, BAB25316.1, AAH56619.1
OG0008177	tr|Q9VZL1|Q9VZL1_DROME	BAB25482.1, sp|Q9CPQ3.3|TOM22_MOUSE, BAB26553.1, NP_766197.2, EDL04640.1, BAE31536.1, BAB28871.1, BAC33752.1, BAE29495.1, BAE29851.1, BAE39830.1, AAH56920.1
OG0008178	sp|P27864|RRP1_DROME	AAH52401.1, NP_033817.1, EDL20835.1, sp|P28352.2|APEX1_MOUSE, BAA07270.1, AAC13769.1, BAB28774.1, BAA14382.1, pdb|7CD5|A, pdb|7CD6|A
OG0008179	sp|Q9V3B4|FADD_DROME	pdb|1FAD|A, AAH21400.1, BAE41374.1, AAB07789.1, EDL18257.1, BAC39283.1, AAA97876.1, NP_034305.1, AAH04584.1, BAE42120.1, sp|Q61160.1|FADD_MOUSE, BAC27384.1
OG0008181	tr|Q9VNZ3|Q9VNZ3_DROME	NP_663607.1, BAE27163.1, sp|Q923G2.3|RPAB3_MOUSE, AAI25613.1, BAE36495.1, AAI25639.1, NP_001343352.1, XP_030104975.1, AAH92087.1, EDK97591.1, AAH02306.1
OG0008182	sp|P91679|PEPT1_DROME, tr|Q9VH93|Q9VH93_DROME	EDL00609.1, AAI16250.1, AAI16249.1, AAF81666.1, pdb|5A9D|B, pdb|5A9D|A, AAG29092.1, BAE22973.1, NP_444309.2, sp|Q9JIP7.2|S15A1_MOUSE
OG0008183	tr|Q9U1L2|Q9U1L2_DROME, tr|Q9VNF4|Q9VNF4_DROME, tr|Q8IPP8|Q8IPP8_DROME, tr|Q8SX57|Q8SX57_DROME, tr|Q9VNF3|Q9VNF3_DROME	sp|Q8JZV9.1|BDH2_MOUSE, AAH36998.1, EDL12168.1, NP_081484.1, NP_001165526.1, EDL12167.1, EDL12166.1
OG0008184	tr|Q9VVM8|Q9VVM8_DROME	AAH21912.1, EDL38441.1, XP_006525090.1, BAC33683.1, XP_006525088.1, BAE40106.1, EDL38443.1, EDL38440.1, EDL38442.1, BAC27189.1, NP_690030.3, sp|Q8CD92.2|TTC27_MOUSE
OG0008185	tr|Q86PD3|Q86PD3_DROME	NP_075643.1, XP_030098739.1, BAB22271.2, AAH94044.1, XP_030098740.1, NP_001350943.1, AAH10592.1, EDL24325.1, sp|Q9DCM0.2|ETHE1_MOUSE, AAH83162.1, BAB16409.1, XP_030098741.1
OG0008187	tr|Q9W374|Q9W374_DROME	XP_011238620.1, sp|Q8CHR6.1|DPYD_MOUSE, CBN61655.1, EDL12353.1, NP_740748.1, AAH39699.1
OG0008189	sp|A1ZAG4|PAR16_DROME	AAH02197.1, XP_011241004.1, BAE21674.1, EDL26083.1, NP_803411.3, BAE41422.1, AAH14731.1, AAH55447.1, sp|Q7TMM8.2|PAR16_MOUSE, EDL26084.1, BAC28475.1
OG0008190	sp|Q9VLT5|POE_DROME	EDL13309.1, BAC39609.1, sp|A2AN08.1|UBR4_MOUSE, NP_001153791.1, BAC41426.2, BAC37944.1
OG0008191	sp|Q9VPQ6|USH_DROME	BAC28166.1, BAE22436.1, AAH59241.1, AAD33250.1, sp|Q8CCH7.2|FOG2_MOUSE, NP_035896.1, AAD12182.1, AAD17251.1, EDL08768.1, ABP96991.1, NP_001343927.1
OG0008192	sp|Q9V3C5|RIC1_DROME	NP_001074788.1, sp|Q69ZJ7.2|RIC1_MOUSE, BAE22914.1, EDL41686.1, XP_030106752.1, BAD32449.1, XP_036017456.1
OG0008193	tr|Q9VA97|Q9VA97_DROME	XP_006509045.1, XP_006509044.1, NP_473398.1, NP_001350408.1, BAE22181.1, XP_036009616.1, sp|Q9Z2Y8.1|PLPHP_MOUSE, EDL32798.1, XP_036009615.1, BAC27804.1, BAA36843.1
OG0008194	sp|Q9VQS5|IFT57_DROME	EDK98109.1, BAB29522.1, EDK98110.1, ABB72788.1, AAI38144.1, EDK98108.1, AAK69403.1, BAC32995.1, NP_082956.2, sp|Q8BXG3.1|IFT57_MOUSE, AAI38145.1
OG0008195	tr|Q9VQ73|Q9VQ73_DROME	BAB30913.1
OG0008195	tr|Q9VN55|Q9VN55_DROME	AAH83337.1, XP_036009151.1, EDL24139.1, BAA95098.1, BAE22315.1, AAH29843.1, BAE28608.1, NP_062331.2, sp|Q8K2T8.1|PAF1_MOUSE
OG0008197	tr|Q7KSB5|Q7KSB5_DROME	BAC37555.1, NP_058599.1, BAA84693.1, AAH46766.2, BAC40154.1, sp|Q9R0P3.1|ESTD_MOUSE, BAB25090.1, EDL35843.1, NP_001272352.1, BAB32330.1
OG0008198	sp|Q9V9X4|MTNA_DROME	NP_080699.3, AAH25049.1, sp|Q9CQT1.1|MTNA_MOUSE, BAE37957.1, EDL10940.1, AAH09164.1, BAC33016.1, BAB27014.1, BAB29034.1, EDL10941.1
OG0008199	sp|Q24093|ABHD2_DROME	AAQ12022.1, AAF17566.1, sp|Q9QXM0.1|ABHD2_MOUSE, XP_036009150.1, NP_061281.3, AAH27098.1, BAE24049.1, AAH89477.1, BAB25836.1, BAE32131.1, EDL07074.1
OG0008200	tr|A1ZAC7|A1ZAC7_DROME	NP_001020327.1, BAC34926.1, AAH54083.1, BAE25021.1, BAE35063.1, BAC39512.1, AAH24674.1, EDL39787.1, NP_084231.2, sp|Q7TQK5.1|CCD93_MOUSE, EDL39786.1
OG0008201	tr|Q7KTL9|Q7KTL9_DROME	AAA37716.1, AAB59636.1, EDL37958.1, NP_034453.1, sp|Q01776.1|GNRHR_MOUSE, NP_001297582.1, AAH61250.1, ANJ86400.1, XP_017176156.1, EDL37957.1, NP_001297580.1
OG0008202	tr|Q9VI83|Q9VI83_DROME	XP_017173066.1, XP_030105761.1, sp|Q3UFS4.2|GPT11_MOUSE, AAH47998.1, AAI38311.1, BAE28486.1, AAH92522.1, NP_001390142.1, EDL38468.1, NP_857632.4, BAC25241.1
OG0008203	sp|Q9VZM5|PIGB_DROME	XP_036011033.1, sp|Q9JJQ0.2|PIGB_MOUSE, NP_061377.2, BAA94827.1, EDL26282.1, NP_001397577.1, BAE32195.1, AAH52658.1, XP_006511350.1, EDL26283.1, EDL26281.1, XP_011241075.1
OG0008205	tr|Q8I0P9|Q8I0P9_DROME	EDL21091.1, sp|Q8CE08.1|PPAP_MOUSE, BAE37304.1, BAC36318.1, EDL21090.1, EDL21089.1, AAI39827.1, NP_997551.1, AAF23171.1, NP_062781.2, BAC26366.1
OG0008206	tr|Q9VI15|Q9VI15_DROME	BAE37386.1, AAH48074.1, sp|Q8BQM4.1|HEAT3_MOUSE, AAH65060.1, NP_766345.3, EDL11051.1, BAC33155.1, BAC35071.1, BAE24413.1, EDL11052.1, AAH30373.1
