Orthogroup	mouse	finch
OG0006137	CAM17235.1, AAH89568.1, BAE40042.1, BAC36821.1, AAH05598.1, BAE26990.1, AAI16788.1, AAI03796.1, BAC39270.1, CAM17236.1, NP_663355.1, EDL27734.1, AAI16790.1, sp|Q99JX4.1|EIF3M_MOUSE	XP_030129262.1
OG0006138	BAE25400.1, BAB27049.1, AAH05463.1, NP_080390.1, AAH16497.1, sp|Q6ZWX6.3|IF2A_MOUSE, AAH16448.1, EDL02629.1, BAE39796.1	XP_030128948.1, XP_012429230.1, XP_041572232.1, ACH44206.1, NP_001232622.1
OG0006139	BAE30088.1, EDL41837.1, BAE32270.1, NP_062672.2, AAH37699.1, BAE40719.1, AAH33427.1, sp|Q9Z110.2|P5CS_MOUSE, NP_705782.2	XP_041573139.1, XP_030132516.1, XP_004174998.2, XP_030132514.1, XP_030132515.1, XP_030132513.1
OG0006141	sp|Q9ESX4.1|ZCC17_MOUSE, NP_694800.1, AAH49231.1, EDL30139.1, BAE31100.1, AAO83392.1, BAE40725.1, AAH18382.1, CAC03718.1, BAE36478.1, XP_030109550.1, NP_001342329.1, NP_001342328.1, NP_001342327.1, XP_006503320.1	XP_030146100.3
OG0006142	NP_001095900.1, sp|G3X9K3.1|BIG1_MOUSE, EDL14306.1	XP_002197628.4
OG0006142	XP_036018656.1, XP_006500547.1, XP_006500546.1, NP_001078964.1, EDL06489.1, sp|A2A5R2.1|BIG2_MOUSE, AAI58013.1, XP_030108138.1	XP_030144225.3, XP_030144224.3, XP_030144223.3
OG0006143	EDL38201.1, BAE34157.1, NP_659107.2, EDL38204.1, AAH52481.1, EDL38203.1, NP_001347334.1, XP_036016453.1, AAK84684.1, sp|Q91XI1.1|DUS3L_MOUSE	XP_041577558.1, XP_041577556.1, XP_041577557.1, XP_030112587.3
OG0006144	EDL03110.1, NP_001177372.1, NP_038881.1, NP_001346134.1, sp|Q99LE6.1|ABCF2_MOUSE, EDL03108.1, BAC40079.1, BAE28242.1, EDL03109.1, AAH03300.1, XP_006535790.1, BAE30491.1	XP_041570209.1
OG0006145	BAE42503.1, BAE32404.1, sp|Q64514.3|TPP2_MOUSE, AAH07173.1, EDK96897.1, CAA57103.1, NP_033444.1, BAE35439.1, NP_001297469.1, AAH58239.1, EDK96899.1	XP_030132628.3, XP_030132617.3
OG0006146	BAC38254.1, BAC28796.1, BAC29717.1, BAE29682.1, sp|Q922R0.1|PRKX_MOUSE, BAE32592.1, AAH06875.1, XP_006527973.1, XP_006527972.1, BAE24043.1, NP_058675.1, BAE41076.1	XP_002189901.1, XP_030136293.1
OG0006147	BAC26934.1, NP_080045.1, BAC31565.1, EDK97396.1, BAC36981.1, BAC30115.1, AAH85167.1, sp|Q9D3N2.1|CLXN_MOUSE, BAB30660.1, BAB29839.1, XP_036015985.1, BAC31349.1, BAB30007.1, EDK97397.1, XP_006522537.1	XP_002194587.3
OG0006148	XP_036017764.1, NP_001345142.1, EDL29874.1, EDL29875.1, sp|Q62186.1|SSRD_MOUSE, CAA62210.1, BAB28972.1, BAE35620.1, NP_033305.1, AAH08172.1, BAB22529.1, NP_001345141.1, NP_001159952.1, EDL29876.1, BAB25352.1	XP_041568041.1
OG0006149	sp|Q9D572.1|UBX11_MOUSE, EDL30034.1, XP_006539186.1, XP_006539185.1, XP_011248628.1, XP_011248627.1, BAC33351.1, XP_030109586.1, XP_006539187.1, BAB26982.1, NP_080533.1, BAB29947.1, EDL30033.1, XP_006539190.1, AAH19461.1, BAC27893.1	XP_041576668.1
OG0006150	EDL12867.1, NP_001343250.1, NP_058090.2, sp|O88630.2|GOSR1_MOUSE, AAH08542.1, BAE22167.1, BAE36365.1, BAE28147.1, AAH51661.1, EDL12868.1, BAE32964.1, AAC32189.1, BAE21873.1	XP_030143711.3, XP_030143709.3
OG0006151	BAE27626.1, sp|Q8CG72.1|ADPRS_MOUSE, BAE42660.1, NP_598644.1, CAD20317.1, BAE25451.1, BAE40857.1, AAH23177.2, EDL30292.1, pdb|2QTY|B, pdb|2QTY|A, EDL30291.1, AAH10639.1, AAH45203.1, EDL30290.1	XP_030146366.3
OG0006152	BAC33066.1, BAC33878.1, EDL01192.1, BAB29842.1, AAH18412.1, sp|Q9D5E4.1|DRC3_MOUSE, XP_006534445.1, XP_036012946.1, NP_083320.1	XP_030140982.3, XP_030140980.3, XP_041575001.1, XP_030140979.3, XP_030140978.3
OG0006153	sp|Q922M3.1|BACD3_MOUSE, AAH06935.1, EDL19916.1, BAE37313.1, BAE28090.1, BAE26350.1, BAE36235.1, BAC30969.1, BAC26050.1, BAE38815.1, EDL19915.1, NP_001153413.1, NP_080421.2	XP_030141253.1, XP_030141252.1
OG0006154	XP_036020030.1, XP_036020031.1, XP_006538952.1, XP_011248565.1, XP_011248563.1, XP_011248564.1, XP_006538948.1, NP_079573.2, AAH03864.1, BAB22169.1, EDL30126.1, sp|Q9DCS3.2|MECR_MOUSE	XP_002189029.5, XP_030146423.3, XP_030146420.3
OG0006155	NP_598538.1, BAE32323.1, BAE32353.1, BAE27035.1, AAH30171.1, AAH83323.1, EDL25868.1, BAC25523.1, sp|Q921J4.1|UBE2S_MOUSE, EDL31264.1, AAH12255.1, BAC25019.1, EDL31265.1	XP_041568955.1, XP_041568954.1
OG0006156	AAH10211.2, BAE40173.1, BAE41979.1, sp|Q3TCH7.1|CUL4A_MOUSE, NP_666319.2, NP_001350377.1, NP_001350379.1	XP_030135613.1, XP_030135576.1, XP_030135572.2, XP_030135562.1
OG0006156	AAH04026.1, BAC41443.3	XP_002196531.1
OG0006157	EDL21471.1, BAE38243.1, EDL21469.1, BAC30597.1, EDL21470.1, BAB26888.1, BAB28538.1, NP_081467.2, AAH11102.1, EDL22236.1, NP_082610.1, sp|Q9CWU9.2|NUP37_MOUSE, AAH32180.1, XP_006514120.1	XP_002199871.4, XP_012424681.4
OG0006158	sp|Q5GFD5.1|HS3S6_MOUSE, AAI38815.1, AAI32521.1, AAI45425.1, AAT84072.1, EDL22367.1, NP_001012402.1	XP_030140321.1
OG0006158	NP_849201.1, AAH94320.1, EDL10396.1, BAC34592.1, XP_030101453.1, sp|Q8BKN6.1|HS3SA_MOUSE	XP_030143240.1
OG0006159	BAE32708.1, sp|Q8CHK3.1|MBOA7_MOUSE, ABV66272.1, NP_084210.2, AAH23417.1, EDL31193.1, AAI18959.1, BAE41580.1, XP_006540496.1, XP_011249044.1, XP_006540495.1, BAC53808.1, BAE29235.1, BAB31950.1	XP_041568898.1
OG0006160	EDL23005.1, EDL23004.1, EDL23003.1, BAC31387.2, BAE23950.1, sp|Q8R3N6.1|THOC1_MOUSE, XP_030106279.1, NP_705780.1, BAC27754.1, BAC27548.1, AAH24951.1, EDL23006.1	XP_002194707.1, XP_030121927.1
OG0006161	XP_006520620.1, NP_034925.2, XP_006520617.1, XP_006520618.1, XP_011243787.1, AAH53040.1, AAH59828.1, XP_006520619.1, XP_006520616.1, EDL04611.1, AAC53064.1, AAB71422.1, sp|Q10470.2|MGAT3_MOUSE	XP_030118835.3, XP_041569469.1
OG0006162	BAA95045.1, sp|P56213.2|ALR_MOUSE, NP_001365968.1, NP_001396910.1, NP_001396906.1, NP_001365967.1, EDL22354.1, BAE27275.1, NP_075527.2, EDL22353.1, AAH23941.1, AAD36987.1, AAD10339.1	XP_030140346.3
OG0006163	BAE40102.1, AAD42413.1, EDL16100.1, sp|P62830.1|RL23_MOUSE, AAH81448.1, BAE29753.1, BAB27112.1, AAF88071.1, pdb|7CPU|LV, pdb|7LS2|P2, pdb|7LS1|P2, NP_075029.1, BAB31373.1, AAH25918.1, pdb|7CPV|LV	XP_030111797.1
OG0006164	EDL30368.1, AAH28344.1, BAC36997.1, NP_062634.2, AAH48478.1, BAC36916.1, sp|Q9EQS3.5|MYCBP_MOUSE, EDL30369.1, BAE26643.1, BAE20517.1, BAC37092.1, BAE21028.1, BAB20018.1, BAA31257.1	XP_030146182.1
OG0006165	NP_001342107.1	XP_030145475.3
OG0006165	sp|Q02956.2|KPCZ_MOUSE, EDL15000.1, NP_032886.2	XP_030145474.3
OG0006165	BAA32499.1, AAH21630.1, BAE39500.1, BAE26163.1, XP_006535474.2	XP_041574160.1, XP_012431191.2, XP_030136475.1
OG0006166	BAC27563.1, NP_666263.3, sp|Q8VCT9.1|TESK2_MOUSE, BAE22189.1, XP_006503071.1, AAH29766.1, EDL30588.1, AAH19149.1, XP_030109303.1, BAC35364.1	XP_032600154.2, XP_012430757.1, XP_030134725.1, XP_030134724.1, XP_030134726.1
OG0006167	EDL26529.1, BAC32970.1, AAC13542.1, BAC26714.1, BAE32714.1, BAC26084.1, EDL26528.1, AAI19271.1, sp|Q61503.2|5NTD_MOUSE, AAI19269.1, NP_035981.1	XP_030123411.3
OG0006168	AAI71938.1, AAI37902.1, sp|P60755.1|MDGA2_MOUSE, AAQ75751.1, NP_996893.3, NP_001180195.2, AAI37903.1, BAE23453.1, EDL22632.1, XP_011242429.1, XP_006516077.1	XP_041572317.1, XP_041572316.1
OG0006168	EDL36638.1, XP_006516076.1	XP_030131175.1
OG0006169	EDL19910.1, AAH22159.1, BAE28544.1, AAH57558.1, BAB32055.1, sp|Q9D273.1|MMAB_MOUSE, NP_084232.1, BAC40571.1, NP_001334327.1, EDL19909.1, EDL19912.1, XP_030110764.1, BAE25010.1, EDL19911.1, BAC28659.1	NP_001232298.1, ACH44554.1
OG0006170	AAH21949.1, NP_598902.1, BAC40550.1, BAE23137.1, BAE27040.1, AAH16261.1, AAS09959.1, BAE37466.1, BAC36196.1, BAE40202.1, EDL11146.1, sp|Q8WTY4.1|CPIN1_MOUSE, XP_006530623.1, BAC37702.1, AAH21864.1	XP_030138420.3
OG0006171	XP_030100721.1, sp|Q9CZU6.1|CISY_MOUSE, AAH29754.1, BAB28063.1, AAH13554.1, EDL24559.1, BAE26560.1, BAE39273.1, BAB63945.1, BAE39041.1, NP_080720.1, BAE37268.1, BAE29218.1	XP_032600743.1
OG0006172	NP_001355292.1, EDL22007.1, XP_036010318.1, AAH13621.1, BAB23928.1, NP_079867.1, CAJ18388.1, AAH24049.1, EDK99160.1, sp|Q9CR98.1|F136A_MOUSE, BAB25737.1, AAI03776.1, BAE24632.1	XP_032608254.1
OG0006173	EDL08465.1, NP_065062.1, EDL08469.1, EDL08467.1, NP_001277438.1, EDL08466.1, BAA92753.1, BAC31797.1, BAC35595.1, sp|Q9JMF7.1|DOPP1_MOUSE, AAH26544.1, NP_001277437.1, XP_030107771.1, EDL08470.1, XP_006498270.1, BAC24998.1	XP_030142548.1
OG0006174	pdb|7B93|p, pdb|6ZTQ|p, EDL22363.1, BAB22156.1, BAE30371.1, AAH43013.1, pdb|7PSA|p, pdb|6G72|p, NP_080960.1, pdb|6ZR2|p, pdb|7AK5|p, AAH31664.1, pdb|6G2J|p, sp|Q9DCS9.3|NDUBA_MOUSE, pdb|7AK6|p	XP_002187532.2
OG0006175	NP_081102.1, sp|Q8R2L5.1|RT18C_MOUSE, pdb|7PNU|P, AAH28442.1, pdb|7PNV|P, BAE26766.1, pdb|7PNT|P, pdb|7PNW|P, EDL20276.1, BAC40261.1, EDL20273.1, BAB23188.1, XP_036016772.1, EDL20275.1, EDL20274.1	XP_030127819.3
OG0006176	BAC36741.1, BAC32176.1, XP_006514762.1, AAH25012.1, XP_030101864.1, NP_001277557.1, EDL07844.1, XP_011242022.1, NP_620692.3, AAL24808.2, sp|Q5SPW0.1|VPS54_MOUSE, EDL07845.1	XP_030125140.3, XP_032603368.2, XP_030125141.3, XP_041571398.1
OG0006177	EDL29717.1, sp|Q99L90.1|MCRS1_MOUSE, AAH03746.1, EDL04138.1, NP_058046.2, AAH85099.1, AAI08341.1, AAC53590.1, BAC40155.1, XP_030104500.1, BAE34465.1, BAE39364.1, NP_001157628.1	XP_041567547.1, XP_041567546.1, XP_041567548.1
OG0006178	EDK98332.1, sp|Q6SKR2.1|N6MT1_MOUSE, AAI16395.1, NP_080642.1, BAE26543.1, AAI16394.1, AAR19227.1, EDK98331.1, AAS45233.1, AAS94315.1, NP_001152803.1, EDK98330.1, AAH98330.1	XP_041569694.1, XP_041569695.1, XP_012425469.2
OG0006179	NP_001344544.1, XP_006523882.1, EDL22346.1, AAI45444.1, EDL22347.1, CAB65239.1, AAI38856.1, AAI38853.1, BAA22080.1, CAA70866.1, BAA28846.1, NP_032769.2, sp|O35980.2|NTH_MOUSE	XP_030140203.3, ACH43834.1, NP_001232362.1
OG0006180	EDL36651.1, EDL36650.1, AAH14689.1, pdb|6G70|A, pdb|6G70|B, sp|Q8K2Z2.3|PRP39_MOUSE, NP_808474.2, NP_001361141.1, NP_001361142.1, BAC25514.1, BAE32419.1, AAH29153.1, XP_006516092.1	XP_030131186.1, XP_030131185.1
OG0006181	NP_001344391.1, BAC28661.1, sp|Q8CBY8.1|DCTN4_MOUSE, BAB30095.1, NP_080578.1, BAE36028.1, BAE40371.1, AAH34725.1, BAE37250.1, AAH06677.1, EDL09828.1, EDL09827.1, EDL09829.1	XP_012430586.1, XP_012430579.1
OG0006183	BAE37522.1, sp|O88819.1|FUT9_MOUSE, NP_034373.1, BAC31540.1, EDL05524.1, BAC33555.1, BAC33112.1, AAI16875.1, AAI16877.1, BAC29338.1, BAC27746.1, BAA33522.1	XP_030123472.1, XP_030123473.1, XP_030123471.3, XP_030123474.1, XP_030123475.1
OG0006184	pdb|2AQF|A, pdb|2AQE|A, pdb|2CUJ|A, BAC38925.1, AAH25448.1, XP_030101705.1, XP_006533052.1, BAE34272.1, AAH38821.1, sp|Q8CHV6.1|TAD2A_MOUSE, NP_766150.1, EDL15734.1, BAE25000.1, XP_011247234.1	XP_041575913.1, XP_041575914.1
OG0006185	AAI25446.1, AAI25420.1, XP_017168502.1, AAI45174.1, XP_006509585.1, NP_084386.1, sp|Q9CTY5.2|MICU3_MOUSE, EDL35491.1	XP_041571697.1, XP_041571694.1, XP_030127010.3, XP_041571693.1, XP_041571696.1, XP_041571695.1
OG0006186	NP_080937.3, BAB31382.1, EDL06199.1, BAC26177.1, NP_001158290.1, sp|Q9D2V5.3|AAR2_MOUSE, BAE41210.1, XP_006500160.1, BAE38626.1, AAH20112.1, AAH19988.1	XP_030144511.1
OG0006187	BAE21843.1, EDL29169.1, BAA95025.1, BAE36842.1, NP_620090.1, BAC36217.1, sp|Q9JJG6.1|TMM47_MOUSE, EDL29170.1, AAH19751.1, BAC27126.1	XP_030138337.1
OG0006187	BAC27357.1	XP_002195001.1
OG0006188	XP_006527381.1, NP_001264789.1, sp|Q9CQC4.2|TM216_MOUSE, NP_081074.1, XP_006527382.1, EDL41363.1, AAK17992.1, BAB29662.1, AAH52053.1, EDL41362.1, EDL41361.1, NP_001264790.1, BAB22973.1, EDL41360.1	XP_030129451.1
OG0006189	EDL08742.1, XP_036017246.1, EDL33444.1, EDL08744.1, AAF89830.1, AAH48361.1, BAC28097.1, sp|Q9JIX0.1|ENY2_MOUSE, NP_778174.1, EDL08743.1, XP_006520821.1	ACH44324.1, sp|B5FZ63.1|ENY2_TAEGU, XP_030119840.1, NP_001232138.1
OG0006190	AAH17126.1, BAA75228.1, EDL30276.1, sp|Q9Z0E0.1|NCDN_MOUSE, BAA75226.1, BAE32905.1, NP_036116.3, BAE41841.1, NP_001342341.1, BAA75229.1, BAA75227.1, BAC65609.1, XP_030109440.1, BAB22468.2, NP_001342342.1	XP_002198654.1
OG0006191	XP_036009726.1, XP_036009727.1, XP_036009725.1, XP_006509372.1, AAH05503.1, EDL35557.1, BAC35964.1, XP_017168107.1, sp|Q99K23.1|UFSP2_MOUSE, NP_619609.1, BAC37214.1, pdb|3OQC|B, pdb|3OQC|A	XP_030127101.3, XP_041571748.1, XP_030127099.3
OG0006192	sp|P17563.2|SBP1_MOUSE, EDL38755.1, NP_033176.2, AAH11202.1, AAH24106.1, sp|Q63836.2|SBP2_MOUSE, AAB25841.2, NP_062287.1, EDL38748.1	XP_041577120.1, XP_041577121.1, XP_041577117.1, XP_041577115.1, XP_041577119.1, XP_041577116.1, XP_041577118.1
OG0006193	BAF03202.1, BAE33457.1, EDL19137.1, EDL19136.1, XP_006504790.1, XP_006504792.1, AAH10333.1, BAB22963.1, AAH63266.1, NP_081024.4, sp|Q6P4S8.2|INT1_MOUSE, BAF03197.1, XP_006504791.1	XP_030141073.3, XP_030141072.3
OG0006194	EDL36812.1, AAH19364.1, BAB25832.1, BAB23417.1, EDL36811.1, BAE37236.1, BAB97200.1, AAI27057.1, BAE26645.1, NP_080440.2, sp|Q8K1N1.1|PLPL8_MOUSE, XP_006516237.1, BAE40365.1	XP_041567401.1, XP_041567398.1, XP_041567399.1
OG0006195	AAH27295.1, NP_001258544.1, NP_001397211.1, NP_001258543.1, BAD52443.1, BAE36169.1, BAE39135.1, BAC32660.1, BAC37390.1, AAH10203.1, BAE32236.1, EDL41342.1, NP_032025.2, XP_006526726.1	XP_030129467.1
OG0006196	EDL05249.1, BAE36693.1, BAE21878.1, BAC40615.1, NP_899248.1, AAH68114.1, BAC40018.1, sp|Q8BTS4.1|NUP54_MOUSE, NP_001346924.1, XP_006535021.1, XP_030110391.1, XP_006535022.1, XP_017176384.1	XP_030128047.3, XP_030128048.3
OG0006197	AAK38746.1, CAD42501.1, NP_001346808.1, BAE28258.1, sp|Q3UGF1.1|WDR19_MOUSE, EDL37731.1, NP_700440.2	XP_030126796.3, XP_030126795.3, XP_030126797.3, XP_030126800.3, XP_030126799.3, XP_041571632.1, XP_030126802.3, XP_030126801.3, XP_030126803.3
OG0006198	BAE34437.1, NP_001078842.1, XP_036017072.1, XP_006526086.1, NP_001078843.1, EDL09997.1, XP_006526088.1, XP_006526089.1, XP_030106370.1, EDL09996.1, XP_006526087.1, XP_036017074.1	XP_030113196.1, XP_030113198.1, XP_030113197.1, XP_004177181.1
OG0006199	AAH17534.1, NP_001390540.1, NP_598590.2, EDK99979.1, NP_001344393.1, NP_001390536.1, NP_835182.1, sp|Q8CBH5.1|MFSD6_MOUSE, BAC29272.1, BAC32900.1, BAF36946.1	XP_030133698.3, XP_030133697.3, XP_030133695.3, XP_030133696.3
OG0006200	CAA54688.1, BAB25096.1, AAH10756.1, NP_035790.1, EDL02237.1, BAA04881.1, sp|P10639.3|THIO_MOUSE, AAH94415.1, BAB25256.1	ACH44980.1, ACH44979.1, NP_001232496.2, ACH44978.1
OG0006201	AAI39775.1, XP_006504875.1, XP_017176199.1, EDL19029.1, XP_030110063.1, AAA87031.1, sp|P54279.1|PMS2_MOUSE, BAE27115.1, AAI41288.1, EDL19031.1, EDL19030.1, NP_032912.2, EDL19032.1	XP_030140867.3
OG0006202	NP_083003.2, AAI32100.1, EDL14922.1, AAI25433.1, BAB29433.1, XP_017175901.1, BAC34472.1, BAC32857.1, AAH24877.1, BAC31300.1, sp|Q3TZX8.1|NOL9_MOUSE, NP_001153071.1, BAE34079.1, NP_001365785.1, EDL14921.1	XP_030145352.3
OG0006203	XP_036015326.1, XP_006520133.1, EDL03304.1, AAI45577.1, NP_001297665.1, AAI41249.1, sp|Q3UEG6.1|AGT2_MOUSE, EDL03302.1, EDL03305.1, EDL03303.1, XP_006520132.1, NP_001027021.1, BAE28945.1, NP_001297664.1	XP_032600220.2
OG0006204	sp|Q9D2Q2.2|TRM44_MOUSE, BAE21147.1, AAI52333.1, BAB31547.1, BAC35531.1, CBX86012.1, NP_084484.2, EDL37486.1, XP_006504256.1, XP_036021511.1, AAH04784.1	XP_041571584.1, XP_041571583.1, XP_041571585.1, XP_041571586.1, XP_030126516.3
OG0006205	NP_084011.1, sp|Q8CGC7.4|SYEP_MOUSE, NP_001344403.1, AAI41050.1, EDL13067.1, AAH94679.1, XP_030110720.1, XP_017176142.1	XP_030125004.3, XP_030125005.3, XP_030125000.3, XP_030125001.3, XP_030125002.3, XP_030125003.3
OG0006206	sp|Q9D600.1|PSF2_MOUSE, NP_849187.1, CBF66839.1, CBU99139.1, CBF58148.1, EDL11637.1, BAC27124.1, AAH82565.1, CBU93658.1, CBF68784.1, BAB29546.1, CBF79671.1, CBU83583.1, CBU91712.1, BAC25914.1	XP_030138004.1
OG0006207	BAB28849.3, BAE36355.1, XP_006530191.1, XP_011246464.1, NP_034009.2, EDL19674.1, NP_001345846.1, CAA71519.2, AAL83977.1, AAH55721.1, sp|O35594.4|IFT81_MOUSE, NP_001345847.1, AAG35650.1, XP_030109952.1, NP_001345848.1, XP_030109953.1	XP_002192712.4
OG0006208	NP_001348850.1, ADT64112.1, XP_030107005.1, EDL33173.1, sp|Q9EQC5.1|SCYL1_MOUSE, BAE25720.1, AAG17393.1, NP_076401.1, BAE26711.1, AAH34519.1, NP_001348851.1, BAE36588.1, BAE22111.1, EDL33172.1, ADT64113.1	XP_041567960.1
OG0006209	BAB28456.1, BAE36958.1, AAH33309.1, BAC35017.2, EDL05645.1, BAE41548.1, BAE33351.1, EDL05647.1, NP_001074652.1, NP_001333984.1, sp|A2AIV2.1|VIR_MOUSE, BAC65791.1, EDL05646.1, AAH28830.1	XP_030122285.1
OG0006210	pdb|6W1S|Y, NP_081488.1, BAB25226.1, CAC24635.1, AAH20113.1, BAE27012.1, BAB27401.1, sp|Q9CQI9.1|MED30_MOUSE, EDL29253.1	XP_030119861.1, XP_030119860.1, ACH44010.1, NP_001232580.1
OG0006211	EDL15305.1, BAE41960.1, AAH21547.1, BAE42207.1, NP_064387.1, pdb|6NYQ|C, BAA95676.1, BAA92527.1, BAE29857.1, BAE32526.1, BAC35859.1, EDL15306.1, BAE36016.1, sp|Q9JHJ3.1|GLMP_MOUSE	XP_041577077.1, XP_030147410.3
OG0006212	pdb|1WXU|A, BAB27563.1, AAK15313.2, BAC26402.1, sp|Q9D0K1.1|PEX13_MOUSE, EDL07892.1, BAC26296.1, BAE31995.1, BAC27635.1, NP_076140.2, CAC20705.1, AAH23683.1, BAC27526.1, BAE40927.1, BAC27971.1	XP_002199395.1
OG0006213	AAH06752.1, NP_001355311.1, NP_001355313.1, NP_001355312.1, BAC32401.1, AAH78634.1, BAC40219.1, BAB23543.1, EDL24238.1, NP_001355310.1, sp|Q9DBT3.1|CCD97_MOUSE, NP_083047.1, BAE33278.1	XP_041568517.1, XP_041568516.1, XP_041568515.1
OG0006214	BAC33254.1	XP_030118870.1, XP_002198784.2, XP_012424683.1
OG0006214	sp|Q3UFJ6.1|T184A_MOUSE, NP_659163.3, XP_006504734.1, EDL19134.1, BAE28564.1, XP_006504733.1, AAH26659.1, NP_001155020.1, BAC34286.1, EDL19133.1	XP_030141159.3
OG0006215	BAB27910.1, XP_036020353.1, BAE26313.1, EDL02207.1, AAH02211.1, EDL02206.1, EDL02205.1, BAE23126.1, sp|Q2TPA8.1|HSDL2_MOUSE, AAU11505.1, NP_077217.2, XP_006538340.1, CAC34587.1, XP_036020354.1, NP_001288296.1	XP_002188177.2
OG0006216	EDL19856.1, XP_017176616.1, sp|Q8R216.3|SIR4_MOUSE, XP_030110728.1, EDL19857.1, AAH22653.1, XP_036021469.1, XP_006530543.1, XP_030110726.1, XP_006530544.1, XP_036021468.1, XP_036021467.1, NP_598521.1, NP_001161163.1	XP_012433542.1
OG0006217	EDL01451.1, XP_006519743.1, BAB24884.1, sp|Q9D9B4.1|LRMDA_MOUSE, NP_082551.1, XP_036014792.1, XP_036014791.1, XP_006519742.1, XP_006519739.1, XP_006519741.1, BAE43230.1, BAE32039.1	XP_030131785.1, XP_030131784.1, XP_030131787.1, XP_030131786.1
OG0006218	AAH04075.1, AAH05717.1, BAE35488.1, BAE39951.1, BAE35376.1, BAB22458.2, BAE34905.1, BAE30009.1, BAE29609.1, BAC25683.1, BAC34576.1, BAB32006.2, BAB22789.2, BAE38968.1	XP_041568405.1
OG0006219	EDL37745.1	XP_030126811.1
OG0006219	BAA24927.1, NP_058066.2, BAE36750.1, EDL37749.1, BAE24065.1, BAC33269.1, AAH85311.1, sp|P61087.3|UBE2K_MOUSE, EDL37747.1, BAE35973.1, AAH02013.1, BAC29296.1	XP_030126810.1
OG0006220	AAH12688.1, AAH02024.1, NP_001396884.1, BAE24945.1, AAH46800.1, NP_001342195.1, NP_001396883.1, sp|P97770.1|THUM3_MOUSE, AAC60384.1, EDK99434.1, BAB30650.1, EDK99435.1, XP_036021758.1, NP_032214.1	XP_030138905.3, XP_030138904.3
OG0006221	EDL15578.1, EDL15579.1, AAA81518.1, sp|Q61025.1|IFT20_MOUSE, BAB22069.1, NP_061342.1, EDL15577.1, AAH02040.1, EDL15576.1, AAL99202.1, BAE24189.1	ACH44815.1, ACH44816.1, ACH44813.1, ACH44814.1, NP_001232432.1
OG0006222	BAE25894.1, XP_011242399.1, EDL33464.1, XP_036013264.1, XP_006515843.1, BAC32706.1, AAI38917.1, EDL33466.1, BAC28114.1, BAC37746.2, BAE25723.1, sp|Q8C761.1|DC2I1_MOUSE, NP_666151.3, BAC35011.1	XP_030120147.3
OG0006223	CAC81913.1, BAB32099.1, EDL24459.1, AQS27625.1, EDL24460.1, sp|Q9CZR8.1|EFTS_MOUSE, BAB28113.1, AAH57904.1, BAE42833.1, BAE42591.1, NP_079813.1, BAE40943.1, AAH34286.1, AAH51508.1	XP_041567428.1
OG0006224	EDL04483.1, BAB23023.1, NP_075964.1, EDL04484.1, sp|Q9EPB5.1|SERHL_MOUSE, XP_030104585.1, BAE32818.1, BAB22007.1, AAH55431.1, CAC20673.1, CAC20674.1, AAH46342.2	XP_030118736.1, XP_030118737.1, XP_030118738.1, XP_002192434.4, XP_041569740.1
OG0006225	BAB28282.1, AAD03470.1, AAH46753.1, BAE30445.1, sp|O35864.3|CSN5_MOUSE, AAC17179.1, EDL14298.1, NP_038743.1, BAE27030.1, AAF61318.1	NP_001232700.1, ACH44179.1, ACH46430.1
OG0006226	AAH51198.1, BAE32703.1, NP_079761.1, pdb|7PNV|R, pdb|7PNW|R, EDL20988.1, BAB29061.1, pdb|7PNU|R, sp|Q9CXW2.1|RT22_MOUSE, pdb|7PNT|R, AAH21882.1, BAB23027.2	ACH44739.1, NP_001232395.1, ACH44740.1
OG0006227	XP_011245002.2, BAE38394.1, EDL23473.1, pdb|7DMP|c, AAH19423.1, EDL23472.1, XP_006525137.1, XP_006525138.1, NP_083614.1, BAB24590.1, sp|Q9D9V4.1|RSPH9_MOUSE, pdb|7DMP|C	XP_032603261.2, XP_032603260.2, XP_030124430.3, XP_002189220.3
OG0006228	BAC34355.1, BAE41241.1, EDL03028.1, NP_034014.1, sp|P53568.1|CEBPG_MOUSE, BAE34076.1, BAE42702.1, BAE35170.1, BAA25312.1, AAH11319.1, BAA25311.1, CAA39116.1	XP_032606302.2, XP_030138025.3
OG0006229	BAC27477.1, NP_083270.2, BAC28883.1, sp|Q8BH04.1|PCKGM_MOUSE, AAD01427.1, BAE21687.1, BAE28938.1, sp|Q9Z2V4.1|PCKGC_MOUSE, EDL06635.1, AAH37629.1, EDL06634.1, BAC25718.1, NP_035174.1, BAC26903.1	XP_002199208.4
OG0006230	EDL34382.1, EDL34383.1, BAC66658.1, BAC28896.2, BAC98273.1, AAH64823.1, XP_006533128.1, sp|Q8K448.2|ABCA5_MOUSE, AAM90895.1, NP_671752.2, BAE41431.1, BAC32984.1, BAE23713.1	XP_041575755.1, XP_041575754.1, XP_030142966.3
OG0006231	NP_061241.1, AAC72311.1, XP_030099599.1, AAH03490.1, AAD12262.1, EDL10912.1, sp|Q9Z0G0.1|GIPC1_MOUSE, BAC39680.1, AAC67550.1, pdb|5V6B|B, pdb|5V6B|A, pdb|5V6T|B	XP_030135400.1, XP_002188109.1, XP_041567667.1
