Orthogroup	bombus	fly
OG0007433	XP_012238508.1	tr|Q9VK44|Q9VK44_DROME
OG0007434	XP_012238335.1, XP_003487712.1	tr|Q9W115|Q9W115_DROME
OG0007435	XP_012238276.1, XP_012238277.1	tr|Q9VL66|Q9VL66_DROME, tr|Q9VL67|Q9VL67_DROME, tr|Q9VL68|Q9VL68_DROME
OG0007436	XP_012238231.1	tr|Q9VPJ1|Q9VPJ1_DROME
OG0007437	XP_003487497.1, XP_012238081.1	tr|Q7KT06|Q7KT06_DROME
OG0007438	XP_012238076.1	tr|E1JH07|E1JH07_DROME
OG0007439	XP_012237995.1	sp|Q9V3J8|WDS_DROME
OG0007440	XP_012237830.1, XP_012237828.1	tr|Q9V428|Q9V428_DROME
OG0007441	XP_012237681.1, XP_003487344.1	tr|B7Z0R3|B7Z0R3_DROME
OG0007442	XP_012237595.1	tr|Q9VAX9|Q9VAX9_DROME
OG0007443	XP_012237140.1, XP_012237139.1	sp|A0A0B7P9G0|UEX_DROME
OG0007444	XP_012237027.1	sp|Q9VLP3|MSS4_DROME
OG0007447	XP_003486266.2, XP_012250470.1	tr|Q8SXB0|Q8SXB0_DROME
OG0007448	XP_012250193.1, XP_012250192.1, XP_012250194.1	tr|Q9V9C8|Q9V9C8_DROME, tr|Q8T8Y5|Q8T8Y5_DROME
OG0007449	XP_012249961.1, XP_012249960.1, XP_003485995.1	tr|Q8IPD2|Q8IPD2_DROME, tr|Q9VTI5|Q9VTI5_DROME, tr|Q9W3X5|Q9W3X5_DROME, tr|Q9W3X6|Q9W3X6_DROME
OG0007450	XP_012249780.1	tr|Q7K483|Q7K483_DROME
OG0007451	XP_003485666.2, XP_012249400.1	tr|Q9VHY6|Q9VHY6_DROME
OG0007452	XP_012249367.1, XP_003485597.1	sp|Q04499|PROD_DROME
OG0007454	XP_012249073.1	tr|Q9VZT2|Q9VZT2_DROME
OG0007455	XP_012246376.1	tr|Q9NGL1|Q9NGL1_DROME
OG0007456	XP_012244845.1	tr|Q59E67|Q59E67_DROME
OG0007457	XP_003485066.2	sp|Q9VN19|GET4_DROME
OG0007459	XP_012240277.1, XP_012240270.1	tr|Q8IPJ9|Q8IPJ9_DROME, tr|Q9VJT3|Q9VJT3_DROME, sp|Q95RX5|KCMF1_DROME
OG0007460	XP_012239385.1	tr|Q9W413|Q9W413_DROME
OG0007461	XP_003484410.1, XP_012238478.1, XP_012238667.1, XP_012238598.1	tr|X2JDZ1|X2JDZ1_DROME
OG0007462	XP_003493354.1	tr|Q95TV5|Q95TV5_DROME, sp|O76932|PP4C_DROME
OG0007463	XP_003493344.1	tr|Q9VAR0|Q9VAR0_DROME
OG0007464	XP_003493213.1	tr|Q6IGE3|Q6IGE3_DROME
OG0007465	XP_003493111.1	tr|Q9VAQ9|Q9VAQ9_DROME, sp|Q9VB46|APMAP_DROME
OG0007467	XP_003492981.1	tr|Q8INR5|Q8INR5_DROME, tr|Q9VHZ5|Q9VHZ5_DROME
OG0007468	XP_003492979.1	tr|Q9VI85|Q9VI85_DROME
OG0007469	XP_003492806.1	sp|Q9VSC1|SRP09_DROME
OG0007470	XP_003492768.1	sp|Q9VFJ2|RM11_DROME
OG0007471	XP_003492579.1	sp|Q9VAQ7|SLU7_DROME
OG0007472	XP_003492512.1	sp|P29845|HSP7E_DROME
OG0007474	XP_003492276.1	sp|Q9VU95|AGT2L_DROME
OG0007475	XP_003492273.1	tr|Q9VG62|Q9VG62_DROME
OG0007476	XP_003492207.1	tr|Q9VW77|Q9VW77_DROME
OG0007477	XP_003492052.1	sp|Q9U3V9|XMAS_DROME
OG0007478	XP_003491998.1	sp|Q7JXV9|VPS25_DROME
OG0007479	XP_003491990.1	sp|Q9XTM1|EXOC5_DROME
OG0007480	XP_003491926.1	tr|Q9VTZ1|Q9VTZ1_DROME
OG0007481	XP_003491901.1	sp|Q9VCI5|DHSD_DROME
OG0007482	XP_003491884.1	sp|Q01604|PGK_DROME, tr|Q9VQF4|Q9VQF4_DROME
OG0007483	XP_003491864.1	sp|Q9VPS5|CH60B_DROME, tr|Q9VJX7|Q9VJX7_DROME, sp|Q9VMN5|CH60C_DROME, sp|O02649|CH60A_DROME
OG0007485	XP_003491696.1	sp|A1Z6M6|TTC4_DROME
OG0007486	XP_003491630.1	sp|Q9VZ64|6PGL_DROME
OG0007487	XP_003491520.1	tr|Q9VKW5|Q9VKW5_DROME, tr|Q9V9P5|Q9V9P5_DROME
OG0007488	XP_003491388.1	tr|Q961D1|Q961D1_DROME
OG0007489	XP_003491376.1	tr|Q9VZU7|Q9VZU7_DROME
OG0007490	XP_003491375.1	sp|Q23978|MY31D_DROME
OG0007491	XP_003491298.1	sp|Q9VMQ7|ELP4_DROME
OG0007492	XP_003491242.1	tr|A0A0B4K701|A0A0B4K701_DROME, tr|A1Z891|A1Z891_DROME
OG0007493	XP_003490958.1	tr|Q8MYL1|Q8MYL1_DROME
OG0007494	XP_003490879.1	sp|Q9W1X4|NU214_DROME
OG0007495	XP_003490826.1	tr|Q9W3Y3|Q9W3Y3_DROME
OG0007496	XP_003490819.1	sp|Q9VL59|ZGPAT_DROME
OG0007497	XP_003490720.1	sp|Q9VGR2|NDUF7_DROME
OG0007499	XP_003490404.1	sp|Q27333|NT56_DROME
OG0007501	XP_003490239.1	sp|P25724|NANOS_DROME
OG0007502	XP_003490085.1	tr|A0A4D6K2Q0|A0A4D6K2Q0_DROME
OG0007503	XP_003489965.1	sp|Q9VE11|U488_DROME
OG0007504	XP_003489954.1	tr|Q8IPT0|Q8IPT0_DROME
OG0007505	XP_003489840.1	sp|P91927|LETM1_DROME
OG0007506	XP_003489644.1, XP_003489643.1	tr|Q7JV61|Q7JV61_DROME
OG0007507	XP_003489620.1	tr|Q8SX38|Q8SX38_DROME
OG0007508	XP_003489549.1	sp|Q7KVQ0|GAR1_DROME
OG0007509	XP_003489527.1	sp|Q24208|IF2G_DROME
OG0007510	XP_003489440.1	sp|P40417|ERKA_DROME
OG0007511	XP_003489422.1	sp|Q8INQ7|KTAP2_DROME
OG0007512	XP_003489349.1	sp|O44437|SMD3_DROME
OG0007513	XP_003489295.1	sp|Q7JW12|TMX2_DROME
OG0007514	XP_003489201.1	tr|Q8SYP9|Q8SYP9_DROME
OG0007515	XP_003489176.1	tr|Q9VGQ1|Q9VGQ1_DROME
OG0007517	XP_003489036.1, XP_003489037.1	sp|Q9VQX4|PNCB_DROME
OG0007518	XP_003488906.1	tr|Q9W4D1|Q9W4D1_DROME
OG0007519	XP_003488781.1	sp|Q9V813|MTAP_DROME, sp|Q8IMU4|PNPH_DROME
OG0007520	XP_003488663.1	sp|Q6WV19|GALT2_DROME
OG0007521	XP_003488232.1	tr|Q9VK18|Q9VK18_DROME
OG0007522	XP_003488026.1	tr|Q9VBY6|Q9VBY6_DROME
OG0007523	XP_003487840.1	sp|Q9VYI3|RM49_DROME
OG0007524	XP_003487606.1	sp|Q9VTH4|SCLLA_DROME, sp|Q9VTI8|CHRB_DROME
OG0007525	XP_003487402.1	tr|Q8SX44|Q8SX44_DROME
OG0007526	XP_003487124.1	tr|Q9VS10|Q9VS10_DROME
OG0007527	XP_003487117.1	sp|Q9VRL3|PFD4_DROME
OG0007528	XP_003486945.1	sp|Q9VW56|PFD6_DROME
OG0007529	XP_003486850.1	tr|Q9W389|Q9W389_DROME
OG0007530	XP_003486607.1	sp|Q9NLA6|OAF_DROME
OG0007531	XP_003486433.1	tr|Q8I077|Q8I077_DROME
OG0007532	XP_003486274.1	sp|Q9VXJ0|DHB4_DROME
OG0007533	XP_003486194.1	sp|P25157|GNAL_DROME
OG0007534	XP_003486184.1	tr|Q9W4I3|Q9W4I3_DROME
OG0007535	XP_003485975.1	sp|Q9VYY2|SPCS2_DROME
OG0007536	XP_003485813.1	sp|Q7K0Y1|BOP1_DROME
OG0007537	XP_003485794.1	tr|Q9VQ59|Q9VQ59_DROME, tr|Q6IIA4|Q6IIA4_DROME
OG0007538	XP_003485711.1	tr|Q9VI57|Q9VI57_DROME
OG0007539	XP_003485701.1	sp|Q24509|STX5_DROME
OG0007540	XP_003485482.1	tr|Q9W299|Q9W299_DROME, tr|Q9W298|Q9W298_DROME, tr|Q9V3Z7|Q9V3Z7_DROME, tr|Q9W2A0|Q9W2A0_DROME
OG0007541	XP_003485444.1	sp|Q94514|COX5A_DROME
OG0007542	XP_003485414.1	tr|A1ZA28|A1ZA28_DROME
OG0007543	XP_003485366.1	tr|Q9VG07|Q9VG07_DROME
OG0007544	XP_003485349.1	tr|Q7JZN0|Q7JZN0_DROME
OG0007546	XP_003485309.1	tr|Q9W392|Q9W392_DROME
OG0007547	XP_003485308.1	tr|Q9W395|Q9W395_DROME
OG0007548	XP_003485290.1	tr|Q7PLT1|Q7PLT1_DROME
OG0007549	XP_003485208.1	sp|Q9VTM0|BL1S6_DROME
OG0007550	XP_003485193.1	sp|Q9VA37|DJ1B_DROME, sp|A1Z9J4|DJ1A_DROME
OG0007551	XP_003485096.1	tr|Q9VZ82|Q9VZ82_DROME
OG0007552	XP_003485083.1	tr|Q9W3T2|Q9W3T2_DROME
OG0007553	XP_003485082.1	sp|Q9V8I2|LTOR2_DROME
OG0007554	XP_003485035.1	tr|Q9VMQ8|Q9VMQ8_DROME
OG0007555	XP_003485031.1	tr|Q9VIZ2|Q9VIZ2_DROME
OG0007556	XP_003484993.1	sp|Q9V498|CSTN1_DROME
OG0007558	XP_003484615.1	tr|Q8I937|Q8I937_DROME
OG0007559	XP_003484464.1	tr|Q9VPF9|Q9VPF9_DROME
OG0007560	XP_003484390.1	tr|Q9W464|Q9W464_DROME
OG0007983	XP_024227966.1, XP_012249192.1, XP_033180470.1, XP_024227965.1, XP_033180471.1, XP_033180474.1, XP_024227967.1, XP_033180476.1, XP_024227971.1, XP_024227970.1, XP_024227969.1, XP_024227968.1, XP_033180473.1, XP_033180472.1	tr|B7YZL3|B7YZL3_DROME
OG0007984	XP_033180235.1, XP_012248557.1, XP_003494505.1, XP_012248555.1, XP_033180236.1	sp|Q8MRC9|GALT9_DROME
OG0007987	XP_033179960.1	sp|Q9VP65|TR112_DROME
OG0007988	XP_033179932.1, XP_033179933.1, XP_012247889.1	sp|Q24558|EXO1_DROME
OG0007990	XP_033179810.1, XP_012247689.1, XP_012247688.1, XP_024227205.1	tr|Q9VG26|Q9VG26_DROME, tr|Q86PF4|Q86PF4_DROME
OG0007991	XP_024227145.1, XP_012247485.1, XP_012247484.1, XP_012247480.1, XP_033179752.1, XP_024227144.1, XP_012247482.1, XP_012247481.1, XP_012247487.1, XP_012247492.1, XP_012247483.1, XP_012247490.1, XP_012247491.1, XP_012247486.1	tr|M9ND00|M9ND00_DROME
OG0007992	XP_033179738.1, XP_033179739.1, XP_003493747.1, XP_012247360.1	sp|Q9VK68|PITH1_DROME
OG0007993	XP_003493727.3	sp|Q7JUX9|MRRP1_DROME
OG0007994	XP_033179647.1	tr|Q9VX62|Q9VX62_DROME
OG0007996	XP_003493540.1, XP_033179618.1	sp|Q9V431|API5_DROME
OG0007997	XP_033179573.1, XP_003493484.1	sp|Q9VCY3|CSN6_DROME
OG0007998	XP_033179563.1	tr|Q9VL22|Q9VL22_DROME
OG0007999	XP_033179272.1, XP_012246536.1	tr|B7Z137|B7Z137_DROME, tr|Q9VDT4|Q9VDT4_DROME
OG0008002	XP_033179135.1, XP_024226400.1, XP_033179133.1, XP_033179134.1	sp|P91664|MAX_DROME
OG0008003	XP_033179083.1, XP_003492819.1, XP_012246101.1	sp|P29775|ETS4_DROME
OG0008004	XP_033179006.1, XP_012245958.1, XP_033179005.1, XP_024226281.1, XP_024226280.1	sp|Q9VAH9|INT11_DROME
OG0008005	XP_024226207.1, XP_024226208.1, XP_033178961.1	tr|Q8SYH1|Q8SYH1_DROME
OG0008007	XP_012245507.1, XP_012245506.1, XP_033178778.1	tr|Q9VSD8|Q9VSD8_DROME
OG0008008	XP_033178722.1, XP_033178718.1, XP_033178713.1, XP_033178716.1, XP_033178715.1, XP_033178712.1, XP_033178714.1, XP_033178717.1, XP_024225975.1, XP_033178721.1, XP_033178723.1, XP_033178720.1, XP_024225983.1, XP_033178719.1	tr|Q9VW85|Q9VW85_DROME
OG0008009	XP_033178704.1, XP_012245352.1, XP_012245354.1, XP_003492293.1, XP_012245350.1, XP_012245353.1, XP_033178705.1	tr|Q1RL13|Q1RL13_DROME
OG0008011	XP_033178672.1	tr|Q5U117|Q5U117_DROME
OG0008012	XP_003492224.1, XP_033178613.1	tr|Q9VIU5|Q9VIU5_DROME
OG0008013	XP_033178473.1	tr|Q24044|Q24044_DROME, tr|Q9W1F6|Q9W1F6_DROME, sp|Q960N3|CORT_DROME
OG0008014	XP_033178450.1	tr|Q8INS6|Q8INS6_DROME, tr|Q8IQK4|Q8IQK4_DROME, sp|Q9U1H9|NXF1_DROME
OG0008015	XP_012244133.1, XP_012244132.1, XP_012244130.1, XP_003491590.1, XP_012244129.1, XP_033178097.1	tr|A0A0B4LID7|A0A0B4LID7_DROME
OG0008016	XP_033178052.1, XP_012244095.1, XP_033178053.1	sp|Q9GQQ0|SPIN_DROME
OG0008017	XP_012244028.1, XP_033178027.1	tr|Q8SX78|Q8SX78_DROME
OG0008018	XP_033177989.1	tr|Q9VR33|Q9VR33_DROME
OG0008019	XP_033177825.1, XP_033177826.1, XP_003491278.1, XP_012243615.1	tr|Q9VBU2|Q9VBU2_DROME
OG0008021	XP_033177620.1, XP_012243287.1, XP_024224691.1	tr|A0A0B4LG18|A0A0B4LG18_DROME
OG0008022	XP_024224466.1, XP_033177587.1, XP_024224467.1, XP_024224465.1	tr|Q9VED8|Q9VED8_DROME
OG0008023	XP_033177551.1	tr|Q9VTQ3|Q9VTQ3_DROME
OG0008024	XP_024224489.2, XP_033177550.1	sp|P20348|JANA_DROME
OG0008026	XP_033177332.1	tr|A0A0B4KGW2|A0A0B4KGW2_DROME
OG0008028	XP_033176792.1	tr|M9NDV6|M9NDV6_DROME
OG0008028	XP_003486238.1	tr|A0A4D6K1E7|A0A4D6K1E7_DROME
OG0008028	XP_024220376.1, XP_024220375.1	tr|Q9VUG2|Q9VUG2_DROME
OG0008028	XP_003486287.1	tr|Q9VUF0|Q9VUF0_DROME, tr|Q9VR15|Q9VR15_DROME, tr|Q7KVM3|Q7KVM3_DROME, tr|Q9W2C8|Q9W2C8_DROME, tr|Q9I7V4|Q9I7V4_DROME
OG0008029	XP_012241616.1, XP_003489933.1, XP_033176782.1	sp|Q7JQW6|LIAS_DROME
OG0008030	XP_003489615.2, XP_012241152.1, XP_012241153.1, XP_033176664.1	tr|Q9VEQ1|Q9VEQ1_DROME, tr|Q9VEQ2|Q9VEQ2_DROME
OG0008031	XP_033176624.1, XP_033176625.1, XP_012241092.1	tr|Q9VYK7|Q9VYK7_DROME
OG0008033	XP_033176542.1	tr|Q9VP46|Q9VP46_DROME
OG0008034	XP_033176522.1, XP_012240830.1, XP_012240831.1, XP_033176523.1	tr|Q9VWD3|Q9VWD3_DROME
OG0008035	XP_033176472.1, XP_012240886.1, XP_003489413.1, XP_012240887.1	sp|Q9W3V8|ALG8_DROME
OG0008036	XP_033176425.1	tr|Q9VHD1|Q9VHD1_DROME
OG0008037	XP_033176324.1, XP_033176317.1, XP_033176312.1, XP_033176313.1, XP_033176316.1, XP_033176311.1, XP_033176314.1, XP_033176322.1, XP_033176321.1, XP_033176323.1, XP_033176319.1, XP_033176315.1, XP_033176320.1, XP_033176318.1	tr|A0A0B4K6M2|A0A0B4K6M2_DROME
OG0008038	XP_003488401.3, XP_024222872.1, XP_033176226.1, XP_012240131.1	tr|Q9VHB1|Q9VHB1_DROME, tr|Q9VHB2|Q9VHB2_DROME, tr|Q8INZ7|Q8INZ7_DROME
OG0008040	XP_033176155.1, XP_003488770.1	sp|Q9VBX1|NEMF_DROME
OG0008041	XP_033176040.1, XP_003488566.1, XP_012239733.1	tr|Q7JWQ7|Q7JWQ7_DROME
OG0008042	XP_024222522.1, XP_033175952.1	sp|Q9VPF8|TM104_DROME
OG0008043	XP_033175682.1, XP_033175940.1, XP_024222468.1	tr|A1Z7U2|A1Z7U2_DROME, tr|Q9V3Q0|Q9V3Q0_DROME
OG0008044	XP_033175875.1	tr|Q6IHY4|Q6IHY4_DROME
OG0008045	XP_033175755.1, XP_003488117.1, XP_033175756.1	tr|Q9VSV1|Q9VSV1_DROME, tr|A0A0S0WGX2|A0A0S0WGX2_DROME
OG0008046	XP_033175738.1, XP_033175739.1, XP_024222255.1	tr|A1ZBX4|A1ZBX4_DROME
OG0008047	XP_033175603.1, XP_033175602.1, XP_003487887.1, XP_012238516.1	sp|Q9VF78|COG2_DROME
OG0008048	XP_033175428.1	tr|Q9VJJ1|Q9VJJ1_DROME
OG0008049	XP_033175396.1, XP_012237996.1	tr|Q9VWT5|Q9VWT5_DROME
OG0008050	XP_033175378.1, XP_012237949.1	sp|Q9W3J8|DRC1_DROME
OG0008053	XP_033174950.1	tr|Q0KI97|Q0KI97_DROME
OG0008054	XP_033174851.1, XP_012236830.1, XP_033174852.1	sp|Q9VJQ5|NC2B_DROME
OG0008055	XP_033174732.1	tr|Q9V400|Q9V400_DROME
OG0008057	XP_012236201.1, XP_033174570.1	sp|Q9VQ37|RIM2_DROME
OG0008058	XP_012236235.1, XP_033174567.1	tr|Q86P36|Q86P36_DROME
OG0008059	XP_033174561.1	tr|Q9VIU4|Q9VIU4_DROME, tr|Q8T0S3|Q8T0S3_DROME
OG0008060	XP_012250153.1, XP_033174390.1, XP_012250154.1, XP_033174389.1	sp|Q9VTE9|ULA1_DROME
OG0008061	XP_033174255.1	sp|Q8IQ70|MCU_DROME
OG0008062	XP_033180774.1, XP_033180819.1	tr|Q9VVL8|Q9VVL8_DROME
OG0008063	XP_012249713.1, XP_033180749.1	tr|M9PJN5|M9PJN5_DROME
OG0008064	XP_003485647.1, XP_033180696.1	sp|Q9VJ29|TNG6_DROME
OG0008065	XP_033180576.1, XP_033180577.1, XP_033180575.1, XP_012249342.1	tr|Q9V3T1|Q9V3T1_DROME
OG0008066	XP_033180569.1, XP_012249308.1	tr|Q9W149|Q9W149_DROME
OG0008067	XP_012247314.1, XP_024227150.1, XP_033179772.1, XP_033179776.1, XP_024227146.1, XP_012247295.1, XP_033179755.1, XP_012247317.1, XP_012247299.1, XP_033179779.1, XP_033179782.1, XP_033179754.1, XP_003485301.1	tr|A1ZBK6|A1ZBK6_DROME
OG0008068	XP_033179648.1, XP_003485356.1, XP_033179650.1	sp|Q9VX98|DENR_DROME
OG0008069	XP_033179423.1	tr|Q9VLR7|Q9VLR7_DROME
OG0008071	XP_003484811.2, XP_024222554.2	tr|Q9VZY9|Q9VZY9_DROME
OG0008072	XP_003484743.1, XP_024222191.1, XP_033175915.1	sp|Q9VF71|CUTC_DROME
OG0008073	XP_033175604.1	tr|Q9VVK7|Q9VVK7_DROME
OG0008074	XP_012247692.1, XP_012247632.1, XP_033177492.1, XP_012247581.1	tr|A0A6M3Q9I2|A0A6M3Q9I2_DROME
OG0008077	XP_024227956.1, XP_012249107.1, XP_003494863.1	sp|O18388|IMB_DROME
OG0008078	XP_024227633.1, XP_003494462.1	sp|Q8SZ16|SDHF3_DROME
OG0008079	XP_024227235.1, XP_024227234.1, XP_003493869.1	tr|Q9VYT3|Q9VYT3_DROME, tr|Q9VP94|Q9VP94_DROME
OG0008080	XP_024226942.1	tr|O76752|O76752_DROME, tr|Q9W3F1|Q9W3F1_DROME
OG0008081	XP_012246691.1, XP_024226679.1, XP_012246689.1	tr|Q9VHA1|Q9VHA1_DROME
OG0008083	XP_024226532.1	tr|Q9VEV6|Q9VEV6_DROME
OG0008086	XP_012246357.1, XP_012246358.1, XP_012246359.1, XP_024226481.1, XP_012246355.1, XP_012246354.1, XP_012246356.1	sp|Q9VCE8|U692_DROME
OG0008087	XP_024226252.1, XP_003492665.1, XP_024226253.1	tr|Q9VW68|Q9VW68_DROME
OG0008088	XP_003492600.1, XP_024226188.1	sp|Q6NL34|TCAB1_DROME
OG0008089	XP_003492313.1, XP_024225917.1	tr|Q9VMB3|Q9VMB3_DROME
OG0008090	XP_024225465.1	tr|Q9W1H7|Q9W1H7_DROME
OG0008091	XP_003491757.2, XP_012244437.1, XP_012244439.1, XP_012244438.1	tr|Q9W3I9|Q9W3I9_DROME
OG0008092	XP_003491603.1, XP_024225251.1	tr|Q9VPP9|Q9VPP9_DROME
OG0008094	XP_024224438.1, XP_012242884.1, XP_012242885.1	tr|A0A0B4KF19|A0A0B4KF19_DROME
OG0008095	XP_012242516.2	sp|Q8MT08|DRC4_DROME
OG0008097	XP_024224133.1	tr|Q7JQT9|Q7JQT9_DROME
OG0008098	XP_024223785.1	sp|Q9W5N0|COA7_DROME
OG0008099	XP_024223690.1, XP_012241516.1	sp|Q9VL13|MOB3_DROME
OG0008100	XP_012240614.1, XP_024223133.1	tr|Q9V3I3|Q9V3I3_DROME
OG0008101	XP_024222971.1, XP_003489048.1	sp|Q9VPT8|CPSF4_DROME
OG0008103	XP_003488685.1, XP_024222698.1	tr|Q0E931|Q0E931_DROME
OG0008104	XP_012239236.1, XP_012239237.1, XP_003488295.1, XP_024222286.1	sp|Q9VDY1|INO80_DROME
OG0008106	XP_003487512.1, XP_024221735.1	tr|Q8IP11|Q8IP11_DROME
OG0008107	XP_024221716.1	sp|Q24169|ORC5_DROME
OG0008108	XP_024221506.1	tr|Q9VKC5|Q9VKC5_DROME
OG0008109	XP_003487234.1, XP_024221355.1	tr|Q9VUM3|Q9VUM3_DROME
OG0008110	XP_012237301.1, XP_012237300.1, XP_024221287.1, XP_024221284.1, XP_024221283.1, XP_012237297.1, XP_012237296.1, XP_024221285.1, XP_012237287.1, XP_012237288.1, XP_012237291.1, XP_012237289.1, XP_012237293.1, XP_024221286.1	tr|Q9VS85|Q9VS85_DROME
OG0008111	XP_003486854.1, XP_024221017.1	tr|Q9V4C6|Q9V4C6_DROME
OG0008112	XP_024220736.1, XP_012236368.1	tr|E1JH26|E1JH26_DROME
OG0008113	XP_024220652.1, XP_003486552.1	tr|Q8T4A9|Q8T4A9_DROME
OG0008114	XP_012249549.1, XP_024228229.1	tr|A1Z8I0|A1Z8I0_DROME
OG0008116	XP_024227368.1, XP_003485307.1	tr|Q9VZK1|Q9VZK1_DROME, tr|Q8MLV2|Q8MLV2_DROME
OG0008117	XP_024227136.1, XP_003485326.1, XP_012247281.1	sp|P91682|SMO_DROME
OG0008118	XP_024227062.1	sp|Q86BS6|METL_DROME
OG0008119	XP_012242023.2	tr|O76912|O76912_DROME
OG0008120	XP_024221628.1, XP_003484611.1, XP_012238455.1	tr|O97182|O97182_DROME
OG0008121	XP_012248808.1, XP_012248806.1	sp|Q86NP2|NELFA_DROME
OG0008123	XP_012248576.1	tr|Q7KKI0|Q7KKI0_DROME
OG0008124	XP_012248561.1, XP_003494430.1	tr|Q0E9E2|Q0E9E2_DROME
OG0008125	XP_012248322.1	tr|Q9VF85|Q9VF85_DROME
OG0008126	XP_012247506.1	tr|Q9VTE6|Q9VTE6_DROME
OG0008127	XP_012247374.1	sp|O76906|CRM_DROME
OG0008128	XP_012247273.1, XP_012247274.1, XP_012247275.1	sp|O76460|RAD54_DROME
OG0008129	XP_012247160.1, XP_003493535.1	sp|Q9VXB5|RM22_DROME
OG0008130	XP_003493531.1, XP_012247152.1	sp|Q9V3C1|VHL_DROME
OG0008131	XP_012247128.1, XP_003493502.1, XP_012247129.1	sp|Q9V9W8|PYGO_DROME
OG0008132	XP_003494736.1	sp|Q9VPH8|RBBP5_DROME
OG0008133	XP_003494630.1	tr|Q9VTF8|Q9VTF8_DROME
OG0008134	XP_003494486.1	tr|Q9VZ93|Q9VZ93_DROME, tr|Q9VZ94|Q9VZ94_DROME, tr|Q9VAJ9|Q9VAJ9_DROME
OG0008135	XP_003494451.1	sp|Q9VMW8|MPU1_DROME
OG0008136	XP_003494409.1, XP_003494410.1	tr|Q9VI96|Q9VI96_DROME, tr|Q95TL8|Q95TL8_DROME
OG0008138	XP_003494060.1	tr|Q9VKV3|Q9VKV3_DROME
OG0008140	XP_003494027.1	tr|A1Z7P1|A1Z7P1_DROME, tr|A1Z9V3|A1Z9V3_DROME
OG0008141	XP_003493983.1	tr|Q9VV60|Q9VV60_DROME
OG0008142	XP_003493913.1	sp|Q9VW14|MRM3_DROME
OG0008143	XP_003493846.1	tr|Q9VSR5|Q9VSR5_DROME
OG0008144	XP_003493772.1	tr|Q9VEK7|Q9VEK7_DROME
OG0008145	XP_003493696.1	sp|Q8IN78|TIM22_DROME
OG0008146	XP_003493602.1	sp|Q9VKX4|RT07_DROME
OG0008147	XP_003493590.1	tr|Q059A4|Q059A4_DROME
OG0008148	XP_003493572.1	sp|Q86BE9|PEN2_DROME
OG0008149	XP_003493437.1	sp|Q9VNZ8|ALS2_DROME
OG0008150	XP_012246564.1, XP_003493129.1	sp|Q9VCE1|BECN1_DROME
OG0008151	XP_012246171.1	tr|Q9W0A7|Q9W0A7_DROME
OG0008152	XP_012245871.1, XP_003492666.1, XP_012245870.1	sp|Q9VHM2|VP35L_DROME
OG0008153	XP_012245758.1	tr|Q9V470|Q9V470_DROME
OG0008154	XP_012244564.1, XP_012244563.1, XP_012244562.1, XP_012244565.1	tr|Q9W0E2|Q9W0E2_DROME, sp|Q9VAH4|PTC71_DROME, tr|Q9W3R1|Q9W3R1_DROME
OG0008155	XP_012244414.1, XP_012244412.1	tr|O76462|O76462_DROME
OG0008156	XP_012244323.1, XP_012244321.1, XP_012244322.1, XP_012244324.1, XP_012244325.1	tr|Q9W0R3|Q9W0R3_DROME
OG0008157	XP_012243720.1	sp|Q9VJ33|NEDD8_DROME
OG0008158	XP_012243488.1	tr|Q9V3Z4|Q9V3Z4_DROME
OG0008161	XP_012243092.1	tr|A8E6W0|A8E6W0_DROME
OG0008162	XP_012243083.1	tr|Q9W4U2|Q9W4U2_DROME
OG0008163	XP_012242958.1	sp|Q7K175|HENMT_DROME
OG0008164	XP_012242925.1	tr|Q9W3K3|Q9W3K3_DROME
OG0008165	XP_003490735.1, XP_012242759.1	sp|O44342|WBL_DROME
OG0008166	XP_012242594.1, XP_003490673.1	tr|A1ZAP1|A1ZAP1_DROME
OG0008167	XP_003490327.1, XP_012242217.1	tr|Q8SYU5|Q8SYU5_DROME, tr|Q9I7K8|Q9I7K8_DROME, tr|A8JQV1|A8JQV1_DROME, tr|Q9I7L0|Q9I7L0_DROME, tr|Q9I7L1|Q9I7L1_DROME, tr|Q9I7K7|Q9I7K7_DROME, tr|Q9VHZ8|Q9VHZ8_DROME, tr|Q9VGU4|Q9VGU4_DROME, tr|Q9VGU7|Q9VGU7_DROME, tr|A0A0B4KGD9|A0A0B4KGD9_DROME, tr|Q9VHZ9|Q9VHZ9_DROME, tr|Q9VI00|Q9VI00_DROME, tr|Q9VI53|Q9VI53_DROME
OG0008168	XP_012242199.1, XP_012242198.1, XP_012242200.1	sp|Q9VI74|SHQ1_DROME
OG0008169	XP_012242187.1	sp|Q9W3C1|NAT10_DROME
OG0008170	XP_003490218.1, XP_003490219.1, XP_012242051.1	tr|Q9VDC9|Q9VDC9_DROME
OG0008171	XP_012242001.1	tr|Q9VMV7|Q9VMV7_DROME
OG0008172	XP_003490065.1, XP_012241924.1	sp|A1ZAW5|ICLN_DROME
OG0008173	XP_012241547.1, XP_003489947.1, XP_012241548.1	tr|Q29QQ9|Q29QQ9_DROME
OG0008174	XP_012241308.1, XP_012241309.1, XP_003489695.1	tr|Q9W196|Q9W196_DROME
OG0008175	XP_003489317.1, XP_012240837.1	tr|Q9VX56|Q9VX56_DROME
OG0008176	XP_003489424.1, XP_012240744.1	tr|Q9VAJ0|Q9VAJ0_DROME
