Orthogroup	bombus	mouse
OG0002777	XP_003488506.1, XP_012239477.1, XP_012239478.1	EDL10032.1, BAC38600.1, NP_001347810.1, AAH40284.1, EDL10030.1, EDL10033.1, EDL10031.1, BAA86392.1, sp|Q8CGF7.2|TCRG1_MOUSE, BAE40341.1, NP_001034563.1, EDL10029.1, XP_006526175.1, XP_006526174.1, XP_006526173.1, XP_006526176.1, NP_001276455.1, XP_030106405.1, AAH39185.1
OG0002778	XP_012238765.1	sp|Q9QZV9.2|NXT1_MOUSE, AAD54943.2, NP_062735.4, BAE40254.1, AAH23672.1, BAB22670.1, EDL28536.1, NP_001103629.1, EDL28535.1, AAH68166.2, NP_001154902.1, AAI18504.1, EDL14754.1, XP_030107191.1, EDL14753.1, sp|Q3UNA4.1|NXT2_MOUSE, BAE25843.1, NP_766370.2, NP_001277462.1, AAH64727.1, NP_001277461.1, BAC27701.1, AAH94570.2, XP_030107190.1
OG0002779	XP_003487961.1, XP_012238619.1, XP_012238617.1	sp|Q9Z2M7.1|PMM2_MOUSE, AAH46325.1, BAE22311.1, NP_058577.1, AAH94448.1, AAD02276.1, BAE26415.1, BAB23798.1, EDK97294.1, BAE28741.1, BAB22722.1, EDK97295.1, NP_001349414.1, BAB22411.1, XP_006522423.1, BAE39178.1, AAB62943.1, NP_038900.1, BAB23425.1, EDL04544.1, sp|O35621.1|PMM1_MOUSE
OG0002780	XP_012238304.1, XP_012238305.1	BAC98068.2, AAI58074.1, NP_694804.3, AAI72105.1, NP_835179.1, AAI57949.1, NP_001192155.1, XP_036009858.1, EDL11182.1, NP_001359282.1, sp|Q6ZQ08.2|CNOT1_MOUSE, XP_036009857.1, NP_001359280.1, XP_006530935.1, XP_006530934.1, XP_006530933.1
OG0002781	XP_012236940.1, XP_003486857.1	BAC39050.1, BAE29820.1, BAE30438.1, BAE30506.1, BAE30570.1, AAH54811.1, NP_032124.1, BAE30611.1, BAE27061.1, BAB22235.1, EDL13662.1, BAC33734.1, BAE20953.1, BAE26630.1, AAA86719.1, sp|P62774.2|MTPN_MOUSE, BAC25707.1, BAE27198.1, AAH43084.1, BAE30116.1, BAE31088.1, pdb|2KXP|C, BAE30153.1
OG0002782	XP_003486695.1, XP_012236719.1, XP_012236714.1, XP_003486698.1	sp|Q91WA9.2|ABCG4_MOUSE, AAO13805.1, NP_620405.3, AAL57369.1, CAD19779.2, AAH16200.2, AAK91781.1, XP_011240723.1, AAN31516.1, AAN03012.1, AAI19472.1, AAB47738.1, AAK27442.1, sp|Q64343.1|ABCG1_MOUSE, CAA88636.1, NP_033723.1, EDL40378.1
OG0002783	XP_012236370.1	pdb|7AQK|g, sp|Q9CPW4.3|ARPC5_MOUSE, BAE38972.1, BAB27558.1, BAB30864.1, AAH60143.1, BAB27911.1, BAE38681.1, BAE39923.1, NP_080645.2, BAE35084.1, BAE38714.1, BAE35332.1, BAE29064.1, BAE40786.1, BAE35058.1, BAB31570.1, BAE40212.1, BAE31095.1, BAE31852.1, BAE30585.1, BAC39870.1, BAE30583.1, BAE29782.1, BAE29565.1
OG0002784	XP_003486407.1, XP_012236222.1	NP_001395746.1, NP_001395748.1, XP_006515127.1, XP_036013199.1, BAC65634.1, NP_001395754.1, NP_001395753.1, BAE21613.1, NP_001395750.1, NP_001395751.1, NP_001395749.1, NP_001395744.1, NP_001395745.1, NP_001395747.1, AAH56394.1, NP_001014973.3, sp|Q6PHS6.1|SNX13_MOUSE, AAH67201.1, NP_001395752.1, BAE32577.1, EDL36865.1, EDL36864.1
OG0002785	XP_012236131.1, XP_003486351.1	pdb|2RS7|A, pdb|1UIL|A, BAE41336.1, AAC05301.1, AAH33911.1, BAB28848.1, AAH89159.1, BAE24846.1, EDL39436.1, sp|O70133.2|DHX9_MOUSE, AAC05725.1, NP_001392438.1, EDL39437.1, XP_030102263.1, BAE41006.1, NP_031868.2
OG0002786	XP_012248722.1, XP_012248726.1, XP_012248719.1, XP_003485435.1	XP_011243240.1, XP_036014314.1, XP_006518549.1, QAX24916.1, sp|Q9Z1L5.1|CA2D3_MOUSE, NP_033915.1, CAA09423.1, EDL24740.1, XP_030103476.1, EDK99607.1, NP_001028554.3, XP_030111312.1, NP_001349143.1, BAE23507.1, AAI41092.1, NP_001334356.2, DAA05529.1, sp|Q5RJF7.1|CA2D4_MOUSE, NP_001391287.1
OG0002787	XP_012244799.1, XP_012244792.1	sp|P61213.1|ARL4A_MOUSE, EDL36831.1, BAC33388.1, BAE40483.1, EDL36830.1, NP_031513.1, EDL36832.1, CAA73157.1, NP_001034604.1, AAH29234.1, BAB24505.1, AAB18812.1, BAE41439.1, AAH55769.1, EDL40107.1, BAC37882.1, BAC37900.1, CAF22225.1, AAH49804.1, NP_796279.2, sp|P61208.1|ARL4C_MOUSE, BAC38004.1
OG0002788	XP_003484619.1, XP_012238216.1	EDL16880.1, BAB31956.1, BAE33770.1, XP_030106401.1, BAC27287.1, BAC32154.1, sp|Q9JLY0.2|SOCS6_MOUSE, BAC26074.1, XP_011245391.1, NP_061291.2, BAE24930.1, XP_011245392.1, BAC26055.1, AAH17597.1, EDL00645.1, XP_006526576.1, AAH94443.1, EDL00646.1, AAF28872.1, AAH85245.1
OG0002789	XP_003491091.1	NP_084024.1, BAC34362.1, sp|Q8R1E7.1|TM234_MOUSE, NP_001355184.1, NP_001355185.1, BAB30394.1, EDL30179.1, EDL30178.1, EDL30177.1, EDL30180.1, NP_001355186.1, AAH24696.1, EDL30176.1, XP_030109744.1, BAB27265.1, NP_001355187.1, XP_030109747.1, XP_030109746.1, XP_030109745.1, NP_001355188.1, XP_030109748.1, NP_001355189.1, XP_030109749.1, XP_030109750.1, XP_030109751.1
OG0002790	XP_003490609.1	BAE40850.1, AAH06016.1, BAE39706.1, NP_058063.2, EDL28971.1, BAE38654.1, BAE36850.1, AAB97466.1, BAE35219.1, BAE35007.1, BAE31859.1, BAE40314.1, BAE40700.1, sp|O55022.4|PGRC1_MOUSE, BAE34817.1, EDL35158.1, EDL35159.1, NP_081834.1, CAE11576.1, EDL35160.1, sp|Q80UU9.2|PGRC2_MOUSE, AAH44759.1
OG0002791	XP_003490127.1	EDL07538.1, AAC15084.1, NP_001291648.1, BAE28757.1, BAE39561.1, BAE34561.1, BAE36847.1, AAH87882.1, BAB27538.1, BAB22481.1, BAE40013.1, EDL07537.1, NP_033855.2, BAE40023.1, AAH89574.1, BAE40459.1, sp|Q9CQQ7.1|AT5F1_MOUSE, BAE39677.1, BAE40916.1
OG0002792	XP_003489681.1	EDK97584.1, BAE35250.1, BAE35395.1, BAE40100.1, BAE39916.1, BAE39985.1, NP_598862.1, BAE39806.1, AAH24830.1, BAE34814.1, AAH21508.1, AAH27822.1, AAH31128.1, EDK97585.1, AAH27767.1, sp|Q8VDM4.1|PSMD2_MOUSE, BAE39042.1, AAH28851.1, XP_030104899.1, BAE30528.1, BAE30871.1, BAE29506.1, BAE39428.1, AAH27388.1, BAE35347.1
OG0002793	XP_003489442.1	XP_006506198.1, XP_006506197.1, BAC39457.1, BAE25631.1, AAC78805.1, NP_035527.3, sp|Q9Z2J0.2|S23A1_MOUSE, AAH13528.1, EDK97135.1, BAE38187.1, BAA90751.1, XP_036018291.1, NP_061294.2, AAH50823.1, EDL28341.1, sp|Q9EPR4.2|S23A2_MOUSE, XP_011238000.1, XP_006499970.1, XP_030107742.1, NP_001342359.1, XP_006499969.1, AAG02252.1
OG0002794	XP_003489049.1	NP_038838.1, BAE24466.1, AAC52640.1, EDL40556.1, BAE31953.1, BAC32592.1, AAH46430.1, EDL40555.1, BAE40714.1, BAE25201.1, BAE31033.1, BAE30108.1, BAC37118.1, BAE27532.1, BAE35535.1, BAE43024.1, NP_001139781.1, BAC35528.1, BAE22028.1, XP_036012173.1, AAM28340.1, BAE22160.1, NP_001139780.1, sp|Q62418.2|DBNL_MOUSE, EDL40554.1
OG0002795	XP_003488773.1	BAB31702.1, AAI15674.1, EDL19519.1, BAE40167.1, BAB27368.1, sp|P14131.4|RS16_MOUSE, BAB27062.1, BAC40341.1, BAE41081.1, pdb|7CPU|SQ, BAC40524.1, pdb|7LS1|y2, BAE29871.1, pdb|7LS2|y2, AAI15675.1, NP_038675.2, BAB27083.1, EDL24144.1, pdb|7CPV|SQ, BAC39077.1
OG0002796	XP_003487849.1	BAE22560.1, CAA44712.1, BAE27628.1, NP_033392.1, BAE22470.1, BAE26295.1, BAE28650.1, EDL35807.1, BAE22473.1, NP_001297576.1, NP_001171222.1, NP_034416.3, sp|Q9Z2S7.2|T22D3_MOUSE, XP_036017713.1, EDL23931.1, AAH28813.1, AAG41221.1, BAE25761.1, AAD01789.1, BAC38897.1
OG0002797	XP_003487710.1	AAH16898.1, BAE33417.1, sp|Q91W50.1|CSDE1_MOUSE, BAE27372.1, AAH62097.1, NP_659150.1, EDL07606.1, BAC65675.1, EDL07605.1, XP_006501461.1, XP_006501460.1, AAH29688.1, BAE27606.1, BAE30641.1, BAE30839.1, BAE31796.1, BAE30568.1, AAH31404.1, BAE26763.1, AAH24826.1, BAE34939.1, NP_001155326.1, BAE32354.1, BAE35437.1, BAE31288.1
OG0002798	XP_003487490.1	AAI38571.1, EDL30202.1, AAI38569.1, sp|Q60972.5|RBBP4_MOUSE, NP_033056.2, BAE35566.1, BAE27646.1, prf||2201425B, AAC52276.1, BAE26487.1, BAE22743.1, BAE26567.1, AAH03785.1, BAE26833.1, BAE28678.1, NP_033057.3, BAE22826.1, BAE22658.1, BAE27517.1, sp|Q60973.1|RBBP7_MOUSE, BAE27573.1, BAC36122.1, BAE32251.1
OG0002799	XP_003487364.1	NP_598768.1, BAC36046.1, BAE20715.1, AAH19860.1, AAH13522.1, EDL31950.1, BAE39909.1, AAH21952.1, BAE20925.1, sp|Q91WS0.1|CISD1_MOUSE, BAE20814.1, BAB23237.1, BAB23868.1, NP_080178.1, AAH58279.1, BAB22814.1, EDL12158.1, sp|Q9CQB5.1|CISD2_MOUSE, EDL12157.1, CAJ44265.1
OG0002800	XP_003487177.1	AAH57662.1, BAE40650.1, NP_035317.1, BAC35937.1, BAB22385.1, sp|P70195.1|PSB7_MOUSE, BAA22857.1, CAA71824.1, BAB29085.1, BAC40251.1, BAB28354.1, BAC40556.1, BAA12017.1, EDL26822.1, AAH49230.1, pdb|3UNB|V, pdb|3UNE|j, pdb|3UNB|H, pdb|3UNB|j, pdb|3UNB|x, pdb|3UNE|H, pdb|3UNE|V, pdb|3UNE|x
OG0002801	XP_003486920.1	sp|Q6NXH8.1|MET25_MOUSE, AAH67068.1, NP_997405.3, EDL21681.1, BAE25973.1, XP_011241714.1, XP_011241713.1, XP_017169392.1, XP_030100899.1, XP_030100898.1, XP_036011650.1, XP_030100897.1, NP_001346569.1, NP_001346571.1, XP_030100895.1, XP_017169393.1, XP_011241716.1, XP_030100892.1, XP_030100893.1, XP_030100891.1, XP_036011648.1, XP_036011649.1
OG0002802	XP_003486763.1	BAB22528.1, sp|Q9CYY7.2|PLD3B_MOUSE, NP_079807.1, AAH04775.1, EDL06684.1, AAH26968.1, BAB25731.1, BAE29750.1, EDL06683.1, AAH19561.1, sp|Q8VE85.1|PLD3A_MOUSE, XP_006525960.1, EDL09645.1, BAE25314.1, EDL09646.1, NP_659116.1, XP_006525959.1, XP_006525958.1, EDL09642.1, EDL09644.1, EDL09643.1
OG0002803	XP_003486534.1	BAE30994.1, EDL24233.1, AAH96413.1, pdb|7LS1|j2, BAB28386.1, CAA51758.1, pdb|7LS2|j2, BAE40142.1, BAB29243.1, BAE40466.1, pdb|7CPV|Lp, BAE27680.1, EDL00290.1, pdb|6SWA|n, BAB22825.1, EDL06194.1, BAB28742.1, BAB28213.1, sp|P61514.2|RL37A_MOUSE, NP_033110.1, BAB27748.1, EDL00289.1, BAE38871.1, pdb|7CPU|Lp, BAB28239.1
OG0002804	XP_003485718.1	NP_083781.2, XP_030099566.1, BAC38169.1, AAH27301.1, BAC38723.1, BAC36770.1, NP_001116292.1, EDL32875.1, sp|Q8R2R9.1|AP3M2_MOUSE, EDL32877.1, CAR81022.1, CBX84500.1, BAE22219.1, AAH30484.1, CAR81019.1, AAH24595.1, AAF63512.1, CBX84497.1, EDL01480.1, AAH90983.1, XP_006519355.1, XP_006519356.1, sp|Q9JKC8.1|AP3M1_MOUSE, NP_061299.3
OG0002805	XP_003485546.1	BAB28183.1, BAB22170.1, BDI02936.1, CAA79308.1, BAE40055.1, CAJ18481.1, BAE40460.1, BAB22095.1, sp|P09671.3|SODM_MOUSE, EDL02018.1, BAE22531.1, BAE39593.1, BAE30903.1, NP_038699.2, AAH10548.1, CAA28645.1, AAB60902.1, AAH18173.1
OG0002806	XP_003485539.1	BAE30875.1, BAE30779.1, NP_789830.1, sp|Q8BGG7.1|UBS3B_MOUSE, BAC29178.1, BAD06450.1, BAE32688.1, AAH53436.1, BAE21945.1, BAC28714.1, XP_006510699.1, XP_006510695.1, XP_017169101.1, NP_001344341.1, BAC25403.1, EDL25529.1, XP_030100498.1, pdb|2IKQ|B, pdb|2IKQ|M, pdb|2IKQ|A, pdb|3MBK|A, pdb|3MBK|B, pdb|2H0Q|C, pdb|2H0Q|A, pdb|2H0Q|B
OG0002807	XP_003485364.1	EDL19768.1, pdb|3FGT|A, pdb|3FGR|A, EDL19769.1, BAC32923.1, NP_076114.2, BAE41924.1, EDL19767.1, BAE37687.1, AAG44101.1, BAE41761.1, BAB23709.1, XP_030110675.1, pdb|3FGT|B, pdb|3FGR|B, pdb|3FBX|A, pdb|3FGW|A, BAC26858.1, BAC28089.1, sp|Q3TCN2.2|PLBL2_MOUSE, BAC31595.1, AAH48826.1, BAC31160.1, AAH38605.1, AAH26395.1
OG0002808	XP_003485262.1	pdb|5NZV|N, pdb|5NZT|D, pdb|5NZR|D, pdb|5A1X|Q, pdb|5NZU|D, AAH33387.1, BAC26007.1, AAH17124.1, AAH34754.1, pdb|5A1Y|H, pdb|5A1U|H, pdb|5A1V|Y, pdb|5A1V|H, EDL25614.1, sp|Q5XJY5.2|COPD_MOUSE, pdb|5A1W|H, NP_666097.3, pdb|5NZS|D, pdb|5NZV|D, pdb|5NZT|I, pdb|5A1X|P, pdb|5A1X|H, AAH23728.1, pdb|5A1Y|P, pdb|5A1V|P
OG0002809	XP_003484734.1	EDL04560.1, AAB60517.1, EDL04562.1, AAH52862.1, BAC40559.1, BAE27347.1, NP_001139646.1, NP_035371.4, AAH14855.1, AAH66213.1, AAH71200.1, sp|P46061.2|RAGP1_MOUSE, BAE35154.1, BAE34767.1, AAA17681.1, pdb|1KPS|D, pdb|1KPS|B, BAE21919.1, BAE26449.1, EDL04561.1, BAC98262.1, NP_001345551.1, BAB23979.1
OG0002920	XP_012248900.1, XP_033180378.1, XP_003494703.1	sp|Q3TXX4.2|VGLU1_MOUSE, EDL22816.1, BAE34790.1, NP_892038.2, NP_892004.1, sp|Q8BFU8.1|VGLU3_MOUSE, EDL21503.1, AAH42593.1, AAN74643.1, AAH38375.1, AAL08941.1, sp|Q8BLE7.1|VGLU2_MOUSE, BAC32349.1, NP_543129.3, EDL21893.1, NP_001342079.1, XP_006540664.1
OG0002921	XP_033180221.1	EDL38751.1, BAC29003.1, sp|Q8BZH4.2|POGZ_MOUSE, NP_766271.2, AAH96492.1, XP_011238392.1, AAI39433.1, EDL38753.1, AAI39434.1, BAE36623.1, AAH85188.1, NP_001159420.1, EDL38752.1, AAH32176.1, BAC65570.1, XP_036018949.1, BAC27169.1, NP_001355741.1, NP_001355740.1, XP_006501425.1, XP_006501426.1
OG0002923	XP_033179877.1	BAE39161.1, BAE28692.1, BAE26587.1, BAE40749.1, BAE35689.1, AAH46616.1, BAC39095.1, BAE31720.1, BAE35088.1, BAE39267.1, EDL24542.1, BAE35529.1, BAB26846.1, BAE39769.1, BAE37764.1, sp|P56480.2|ATPB_MOUSE, BAE30540.1, BAE40537.1, BAE38829.1, NP_058054.2, BAE29691.1, BAE35331.1, BAE35911.1
OG0002924	XP_033179693.1, XP_012247440.1, XP_024227156.1, XP_003493682.2, XP_024227155.1	XP_030104230.1, NP_001342475.1, EDL04514.1, XP_006520626.1, XP_030104232.1, XP_030104231.1, EDL04515.1, XP_006520624.1, BAE31642.1, sp|Q9QWR8.2|NAGAB_MOUSE, CAA11703.1, AAL87527.1, AAC28851.1, BAC36620.1, NP_032695.3, AAH21631.1, AAL87528.1, EDL04516.1
OG0002925	XP_012243628.1, XP_033179631.1	XP_011243492.1, NP_001347538.1, EDL24913.1, XP_006519622.1, AAI13751.1, NP_081993.1, NP_001347537.1, XP_011243494.1, BAB30524.1, EDL24914.1, NP_081370.1, EDL24916.1, XP_030103853.1, AAH49632.1, sp|Q9D9T0.2|DYDC1_MOUSE, BAB24626.1, XP_017171668.1, AAQ84766.1, EDL24917.1
OG0002926	XP_033179621.1	AND76660.1, EDL16105.1, BAC29318.1, NP_001157080.1, EDL16106.1, NP_082475.3, XP_036012904.1, BAB26881.1, AAL11997.1, AAI14353.1, sp|Q91ZV7.2|PLDX1_MOUSE, BAE32144.1, XP_006534364.1, XP_006497594.1, AAL11998.1, AAH57881.1, BAB23431.1, sp|Q9DC11.1|PXDC2_MOUSE, NP_080438.2, BAE32927.1, EDL08085.1
OG0002927	XP_012249203.1, XP_033179612.1, XP_003494772.3, XP_003494771.3	NP_001366014.1, sp|Q922W5.1|P5CR1_MOUSE, BAE23915.1, AAH06727.1, NP_001335151.1, XP_036012386.1, NP_001366015.1, NP_001366018.1, NP_001366017.1, NP_001366016.1, EDL34782.1, sp|Q922Q4.1|P5CR2_MOUSE, AAH06882.1, NP_598466.1, BAE38298.1, BAE39674.1, EDL13142.1
OG0002928	AEW70336.1, XP_033179550.1, XP_012247046.1, XP_012247045.1, XP_012247044.1, XP_033179549.1, AEW70335.1	BAE36724.1, sp|P63101.1|1433Z_MOUSE, EDL08814.1, AAC53254.1, BAE39275.1, BAE27442.1, NP_001240735.1, BAC38887.1, BAA11464.1, BAE30783.1, BAE26570.1, AAH89334.1, BAE29512.1, NP_035870.1, NP_001343498.1, XP_030104387.1, NP_001240734.1, AAH50891.1
OG0002929	XP_024226863.2	BAE35450.1, BAE33496.1, BAE31945.1, BAE26348.1, BAE30592.1, BAE31138.1, BAE29653.1, EDL14322.1, EDL14324.1, NP_082449.1, CAJ18446.1, EDL14323.1, BAE30232.1, BAC40590.1, AAH12401.1, BAE30374.1, AAK38167.1, BAE31135.1, BAE25150.1, BAE31637.1, BAE29842.1, sp|Q91V04.3|TRAM1_MOUSE, BAE40550.1
OG0002930	XP_033179489.1, XP_024226746.1	pir||S54144
OG0002931	XP_033179274.1, XP_003492752.1, XP_003493117.1, XP_012246023.1	pdb|7LS1|H3, sp|P62274.2|RS29_MOUSE, NP_033119.1, AAB27429.1, pdb|7CPU|Sd, XP_036011332.1, XP_036008334.1, EDL03271.1, XP_036021558.1, EDL36629.1, pdb|7CPV|Sd, EDL33942.1, AAH51203.1, pdb|7LS2|H3, EDL10752.1, BAB22469.1, BAB28143.1
OG0002932	XP_033179177.1, XP_003492907.1, XP_003492906.1	AAH59208.1, EDL26133.1, AAI57975.1, NP_775589.1, BAE33350.1, BAC39239.1, BAF02863.1, sp|P61028.1|RAB8B_MOUSE, pdb|2FU5|D, pdb|2FU5|C, BAC37603.1, AAH19990.1, NP_075615.2, BAC36146.1, BAF02862.1, EDL10784.1, sp|P55258.2|RAB8A_MOUSE, BAC38003.1
OG0002933	XP_012246024.1, XP_033179076.1	CAA64458.1, BAB30975.1, pdb|4ZPR|B, BAE23829.1, CAA70305.1, NP_001300849.1, CAA64833.1, XP_006515541.1, CAA70306.1, XP_017170450.1, AAC52730.1, AAC53461.1, AAC53455.1, EDL36500.1, BAE29500.1, AAH26139.1, XP_036013089.1, BAC36320.1, BAC28305.1, EDL36501.1, BAC28578.1, NP_001300848.1, NP_034561.2, sp|Q61221.3|HIF1A_MOUSE
OG0002934	XP_033178820.1, XP_024226082.1, XP_003492479.1, XP_033178821.1, XP_033178819.1, XP_012245583.1, XP_033178818.1, XP_024226086.1, XP_033178822.1, XP_024226085.1, XP_033178823.1	AAC52646.1, BAA13519.1, AAA40411.1, BAE28515.1, EDL17035.1, AAH60138.1, BAA13516.1
OG0002935	XP_003492161.1, XP_033178506.1, XP_033178501.1, XP_033178504.1, XP_024225730.1, XP_024225731.1, XP_033178507.1, XP_033178502.1, XP_012245087.1, XP_033178505.1, XP_033178503.1	EDL18390.1, XP_036013976.1, XP_030103345.1, NP_001365627.1, AAH67074.1, BAC35866.1, ABI54130.1, BAD90326.1, AAL37505.1, sp|Q8VHY0.3|CSPG4_MOUSE, EDL25876.1, BAE24538.1, BAC26150.1, NP_620570.2
OG0002936	XP_033178389.1	EDL10035.1, sp|Q63955.2|PO4F3_MOUSE, AAI45942.1, NP_620395.2, AAB30579.1, pir||S41513, pir||S41511, XP_006518768.1, AAO60105.1, NP_035273.3, XP_006518769.1, sp|P17208.3|PO4F1_MOUSE, AAU13951.1, pir||S41512, AAB30578.1, sp|Q63934.1|PO4F2_MOUSE, NP_620394.2, EDL10857.1, BAC39921.1, CAA36218.1, CAA82736.1
OG0002937	XP_033177665.1, XP_003491061.1, XP_024224707.1	AAH11479.1, XP_030107251.1, sp|Q91VM3.1|WIPI4_MOUSE, XP_030107253.1, BAE26542.1, NP_001277723.1, XP_030107255.1, XP_006527722.1, XP_030107254.1, XP_006527719.1, XP_030107248.1, AAF66949.1, XP_017174050.1, XP_030107256.1, NP_001277724.1, EDL33911.1, EDL33913.1, EDL33912.1, XP_030107250.1, XP_030107252.1, NP_001277721.1, EDL33914.1, NP_758960.1
OG0002938	XP_033176581.1	BAB31942.1, AAI37875.1, NP_033142.2, XP_006497869.1, AAI37873.1, CAA37055.1, sp|Q06348.2|PRRX2_MOUSE, EDL08493.1, EDL39281.1, BAB25663.1, BAE38458.1, EDL39279.1, AAA39672.1, NP_783617.2, XP_006496766.1, AAH92372.1, AAC52139.1, EDL39280.1, NP_001020741.1, sp|P63013.1|PRRX1_MOUSE, CAA42410.1, NP_035257.1, EDL39278.1
OG0002939	XP_012240959.1, XP_003489455.1, XP_033176573.1, XP_033176574.1, XP_033176575.1, XP_024223384.1	NP_001182428.1, XP_006502134.1, NP_001344395.1, EDL35303.1, NP_001344398.1, XP_017174936.1, BAC41418.1, NP_001344404.1, NP_001182467.1, AAI33686.1, sp|Q9JLM8.1|DCLK1_MOUSE, AAF26673.1, NP_064362.1, EDL35298.1
OG0002940	XP_012240333.1, XP_033176308.1, XP_033176309.1, XP_012240334.1	BAE22635.1, sp|D3Z4I3.1|RBM24_MOUSE, NP_001074894.1, EDL41024.1, BAE38891.1, CAA53065.1, NP_062420.2, sp|Q62176.2|RBM38_MOUSE, EDL06620.1, AAH85307.1, BAE43103.1, BAE36749.1, XP_030107752.1, XP_006499987.1, EDL06621.1, EDL06623.1, XP_030107751.1, BAE26841.1
OG0002941	XP_003488892.1, XP_033176169.1, XP_024222812.1, XP_033176170.1	XP_006518987.1, CAI38664.1, sp|P22725.2|WNT5A_MOUSE, prf||1705218B, AAA40567.1, BAC27430.1, XP_006518986.1, NP_033550.2, BAC27468.1, AAH18425.1, NP_001243153.1, XP_030103639.1, BAC29593.1, NP_001258687.1, sp|P22726.2|WNT5B_MOUSE, NP_033551.2, AAH51406.1, NP_001258686.1, NP_001397434.1
OG0002942	XP_003488692.1, XP_033176111.1	BAC65497.1, EDL11429.1, AAH39052.1, BAC34273.1, NP_001348491.1, EDL11430.1, NP_082294.1, CAF06419.1, sp|Q9CX00.1|IST1_MOUSE, AAH17605.1, BAC40200.1, EDL11428.1, XP_036010193.1, XP_017168460.1, BAB26804.1, BAE31530.1
OG0002943	XP_012239627.1, XP_003488569.1, XP_012239628.1, XP_033176042.1	XP_006516833.1, BAC35755.1, XP_036014055.1, BAB28715.1, XP_030103263.1, BAE42160.1, XP_011242647.1, XP_036014054.1, XP_036014053.1, EDL40912.1, NP_077236.1, XP_006516832.1, sp|Q99M01.1|SYFM_MOUSE, AAH02147.1, XP_030103262.1
OG0002944	XP_033175654.1	AAQ63937.1, EDL35168.1, CAE30497.1, XP_030108490.1, BAE27932.1, NP_001123656.1, NP_758507.3, CAE30496.1, NP_001123658.1, sp|Q6ZPI0.2|JADE1_MOUSE, BAC33688.1, EDL35166.1, EDL35165.1, EDL35167.1, AAH20316.1, XP_030108491.1, NP_001123657.1, BAC98255.1, XP_006500847.1, AAH26471.1
OG0002945	XP_003494279.1, XP_033175335.1, XP_033175334.1, XP_033175333.1, XP_033175337.1, XP_033175336.1, XP_033175330.1, XP_033175329.1, XP_003487467.1, XP_033175331.1, XP_033175332.1, XP_024221636.1	AAI20487.1, EDL12317.1, AAI19138.1, AAN17330.1, sp|Q8CG03.2|PDE5A_MOUSE, NP_700471.2, NP_001396722.1
OG0002946	XP_033175232.1, XP_033175231.1	AAF06160.1, NP_001346911.1, NP_001346910.1, XP_036015331.1, NP_001346913.1, XP_017172123.1, XP_036015332.1, sp|Q80ZX8.1|SPAG1_MOUSE, XP_006520139.1, NP_001346909.1, EDL08827.1, NP_036161.2, AAH46313.1, EDL08825.1, XP_006520141.1, NP_001346912.1, XP_036015334.1, BAC27944.1, AAF06161.1, EDL08826.1
OG0002947	XP_033175130.1, XP_003487207.2	EDL09613.1, EDL09611.1, BAC97940.1, BAB27527.1, NP_001347931.1, BAC38469.1, AAH21794.1, XP_011245293.1, NP_001347932.1, BAE43278.1, XP_006526260.1, EDL09614.1, XP_006526256.1, EDL09612.1, NP_001164424.1, BAB29834.1, sp|Q9D0L8.1|MCES_MOUSE, NP_080716.1
OG0002948	XP_033174819.1, XP_033174818.1, XP_033174820.1, XP_033174817.1, XP_033174816.1, XP_033174821.1	AAH80690.1, sp|Q66JZ4.1|TCAIM_MOUSE, EDL09104.1, NP_001013423.3, NP_001395863.1, EDL09103.1, NP_001395866.1, NP_001395867.1, NP_001395864.1, NP_001395865.1, NP_001395868.1, XP_017168939.1, XP_006512234.1, NP_001395869.1
OG0002950	XP_033174274.1, XP_003486019.1, XP_033174276.1	XP_006538432.1, BAB31890.2, EDL31024.1, XP_030109771.1, sp|Q9D2C9.2|SNPC3_MOUSE, XP_011248436.1, BAC33990.1, BAC27585.1, EDL31025.1, EDL31026.1, XP_036020441.1, XP_030109774.1, XP_030109776.1, XP_030109775.1, BAB27276.1, XP_030109773.1, NP_001345724.1, BAB30136.1, AAH48713.1, XP_017175944.1, NP_084225.1, XP_006538433.1
OG0002951	XP_003485888.1, XP_033180832.1, XP_012249802.1	NP_001390167.1, NP_001390166.1, NP_001390165.1, NP_001390164.1, NP_083240.2, sp|Q9D3S3.2|SNX29_MOUSE, XP_030105178.1, XP_030105180.1, XP_030105179.1, NP_001390168.1, XP_036016063.1, XP_036016064.1, EDK97350.1, BAB30596.1, AAK94018.1, NP_001277077.1, XP_006522733.1, XP_006522735.1, EDK97349.1, AAH34114.1, BAE36809.1
OG0002952	XP_012239100.1, XP_003488224.1, XP_012239098.1, XP_012239099.1, XP_024222290.1, XP_012239102.1, XP_033180820.1	sp|O35604.2|NPC1_MOUSE, BAE32486.1, BAE33230.1, BAC32127.1, XP_017173338.1, AAH54539.1, AAH52437.1, NP_032746.2, EDL01560.1, AAB63372.1, AAR97887.1, NP_997125.2, EDL40576.1, AAI31790.1, AAI31789.1, sp|Q6T3U4.1|NPCL1_MOUSE
