Orthogroup	bombus	finch	fly	mouse
OG0042375				XP_030106572.1
OG0042376				XP_030106571.1
OG0042377				XP_030106544.1
OG0042378				XP_017173507.2
OG0042379				XP_030106530.1
OG0042380				XP_030106524.1
OG0042381				XP_030106506.1
OG0042382				XP_030106505.1
OG0042383				XP_030106503.1
OG0042384				XP_030106502.1
OG0042385				XP_030106501.1
OG0042386				XP_030106483.1
OG0042387				XP_030106416.1
OG0042388				XP_030106394.1
OG0042389				XP_030106393.1
OG0042390				XP_030106392.1
OG0042391				XP_030106391.1
OG0042392				XP_030106390.1
OG0042393				XP_030106389.1
OG0042394				XP_030106388.1
OG0042395				XP_030106320.1
OG0042396				XP_030106319.1
OG0042397				XP_030106296.1
OG0042398				XP_017173340.2
OG0042399				XP_030106207.1
OG0042400				XP_030106191.1
OG0042401				XP_030106173.1
OG0042402				XP_030106136.1
OG0042403				XP_030106129.1
OG0042404				XP_030106128.1
OG0042405				XP_017173263.2
OG0042406				XP_030106042.1
OG0042407				XP_030106029.1
OG0042408				XP_030105983.1
OG0042409				XP_030105951.1
OG0042410				XP_030105896.1
OG0042411				XP_006523408.3
OG0042412				XP_030105868.1
OG0042413				XP_030105845.1
OG0042414				XP_030105842.1
OG0042415				XP_030105676.1
OG0042416				XP_030105547.1
OG0042417				XP_030105474.1
OG0042418				XP_030105459.1
OG0042419				XP_030105456.1
OG0042420				XP_030105452.1
OG0042421				XP_030105451.1
OG0042422				XP_030105450.1
OG0042423				XP_030105436.1
OG0042424				XP_030105421.1
OG0042425				XP_030105419.1
OG0042426				XP_030105364.1
OG0042427				XP_030105271.1
OG0042428				XP_030105270.1
OG0042429				XP_030105248.1
OG0042430				XP_030105239.1
OG0042431				XP_030105237.1
OG0042432				XP_030105216.1
OG0042433				XP_030105171.1
OG0042434				XP_030104985.1
OG0042435				XP_030104967.1
OG0042436				XP_030104825.1
OG0042437				XP_030104824.1
OG0042438				XP_030104821.1
OG0042439				XP_030104770.1
OG0042440				XP_030104769.1
OG0042441				XP_030104768.1
OG0042442				XP_030104766.1
OG0042443				XP_030104765.1
OG0042444				XP_030104763.1
OG0042445				XP_030104762.1
OG0042446				XP_030104741.1
OG0042447				XP_030104736.1
OG0042448				XP_030104726.1
OG0042449				XP_030104716.1
OG0042450				XP_030104712.1
OG0042451				XP_030104709.1
OG0042452				XP_030104707.1
OG0042453				XP_030104706.1
OG0042454				XP_030104705.1
OG0042455				XP_030104701.1
OG0042456				XP_030104699.1
OG0042457				XP_030104698.1
OG0042458				XP_030104696.1
OG0042459				XP_030104695.1
OG0042460				XP_030104694.1
OG0042461				XP_030104693.1
OG0042462				XP_030104692.1
OG0042463				XP_030104690.1
OG0042464				XP_030104689.1
OG0042465				XP_030104623.1
OG0042466				XP_030104565.1
OG0042467				XP_030104531.1
OG0042468				XP_030104530.1
OG0042469				XP_030104521.1
OG0042470				XP_030104516.1
OG0042471				XP_030104514.1
OG0042472				XP_030104513.1
OG0042473				XP_030104512.1
OG0042474				XP_030104511.1
OG0042475				XP_030104510.1
OG0042476				XP_030104509.1
OG0042477				XP_030104508.1
OG0042478				XP_030104507.1
OG0042479				XP_030104506.1
OG0042480				XP_030104505.1
OG0042481				XP_030104504.1
OG0042482				XP_030104503.1
OG0042483				XP_030104502.1
OG0042484				XP_030104466.1
OG0042485				XP_030104460.1
OG0042486				XP_030104459.1
OG0042487				XP_030104453.1
OG0042488				XP_030104443.1
OG0042489				XP_030104442.1
OG0042490				XP_030104441.1
OG0042491				XP_030104431.1
OG0042492				XP_030104430.1
OG0042493				XP_030104424.1
OG0042494				XP_030104361.1
OG0042495				XP_030104338.1
OG0042496				XP_030104330.1
OG0042497				XP_030104329.1
OG0042498				XP_030104328.1
OG0042499				XP_030104325.1
OG0042500				XP_030104324.1
OG0042501				XP_030104312.1
OG0042502				XP_030104281.1
OG0042503				XP_030104266.1
OG0042504				XP_030104265.1
OG0042505				XP_030104264.1
OG0042506				XP_030104262.1
OG0042507				XP_030104261.1
OG0042508				XP_030104258.1
OG0042509				XP_030104256.1
OG0042510				XP_030104255.1
OG0042511				XP_030104253.1
OG0042512				XP_030104252.1
OG0042513				XP_030104251.1
OG0042514				XP_030104248.1
OG0042515				XP_030104247.1
OG0042516				XP_030104201.1
OG0042517				XP_030104168.1
OG0042518				XP_030104121.1
OG0042519				XP_030104119.1
OG0042520				XP_030104118.1
OG0042521				XP_030104117.1
OG0042522				XP_030104101.1
OG0042523				XP_030104093.1
OG0042524				XP_030103963.1
OG0042525				XP_030103952.1
OG0042526				XP_030103945.1
OG0042527				XP_030103944.1
OG0042528				XP_030103907.1
OG0042529				XP_030103854.1
OG0042530				XP_030103852.1
OG0042531				XP_030103829.1
OG0042532				XP_030103791.1
OG0042533				XP_030103789.1
OG0042534				XP_030103788.1
OG0042535				XP_030103787.1
OG0042536				XP_030103786.1
OG0042537				XP_030103785.1
OG0042538				XP_030103784.1
OG0042539				XP_030103783.1
OG0042540				XP_030103770.1
OG0042541				XP_030103681.1
OG0042542				XP_030103680.1
OG0042543				XP_030103646.1
OG0042544				XP_030103628.1
OG0042545				XP_030103627.1
OG0042546				XP_030103626.1
OG0042547				XP_030103605.1
OG0042548				XP_030103604.1
OG0042549				XP_030103603.1
OG0042550				XP_030103581.1
OG0042551				XP_030103580.1
OG0042552				XP_030103569.1
OG0042553				XP_030103565.1
OG0042554				XP_030103563.1
OG0042555				XP_030103562.1
OG0042556				XP_030103556.1
OG0042557				XP_030103551.1
OG0042558				XP_030103550.1
OG0042559				XP_030103542.1
OG0042560				XP_030103513.1
OG0042561				XP_030103511.1
OG0042562				XP_030103509.1
OG0042563				XP_030103508.1
OG0042564				XP_030103507.1
OG0042565				XP_030103505.1
OG0042566				XP_030103482.1
OG0042567				XP_030103481.1
OG0042568				XP_030103480.1
OG0042569				XP_030103479.1
OG0042570				XP_030103478.1
OG0042571				XP_030103477.1
OG0042572				XP_030103471.1
OG0042573				XP_030103397.1
OG0042574				XP_006517866.2
OG0042575				XP_030103384.1
OG0042576				XP_030103360.1
OG0042577				XP_011242908.3
OG0042578				XP_030103341.1
OG0042579				XP_030103238.1
OG0042580				XP_030103237.1
OG0042581				XP_030103236.1
OG0042582				XP_030103235.1
OG0042583				XP_030103234.1
OG0042584				XP_030103233.1
OG0042585				XP_030103232.1
OG0042586				XP_030103231.1
OG0042587				XP_030103230.1
OG0042588				XP_030103229.1
OG0042589				XP_030103228.1
OG0042590				XP_030103227.1
OG0042591				XP_030103212.1
OG0042592				XP_030103099.1
OG0042593				XP_030103091.1
OG0042594				XP_030103031.1
OG0042595				XP_030102940.1
OG0042596				XP_030102910.1
OG0042597				XP_030102903.1
OG0042598				XP_030102894.1
OG0042599				XP_030102893.1
OG0042600				XP_030102892.1
OG0042601				XP_030102890.1
OG0042602				XP_030102878.1
OG0042603				XP_030102867.1
OG0042604				XP_030102864.1
OG0042605				XP_030102860.1
OG0042606				XP_030102631.1
OG0042607				XP_030102610.1
OG0042608				XP_030102609.1
OG0042609				XP_030102608.1
OG0042610				XP_030102603.1
OG0042611				XP_030102600.1
OG0042612				XP_030102598.1
OG0042613				XP_030102570.1
OG0042614				XP_030102477.1
OG0042615				XP_030102472.1
OG0042616				XP_030102471.1
OG0042617				XP_030102428.1
OG0042618				XP_030102425.1
OG0042619				XP_030102387.1
OG0042620				XP_030102381.1
OG0042621				XP_030102374.1
OG0042622				XP_030102369.1
OG0042623				XP_030102334.1
OG0042624				XP_030102329.1
OG0042625				XP_030102326.1
OG0042626				XP_030102317.1
OG0042627				XP_030102316.1
OG0042628				XP_030102286.1
OG0042629				XP_030102277.1
OG0042630				XP_030102224.1
OG0042631				XP_030102222.1
OG0042632				XP_030102159.1
OG0042633				XP_030102158.1
OG0042634				XP_030102157.1
OG0042635				XP_030101999.1
OG0042636				XP_030101998.1
OG0042637				XP_030101997.1
OG0042638				XP_030101993.1
OG0042639				XP_030101992.1
OG0042640				XP_030101991.1
OG0042641				XP_030101982.1
OG0042642				XP_030101962.1
OG0042643				XP_030101883.1
OG0042644				XP_030101882.1
OG0042645				XP_030101862.1
OG0042646				XP_030101861.1
OG0042647				XP_030101859.1
OG0042648				XP_006533379.2
OG0042649				XP_030101823.1
OG0042650				XP_030101786.1
OG0042651				XP_030101780.1
OG0042652				XP_030101779.1
OG0042653				XP_030101778.1
OG0042654				XP_030101752.1
OG0042655				XP_030101702.1
OG0042656				XP_017169951.2
OG0042657				XP_011247211.2
OG0042658				XP_030101662.1
OG0042659				XP_030101658.1
OG0042660				XP_030101616.1
OG0042661				XP_030101612.1
OG0042662				XP_030101582.1
OG0042663				XP_030101581.1
OG0042664				XP_030101562.1
OG0042665				XP_030101534.1
OG0042666				XP_030101530.1
OG0042667				XP_030101529.1
OG0042668				XP_030101528.1
OG0042669				XP_030101526.1
OG0042670				XP_030101525.1
OG0042671				XP_030101524.1
OG0042672				XP_030101505.1
OG0042673				XP_030101496.1
OG0042674				XP_030101495.1
OG0042675				XP_030101494.1
OG0042676				XP_030101488.1
OG0042677				XP_030101424.1
OG0042678				XP_030101421.1
OG0042679				XP_030101417.1
OG0042680				XP_030101387.1
OG0042681				XP_030101380.1
OG0042682				XP_006532210.3
OG0042683				XP_030101368.1
OG0042684				XP_030101367.1
OG0042685				XP_030101366.1
OG0042686				XP_030101365.1
OG0042687				XP_030101364.1
OG0042688				XP_030101361.1
OG0042689				XP_030101351.1
OG0042690				XP_030101347.1
OG0042691				XP_030101346.1
OG0042692				XP_030101345.1
OG0042693				XP_030101342.1
OG0042694				XP_030101326.1
OG0042695				XP_030101305.1
OG0042696				XP_030101304.1
OG0042697				XP_030101285.1
OG0042698				XP_030101273.1
OG0042699				XP_030101250.1
OG0042700				XP_030101240.1
OG0042701				XP_030101239.1
OG0042702				XP_030101238.1
OG0042703				XP_030101204.1
OG0042704				XP_030101195.1
OG0042705				XP_030101172.1
OG0042706				XP_030101171.1
OG0042707				XP_030101168.1
OG0042708				XP_030101166.1
OG0042709				XP_030101159.1
OG0042710				XP_030101083.1
OG0042711				XP_030101052.1
OG0042712				XP_030101050.1
OG0042713				XP_030101002.1
OG0042714				XP_030101000.1
OG0042715				XP_030100998.1
OG0042716				XP_030100982.1
OG0042717				XP_030100981.1
OG0042718				XP_030100957.1
OG0042719				XP_030100951.1
OG0042720				XP_030100944.1
OG0042721				XP_030100928.1
OG0042722				XP_030100923.1
OG0042723				XP_030100922.1
OG0042724				XP_030100919.1
OG0042725				XP_030100918.1
OG0042726				XP_030100914.1
OG0042727				XP_011241705.2
OG0042728				XP_030100883.1
OG0042729				XP_030100873.1
OG0042730				XP_030100842.1
OG0042731				XP_030100822.1
OG0042732				XP_030100800.1
OG0042733				XP_030100799.1
OG0042734				XP_030100778.1
OG0042735				XP_030100750.1
OG0042736				XP_030100741.1
OG0042737				XP_030100740.1
OG0042738				XP_030100739.1
OG0042739				XP_030100738.1
OG0042740				XP_030100729.1
OG0042741				XP_030100720.1
OG0042742				XP_030100714.1
OG0042743				XP_030100713.1
OG0042744				XP_030100684.1
OG0042745				XP_011237201.2
OG0042746				XP_030100313.1
OG0042747				XP_030100268.1
OG0042748				XP_030099588.1
OG0042749				XP_030099574.1
OG0042750				XP_030099529.1
OG0042751				XP_030099527.1
OG0042752				XP_030099524.1
OG0042753				XP_030099523.1
OG0042754				XP_030099522.1
OG0042755				XP_030099067.1
OG0042756				XP_030099002.1
OG0042757				XP_006529948.3
OG0042758				XP_030098751.1
OG0042759				XP_030098431.1
OG0042760				XP_030098270.1
OG0042761				XP_030098265.1
OG0042762				XP_030098264.1
OG0042763				XP_030098261.1
OG0042764				XP_030098259.1
OG0042765				XP_030111009.1
OG0042766				XP_030111007.1
OG0042767				XP_030111006.1
OG0042768				XP_030110761.1
OG0042769				XP_030110665.1
OG0042770				XP_030110664.1
OG0042771				XP_030110580.1
OG0042772				XP_030110570.1
OG0042773				XP_030110356.1
OG0042774				XP_030110303.1
OG0042775				XP_030110298.1
OG0042776				XP_030109859.1
OG0042777				XP_030109727.1
OG0042778				XP_030109723.1
OG0042779				XP_030109722.1
OG0042780				XP_030109531.1
OG0042781				XP_030109398.1
OG0042782				XP_030109370.1
OG0042783				XP_030109369.1
OG0042784				XP_030108858.1
OG0042785				XP_030108697.1
OG0042786				XP_030108695.1
OG0042787				XP_030108668.1
OG0042788				XP_030108248.1
OG0042789				XP_030108247.1
OG0042790				XP_030108092.1
OG0042791				XP_030107888.1
OG0042792				XP_030107853.1
OG0042793				XP_030107850.1
OG0042794				XP_030107849.1
OG0042795				XP_030107846.1
OG0042796				XP_030107842.1
OG0042797				XP_030107786.1
OG0042798				XP_030107563.1
OG0042799				XP_006496740.3
OG0042800				XP_030105185.1
OG0042801				XP_030105119.1
OG0042802				XP_030103330.1
OG0042803				XP_030111384.1
OG0042804				XP_030111139.1
OG0042805				XP_030111104.1
OG0042806				XP_030110486.1
OG0042807				XP_017174176.1
OG0042808				XP_017174175.1
OG0042809				XP_017174135.1
OG0042810				XP_011245948.2
OG0042811				XP_011245947.2
OG0042812				XP_017174036.1
OG0042813				XP_017173991.1
OG0042814				XP_017173928.1
OG0042815				XP_017173902.1
OG0042816				XP_017173901.1
OG0042817				XP_017173900.1
OG0042818				XP_017173899.1
OG0042819				XP_017173898.1
OG0042820				XP_017173897.1
OG0042821				XP_017173874.1
OG0042822				XP_017173860.1
OG0042823				XP_017173859.1
OG0042824				XP_017173858.1
OG0042825				XP_017173857.1
OG0042826				XP_017173856.1
OG0042827				XP_017173855.1
OG0042828				XP_017173844.1
OG0042829				XP_017173843.1
OG0042830				XP_017169230.1
OG0042831				XP_017169169.1
OG0042832				XP_017169100.1
OG0042833				XP_017169076.1
OG0042834				XP_017169027.1
OG0042835				XP_017169018.1
OG0042836				XP_017169017.1
OG0042837				XP_017169016.1
OG0042838				XP_017168916.1
OG0042839				XP_017168851.1
OG0042840				XP_017168813.1
OG0042841				XP_017168812.1
OG0042842				XP_017168811.1
OG0042843				XP_017168810.1
OG0042844				XP_017168809.1
OG0042845				XP_017168808.1
OG0042846				XP_017168803.1
OG0042847				XP_017168767.1
OG0042848				XP_017168766.1
OG0042849				XP_017168687.1
OG0042850				XP_017168617.1
OG0042851				XP_017168603.1
OG0042852				XP_017168516.1
OG0042853				XP_017168515.1
OG0042854				XP_017168513.1
OG0042855				XP_017168485.1
OG0042856				XP_017168441.1
OG0042857				XP_017168221.1
OG0042858				XP_017168139.1
OG0042859				XP_017168138.1
OG0042860				XP_017168121.1
OG0042861				XP_017168069.1
OG0042862				XP_017168042.1
OG0042863				XP_017168041.1
OG0042864				XP_017167907.1
OG0042865				XP_017167906.1
OG0042866				XP_017167905.1
OG0042867				XP_017167904.1
OG0042868				XP_017167903.1
OG0042869				XP_017167890.1
OG0042870				XP_017167802.1
OG0042871				XP_017177839.1
OG0042872				XP_017177784.1
OG0042873				XP_017177559.1
OG0042874				XP_017177538.1
OG0042875				XP_017177467.1
OG0042876				XP_017177364.1
OG0042877				XP_017177311.1
OG0042878				XP_017177130.1
OG0042879				XP_017177129.1
OG0042880				XP_017177127.1
OG0042881				XP_017177049.1
OG0042882				XP_017176964.1
OG0042883				XP_017176917.1
OG0042884				XP_017176878.1
OG0042885				XP_017176877.1
OG0042886				XP_017176851.1
OG0042887				XP_017176847.1
OG0042888				XP_017176774.1
OG0042889				XP_017176745.1
OG0042890				XP_017176708.1
OG0042891				XP_017176690.1
OG0042892				XP_017176681.1
OG0042893				XP_017176676.1
OG0042894				XP_017176612.1
OG0042895				XP_017176595.1
OG0042896				XP_017176484.1
OG0042897				XP_017176471.1
OG0042898				XP_017176470.1
OG0042899				XP_017176469.1
OG0042900				XP_017176467.1
OG0042901				XP_017176369.1
OG0042902				XP_017176288.1
OG0042903				XP_017176259.1
OG0042904				XP_017176257.1
OG0042905				XP_017176218.1
OG0042906				XP_017176175.1
OG0042907				XP_006504429.3
OG0042908				XP_017176109.1
OG0042909				XP_017176089.1
OG0042910				XP_017176062.1
OG0042911				XP_017175952.1
OG0042912				XP_017175951.1
OG0042913				XP_017175950.1
OG0042914				XP_017175949.1
OG0042915				XP_017175855.1
OG0042916				XP_017175850.1
OG0042917				XP_017175824.1
OG0042918				XP_017175822.1
OG0042919				XP_017175797.1
OG0042920				XP_017175794.1
OG0042921				XP_017175785.1
OG0042922				XP_017175683.1
OG0042923				XP_017175604.1
OG0042924				XP_011248287.2
OG0042925				XP_017175601.1
OG0042926				XP_017175600.1
OG0042927				XP_017175599.1
OG0042928				XP_017175598.1
OG0042929				XP_017175597.1
OG0042930				XP_017175596.1
OG0042931				XP_011248284.2
OG0042932				XP_017175595.1
OG0042933				XP_017175594.1
OG0042934				XP_011248281.2
OG0042935				XP_017175593.1
OG0042936				XP_017175589.1
OG0042937				XP_017175531.1
OG0042938				XP_017175511.1
OG0042939				XP_017175503.1
OG0042940				XP_017175478.1
OG0042941				XP_017175469.1
OG0042942				XP_017175461.1
OG0042943				XP_017175439.1
OG0042944				XP_017175437.1
OG0042945				XP_017175412.1
OG0042946				XP_017175304.1
OG0042947				XP_017175272.1
OG0042948				XP_017175231.1
OG0042949				XP_017175185.1
OG0042950				XP_017175163.1
OG0042951				XP_017175154.1
OG0042952				XP_017175079.1
OG0042953				XP_017175074.1
OG0042954				XP_017174951.1
OG0042955				XP_017174942.1
OG0042956				XP_017174911.1
OG0042957				XP_017174909.1
OG0042958				XP_017174907.1
OG0042959				XP_017174906.1
OG0042960				XP_017174905.1
OG0042961				XP_017174904.1
OG0042962				XP_017174874.1
OG0042963				XP_017174865.1
OG0042964				XP_017174855.1
OG0042965				XP_017174851.1
OG0042966				XP_017174850.1
OG0042967				XP_017174841.1
OG0042968				XP_017174716.1
OG0042969				XP_017174644.1
OG0042970				XP_017174641.1
OG0042971				XP_017174639.1
OG0042972				XP_017174635.1
OG0042973				XP_017174518.1
OG0042974				XP_017174517.1
OG0042975				XP_017174515.1
OG0042976				XP_017174514.1
OG0042977				XP_017174437.1
OG0042978				XP_017174412.1
OG0042979				XP_017172684.1
OG0042980				XP_017172089.1
OG0042981				XP_017172087.1
OG0042982				XP_017172086.1
OG0042983				XP_017172084.1
OG0042984				XP_017172083.1
OG0042985				XP_017172082.1
OG0042986				XP_017172022.1
OG0042987				XP_017172016.1
OG0042988				XP_017171480.1
OG0042989				XP_017171478.1
OG0042990				XP_017171465.1
OG0042991				XP_017171443.1
OG0042992				XP_017171256.1
OG0042993				XP_017171252.1
OG0042994				XP_017171243.1
OG0042995				XP_017171240.1
OG0042996				XP_017171236.1
OG0042997				XP_017171235.1
OG0042998				XP_017171233.1
OG0042999				XP_017171231.1
OG0043000				XP_017171155.1
OG0043001				XP_017171147.1
OG0043002				XP_017170815.1
OG0043003				XP_017170813.1
OG0043004				XP_017170808.1
OG0043005				XP_017170697.1
OG0043006				XP_017170556.1
OG0043007				XP_017170555.1
OG0043008				XP_017173814.1
OG0043009				XP_017173804.1
OG0043010				XP_017173779.1
OG0043011				XP_017173767.1
OG0043012				XP_017173766.1
OG0043013				XP_017173765.1
OG0043014				XP_017173763.1
OG0043015				XP_017173690.1
OG0043016				XP_017173675.1
OG0043017				XP_017173673.1
OG0043018				XP_017173672.1
OG0043019				XP_017173671.1
OG0043020				XP_017173647.1
OG0043021				XP_017173624.1
OG0043022				XP_017173616.1
OG0043023				XP_017173615.1
OG0043024				XP_017173608.1
OG0043025				XP_017173606.1
OG0043026				XP_017173605.1
OG0043027				XP_017173604.1
OG0043028				XP_017173603.1
OG0043029				XP_017173577.1
OG0043030				XP_017173548.1
OG0043031				XP_017173542.1
OG0043032				XP_017173528.1
OG0043033				XP_017173505.1
OG0043034				XP_017173490.1
OG0043035				XP_017173398.1
OG0043036				XP_017173341.1
OG0043037				XP_017173320.1
OG0043038				XP_017173234.1
OG0043039				XP_017173104.1
OG0043040				XP_017173098.1
OG0043041				XP_017173007.1
OG0043042				XP_017172968.1
OG0043043				XP_017172949.1
OG0043044				XP_017172939.1
OG0043045				XP_017172938.1
OG0043046				XP_017172863.1
OG0043047				XP_017172839.1
OG0043048				XP_017172799.1
OG0043049				XP_017172798.1
OG0043050				XP_017172796.1
OG0043051				XP_017172786.1
OG0043052				XP_017172785.1
OG0043053				XP_017172780.1
OG0043054				XP_017172565.1
OG0043055				XP_017172564.1
OG0043056				XP_017172373.1
OG0043057				XP_017172372.1
OG0043058				XP_017172356.1
OG0043059				XP_017172354.1
OG0043060				XP_017172330.1
OG0043061				XP_017172329.1
OG0043062				XP_017172328.1
OG0043063				XP_017172326.1
OG0043064				XP_017172325.1
OG0043065				XP_017172302.1
OG0043066				XP_017172298.1
OG0043067				XP_017172182.1
OG0043068				XP_017172149.1
OG0043069				XP_017172008.1
OG0043070				XP_017171990.1
OG0043071				XP_017171988.1
OG0043072				XP_017171986.1
OG0043073				XP_017171929.1
OG0043074				XP_017171847.1
OG0043075				XP_017171833.1
OG0043076				XP_006519834.3
OG0043077				XP_017171666.1
OG0043078				XP_017171609.1
OG0043079				XP_017171570.1
OG0043080				XP_017171555.1
OG0043081				XP_017171526.1
OG0043082				XP_017171492.1
OG0043083				XP_017171477.1
OG0043084				XP_017171449.1
OG0043085				XP_017171448.1
OG0043086				XP_017171447.1
OG0043087				XP_017171446.1
OG0043088				XP_017171445.1
OG0043089				XP_017171413.1
OG0043090				XP_017171410.1
OG0043091				XP_017171407.1
OG0043092				XP_017171372.1
OG0043093				XP_017171370.1
OG0043094				XP_017171369.1
OG0043095				XP_017171367.1
OG0043096				XP_017171365.1
OG0043097				XP_017171364.1
OG0043098				XP_017171363.1
OG0043099				XP_017171362.1
OG0043100				XP_017171361.1
OG0043101				XP_017171339.1
OG0043102				XP_017171334.1
OG0043103				XP_017171322.1
OG0043104				XP_017171315.1
OG0043105				XP_017171310.1
OG0043106				XP_017171309.1
OG0043107				XP_017171307.1
OG0043108				XP_017171282.1
OG0043109				XP_017171281.1
OG0043110				XP_017171160.1
OG0043111				XP_017171081.1
OG0043112				XP_017171050.1
OG0043113				XP_017171004.1
OG0043114				XP_017171003.1
OG0043115				XP_017171002.1
OG0043116				XP_017170960.1
OG0043117				XP_017170866.1
OG0043118				XP_017170805.1
OG0043119				XP_017170781.1
OG0043120				XP_017170751.1
OG0043121				XP_017170750.1
OG0043122				XP_017170665.1
OG0043123				XP_017170663.1
OG0043124				XP_017170662.1
OG0043125				XP_017170616.1
OG0043126				XP_017170615.1
OG0043127				XP_017170614.1
OG0043128				XP_017170569.1
OG0043129				XP_017170562.1
OG0043130				XP_011242390.2
OG0043131				XP_017170504.1
OG0043132				XP_017170483.1
OG0043133				XP_017170481.1
OG0043134				XP_017170438.1
OG0043135				XP_017170417.1
OG0043136				XP_017170389.1
OG0043137				XP_017170318.1
OG0043138				XP_017170244.1
OG0043139				XP_017170218.1
OG0043140				XP_017170152.1
OG0043141				XP_017170137.1
OG0043142				XP_017170136.1
OG0043143				XP_017170052.1
OG0043144				XP_017170051.1
OG0043145				XP_017169977.1
OG0043146				XP_017169950.1
OG0043147				XP_017169900.1
OG0043148				XP_017169898.1
OG0043149				XP_017169881.1
OG0043150				XP_017169807.1
OG0043151				XP_017169796.1
OG0043152				XP_017169764.1
OG0043153				XP_017169751.1
OG0043154				XP_017169739.1
OG0043155				XP_017169738.1
OG0043156				XP_017169730.1
OG0043157				XP_017169727.1
OG0043158				XP_017169726.1
OG0043159				XP_017169716.1
OG0043160				XP_017169700.1
OG0043161				XP_017169698.1
OG0043162				XP_017169697.1
OG0043163				XP_017169694.1
OG0043164				XP_017169653.1
OG0043165				XP_017169636.1
OG0043166				XP_017169526.1
OG0043167				XP_017169525.1
OG0043168				XP_017169476.1
OG0043169				XP_017169474.1
OG0043170				XP_017169470.1
OG0043171				XP_017169469.1
OG0043172				XP_017169463.1
OG0043173				XP_017169461.1
OG0043174				XP_017169442.1
OG0043175				XP_017169441.1
OG0043176				XP_017169414.1
OG0043177				XP_017169412.1
OG0043178				XP_017169384.1
OG0043179				XP_017169295.1
OG0043180				XP_017169272.1
OG0043181				XP_017168536.1
OG0043182				XP_017168457.1
OG0043183				XP_017167941.1
OG0043184				XP_017167932.1
OG0043185				XP_011246390.2
OG0043186				XP_017167859.1
OG0043187				XP_017177819.1
OG0043188				XP_017177781.1
OG0043189				XP_017177761.1
OG0043190				XP_017177752.1
OG0043191				XP_017177389.1
OG0043192				XP_017177362.1
OG0043193				XP_017176950.1
OG0043194				XP_017176510.1
OG0043195				XP_017176507.1
OG0043196				XP_017176493.1
OG0043197				XP_017176195.1
OG0043198				XP_017175999.1
OG0043199				XP_017175998.1
OG0043200				XP_017175997.1
OG0043201				XP_017175996.1
OG0043202				XP_017175995.1
OG0043203				XP_017175675.1
OG0043204				XP_017175147.1
OG0043205				XP_017175142.1
OG0043206				XP_017174702.1
OG0043207				XP_017172116.1
OG0043208				XP_017171725.1
OG0043209				XP_017170870.1
OG0043210				XP_017170837.1
OG0043211				XP_017176592.1
OG0043212				XP_011246895.1
OG0043213				XP_011246894.1
OG0043214				XP_011246888.1
OG0043215				XP_011246886.1
OG0043216				XP_011246885.1
OG0043217				XP_011246884.1
OG0043218				XP_011246883.1
OG0043219				XP_011246146.1
OG0043220				XP_011246008.1
OG0043221				XP_011245994.1
OG0043222				XP_011245975.1
OG0043223				XP_011245916.1
OG0043224				XP_011245915.1
OG0043225				XP_011245914.1
OG0043226				XP_011245913.1
OG0043227				XP_011245912.1
OG0043228				XP_011245911.1
OG0043229				XP_011245855.1
OG0043230				XP_011245798.1
OG0043231				XP_011245794.1
OG0043232				XP_011245790.1
OG0043233				XP_011245789.1
OG0043234				XP_011245747.1
OG0043235				XP_011245746.1
OG0043236				XP_011245745.1
OG0043237				XP_011245744.1
OG0043238				XP_011245743.1
OG0043239				XP_011245742.1
OG0043240				XP_011245741.1
OG0043241				XP_011245740.1
OG0043242				XP_011245739.1
OG0043243				XP_011245738.1
OG0043244				XP_011245737.1
OG0043245				XP_011245736.1
OG0043246				XP_011245735.1
OG0043247				XP_011245734.1
OG0043248				XP_011245733.1
OG0043249				XP_011245684.1
OG0043250				XP_011245451.1
OG0043251				XP_011245425.1
OG0043252				XP_006526677.2
OG0043253				XP_011245423.1
OG0043254				XP_011245421.1
OG0043255				XP_011246904.1
OG0043256				XP_011245350.1
OG0043257				XP_011245349.1
OG0043258				XP_011245346.1
OG0043259				XP_011245336.1
OG0043260				XP_011245297.1
OG0043261				XP_011245197.1
OG0043262				XP_011245157.1
OG0043263				XP_011245015.1
OG0043264				XP_006524243.2
OG0043265				XP_011244697.1
OG0043266				XP_011244683.1
OG0043267				XP_011244624.1
OG0043268				XP_011244623.1
OG0043269				XP_011244535.1
OG0043270				XP_011244534.1
OG0043271				XP_011244487.1
OG0043272				XP_011244397.1
OG0043273				XP_011244389.1
OG0043274				XP_011244387.1
OG0043275				XP_011244386.1
OG0043276				XP_011244385.1
OG0043277				XP_011244384.1
OG0043278				XP_011244383.1
OG0043279				XP_011244382.1
OG0043280				XP_011244381.1
OG0043281				XP_011244380.1
OG0043282				XP_011244379.1
OG0043283				XP_011244378.1
OG0043284				XP_011244377.1
OG0043285				XP_011244373.1
OG0043286				XP_011244270.1
OG0043287				XP_011244265.1
OG0043288				XP_006522297.2
OG0043289				XP_011244190.1
OG0043290				XP_011244128.1
OG0043291				XP_011243959.1
OG0043292				XP_011243956.1
OG0043293				XP_011243955.1
OG0043294				XP_011243954.1
OG0043295				XP_011243953.1
OG0043296				XP_011243952.1
OG0043297				XP_011243951.1
OG0043298				XP_011243940.1
OG0043299				XP_011243934.1
OG0043300				XP_011243933.1
OG0043301				XP_011243932.1
OG0043302				XP_011243931.1
OG0043303				XP_011243909.1
OG0043304				XP_011243859.1
OG0043305				XP_011243810.1
