Orthogroup	finch	fly
OG0003488	XP_002195606.2	tr|Q9VPB6|Q9VPB6_DROME
OG0003489	XP_030139239.1	tr|Q7KUC2|Q7KUC2_DROME
OG0003490	XP_002186983.1	sp|P56538|IF6_DROME
OG0003491	XP_030140669.1	sp|P48149|RS15A_DROME, sp|Q7KR04|RS15B_DROME
OG0003492	XP_030127546.3, XP_041571435.1, NP_001232570.1, ACH44029.1	sp|P46415|ADHX_DROME
OG0003493	XP_030121075.1, XP_030121077.1	tr|Q9VB05|Q9VB05_DROME
OG0003494	NP_001232424.1, ACH43896.1, XP_030147652.1, XP_030139262.1	sp|Q9VHV5|ARL8_DROME
OG0003495	XP_030141279.1, XP_030141278.3, XP_030141280.1, XP_041575239.1	sp|Q9VYA8|TNG2_DROME
OG0003496	XP_030145532.1	tr|Q9VLB7|Q9VLB7_DROME
OG0003497	NP_001232274.1, ACH43732.1	sp|Q9W445|MCTS1_DROME
OG0003498	XP_030123348.3, XP_030123349.3, XP_030139934.3, XP_030128301.3	tr|Q9VC96|Q9VC96_DROME
OG0003500	XP_012433454.1, XP_030141986.3, XP_041575213.1	tr|Q9VXU3|Q9VXU3_DROME
OG0003502	XP_030133613.1, XP_012430435.1, XP_012430436.1, XP_030133614.1, XP_041573490.1, XP_041573489.1, XP_041573488.1, XP_030133607.1, XP_030133611.1, XP_041573491.1	tr|Q8MKJ6|Q8MKJ6_DROME
OG0003503	ACI04463.1, ACH45361.1, ACH45368.1, ACH45363.1, ACH45366.1, ACH45365.1, NP_001232677.1, XP_030144617.1, ACH45367.1, ACH45364.1, ACH45362.1	sp|O01666|ATPG_DROME
OG0003504	XP_002193621.4, XP_041574388.1	tr|Q9VJQ7|Q9VJQ7_DROME
OG0003505	XP_002200636.1, XP_030124857.1, XP_030124856.1, XP_030124859.1	sp|Q95RW8|OPTIX_DROME
OG0003506	ACH45886.1, ACH45884.1, ACH45892.1, ACH45887.1, ACH45883.1, ACH45891.1, ACH45888.1, NP_001232132.1, ACH45889.1, ACH45890.1, ACH45885.1	tr|Q7JYH3|Q7JYH3_DROME
OG0003529	XP_030127436.3, XP_041571816.1, XP_012428862.4, XP_030127432.3, XP_041571815.1, XP_030127431.3	tr|A1Z863|A1Z863_DROME
OG0003538	XP_030112893.3, XP_012426683.4, XP_030112891.1, XP_030112889.3, XP_030112894.3, XP_030112892.3	tr|Q9W111|Q9W111_DROME
OG0003547	XP_041570204.1, XP_002188022.1, XP_002193339.1, XP_002187987.1	sp|P28465|WNT2_DROME
OG0003548	XP_041570073.1	tr|Q9W350|Q9W350_DROME
OG0003556	XP_041576644.1	tr|Q8INL2|Q8INL2_DROME
OG0003561	XP_030141261.3, XP_030141262.3, XP_030141263.3, XP_030141264.3	tr|Q9W2R9|Q9W2R9_DROME
OG0003573	XP_030135715.1, XP_030135710.1, XP_030135712.1, CBQ74105.1, NP_001243135.1, XP_030135714.1, XP_030135713.1	tr|Q9GU23|Q9GU23_DROME
OG0003576	XP_030112901.1, XP_030112902.1, XP_030112899.1, XP_030112900.1, XP_030112903.1, XP_030112904.1, XP_030112905.1	tr|A0A6M3Q9L5|A0A6M3Q9L5_DROME, tr|Q9W2R3|Q9W2R3_DROME
OG0003581	ACH44368.1, NP_001232189.1	tr|Q9VXR8|Q9VXR8_DROME
OG0003582	NP_001185710.1, ACH43858.1, ACH43859.1	tr|Q9VHR9|Q9VHR9_DROME, tr|Q6IHY5|Q6IHY5_DROME
OG0003652	XP_030136757.1	tr|Q9XZ28|Q9XZ28_DROME
OG0003653	XP_030126929.1, XP_004174865.1, XP_030126930.1, NP_001232303.1, ACH43754.1, ACH43756.1, XP_030130599.1, ACH43755.1	tr|Q9VWB1|Q9VWB1_DROME
OG0003654	XP_030121598.3, XP_002190590.4	sp|Q9VQN8|FIGL1_DROME
OG0003655	XP_004175008.4, XP_030140988.3, XP_030143216.1, XP_030143217.1, XP_002195701.1, XP_030143215.1, XP_030143214.1, XP_030143213.1	tr|Q9VA53|Q9VA53_DROME
OG0003656	XP_030140810.3, XP_030127377.1, XP_030127378.1	sp|Q9VZF4|FBXW7_DROME
OG0003657	XP_030124861.3	tr|A0A4P1SA55|A0A4P1SA55_DROME, tr|Q9VKE6|Q9VKE6_DROME, sp|P07190|MAL1_DROME, sp|P07191|MAL2_DROME, tr|A1Z7E8|A1Z7E8_DROME, sp|P07192|MAL3_DROME, tr|Q5U124|Q5U124_DROME, tr|A1Z7F1|A1Z7F1_DROME, tr|A1Z7F2|A1Z7F2_DROME, tr|A1Z7F3|A1Z7F3_DROME
OG0003658	XP_041576673.1, XP_030146197.1, XP_002195717.2	tr|A0A0B4KEW2|A0A0B4KEW2_DROME
OG0003659	XP_030136278.3, XP_030136276.3, XP_030136277.3, XP_030136279.3	tr|Q9V3A7|Q9V3A7_DROME
OG0003660	XP_030126436.1, XP_030126432.1, XP_030126434.1, XP_030126433.1, XP_030126435.1	sp|Q8MT36|MES4_DROME
OG0003661	XP_030120164.1, XP_030120165.1	tr|Q9VE73|Q9VE73_DROME
OG0003662	XP_030137297.3, XP_030137296.3, XP_012433727.4, XP_030137293.3, XP_030137294.3	sp|Q9W3D3|CRAG_DROME
OG0003663	XP_030114946.3, XP_030114950.3, XP_030114947.3, XP_012433219.3, XP_030114951.3, XP_032600641.1	tr|Q6AWD5|Q6AWD5_DROME
OG0003664	XP_032601327.2, XP_032601328.2	tr|Q8IP97|Q8IP97_DROME
OG0003665	XP_030140561.3	sp|Q9VWB0|TECPR_DROME
OG0003666	ACH43639.1, ACH46311.1, NP_001232068.1	sp|P48588|RS25_DROME
OG0003667	XP_004177153.3	tr|Q9W5W6|Q9W5W6_DROME
OG0003668	XP_030141368.3, XP_030141369.3, XP_030141370.3	sp|O76878|RIPL_DROME
OG0003669	ACH44107.1, ACH44108.1, NP_001232778.1	tr|Q8IRR0|Q8IRR0_DROME
OG0003670	XP_002195220.1, XP_012433778.3, XP_030142888.3	sp|O77277|TORS_DROME
OG0003671	ACH44279.1, ACH44278.1, ACH44275.1, ACH44272.1, ACH44271.1, ACH44273.1, NP_001232144.1, ACH44276.1, ACH44274.1, ACH44277.1, ACH44270.1, ACH46295.1	tr|Q9W2U8|Q9W2U8_DROME, tr|Q9VR92|Q9VR92_DROME, sp|Q9VR93|RL33_DROME
OG0003672	XP_030129260.1, XP_030129258.1, XP_030129259.1	tr|Q9W461|Q9W461_DROME
OG0003675	XP_030143364.3, XP_030143327.3, XP_012424847.4, XP_030143360.3, XP_030143281.3	sp|P00967|PUR2_DROME
OG0003676	XP_041572074.1, XP_002190781.1	tr|Q9VX94|Q9VX94_DROME
OG0003677	XP_041572579.1, XP_012429718.1, XP_002200426.2	sp|O02194|PSN_DROME
OG0003678	XP_002197201.4	sp|Q23976|KU70_DROME
OG0003679	XP_030137971.1	tr|X2JGL7|X2JGL7_DROME
OG0003681	XP_030128099.3, XP_030128098.3, XP_030128095.3, XP_030128097.3, XP_030128094.3, XP_030128093.3, XP_030128092.3	sp|Q9W3N6|USO1_DROME
OG0003682	XP_030133618.3, XP_041573293.1, XP_041573296.1, XP_041573295.1, XP_041573288.1, XP_030133600.3, XP_030133594.3, XP_041573287.1, XP_030133610.3	sp|Q9VR91|HERC2_DROME
OG0003683	XP_030130548.1	sp|Q9VQ62|NPC2_DROME
OG0003684	XP_030122200.3, XP_030122202.3, XP_030122199.3, XP_030122201.3, XP_030138558.3	tr|Q7JV09|Q7JV09_DROME
OG0003685	XP_030137688.3	tr|A1Z7L1|A1Z7L1_DROME
OG0003686	XP_030131160.1, XP_030125179.1, XP_030125178.1, XP_030125180.1, XP_030125182.1	sp|P26675|SOS_DROME
OG0003687	NP_001232618.1, ACH44077.1, ACH46398.1, ACH46321.1, XP_032606945.1, XP_012425291.1	sp|Q9W0C7|OPI10_DROME
OG0003688	XP_012433736.1, XP_030142223.1	sp|Q9W3F7|MIGA_DROME
OG0003689	XP_030140464.3, XP_030140463.3	tr|X2J9Y4|X2J9Y4_DROME
OG0003690	XP_030137384.3, XP_030137386.3, XP_030137391.3, XP_041574363.1, XP_032606163.2, AAO61783.1, NP_001071647.1, XP_030113160.1, AAO61782.1, AAO61781.1, NP_001071646.1	sp|Q7KU24|CHD1_DROME
OG0003692	XP_002193261.1	sp|Q9U1M2|TM120_DROME
OG0003693	XP_030121063.1	tr|A1Z7C1|A1Z7C1_DROME
OG0003694	XP_030121848.1, XP_030121845.1, XP_030121846.1	tr|Q9VZE5|Q9VZE5_DROME, sp|P54356|TSG_DROME, tr|Q9W494|Q9W494_DROME
OG0003695	XP_030113489.3, XP_002189174.5, XP_030138300.3, XP_030138297.3	tr|Q9VNC7|Q9VNC7_DROME, tr|M9PI37|M9PI37_DROME
OG0003696	XP_030144497.3, XP_030144498.3, XP_004175454.4, XP_030144495.3	tr|Q9VF04|Q9VF04_DROME, sp|Q24472|RBF_DROME
OG0003697	XP_030119060.3, XP_030119061.3, XP_030147996.1, XP_030147995.1, XP_032609012.1	tr|A0A0B4K7Y4|A0A0B4K7Y4_DROME
OG0003698	XP_002198907.2, XP_030122338.1, XP_030122337.1, XP_030125863.3, XP_030125862.3	sp|Q9VQS6|DRM_DROME
OG0003699	XP_041576630.1, XP_041576626.1, XP_041576627.1, XP_041576629.1, XP_041576631.1, XP_041576628.1	sp|Q9VHA0|SCM_DROME
OG0003700	XP_030131035.3, XP_012425266.4, XP_030131028.3	sp|Q9VDV3|NUP58_DROME
OG0003701	XP_030141485.3, XP_030129547.3	sp|Q23985|DTX_DROME
OG0003702	XP_030113604.3, XP_030113602.3, XP_030113606.3, XP_030113605.3	tr|A0A0B4KEU2|A0A0B4KEU2_DROME
OG0003703	XP_012428583.1, XP_030128671.1, XP_041572136.1, XP_041572137.1, XP_002198912.1	tr|Q7JYX5|Q7JYX5_DROME
OG0003704	XP_012430520.3, XP_030133866.3, XP_002196985.3	tr|Q95RV5|Q95RV5_DROME
OG0003705	XP_041572625.1, XP_002191257.4, XP_030128707.3, XP_032604298.2, XP_041571698.1, XP_030127022.1	tr|Q8MLR7|Q8MLR7_DROME
OG0003706	XP_002190104.2, XP_030115014.1, XP_030115015.1, XP_002193584.2, XP_002190783.1	sp|P10627|TWIST_DROME
OG0003707	NP_001232221.1, ACH44406.1, XP_041568512.1, XP_030118500.3, XP_041568513.1, XP_041568511.1	sp|Q9VCG2|OPA31_DROME, tr|Q0KI22|Q0KI22_DROME, sp|Q9VCG3|OPA32_DROME
OG0003708	XP_041576961.1, XP_012431676.4, XP_002198252.2	tr|Q961C8|Q961C8_DROME
OG0003709	XP_002198415.3, XP_030125407.3, XP_030125406.3, XP_041571127.1	tr|Q9VJ64|Q9VJ64_DROME
OG0003710	XP_030136832.1, XP_030136833.1	tr|Q9W3J1|Q9W3J1_DROME
OG0003711	XP_002198621.3, XP_030137081.3, XP_030137082.3	tr|Q95U34|Q95U34_DROME
OG0003712	XP_030121266.3, XP_030138238.3, XP_030138237.3	sp|Q9VJ07|PHLPP_DROME
OG0003713	XP_004175400.4, XP_030139483.1, XP_030139484.1, XP_030139485.1	tr|A1ZAU6|A1ZAU6_DROME, tr|Q7KTU3|Q7KTU3_DROME
OG0003714	XP_030124390.1, XP_030124389.1, XP_030124393.1, XP_030124391.1, XP_030124392.1, XP_030124394.1, XP_030124395.1	tr|Q9VWE7|Q9VWE7_DROME
OG0003715	XP_030133660.3, XP_002193359.3, XP_041570481.1, XP_041570479.1, XP_041570480.1, XP_041570476.1, XP_041570475.1, XP_041570478.1, XP_041570477.1, XP_041570474.1	tr|Q9W326|Q9W326_DROME
OG0003716	XP_002188011.2, XP_012425434.1	sp|P18431|SGG_DROME, sp|P83101|GSK3H_DROME
OG0003717	XP_004176649.3	sp|Q9V447|KRH2_DROME
OG0003718	XP_032600377.2, XP_030113905.3, XP_030113909.3, XP_030113904.3, XP_030113906.3, XP_041567199.1	tr|Q6NNB2|Q6NNB2_DROME
OG0003719	XP_030144903.1, XP_002189124.1	tr|M9PFR2|M9PFR2_DROME
OG0003720	XP_002190476.1	sp|P17719|DYR_DROME
OG0003721	ACH43871.1, ACH43869.1, ACH43870.1, NP_001232394.1	sp|P49630|RL36_DROME
OG0003722	XP_030113167.1, XP_030113176.1, XP_030113185.1, XP_030147872.1, XP_002190107.4	sp|Q9VPB1|ST7_DROME
OG0003723	XP_030128280.3	sp|Q9V8W3|RABEP_DROME
OG0003724	XP_041576665.1, XP_030125453.3, XP_030125443.3, XP_002192745.2, XP_012428175.3, XP_012428174.2	sp|Q9W1K5|SESN_DROME
OG0003725	ACH43688.1, NP_001232193.1	tr|Q9XZ19|Q9XZ19_DROME
OG0003726	XP_030127526.3, XP_030127528.3, XP_041571849.1, XP_012428863.4, XP_030127525.3, XP_032604078.2, XP_030127530.3, XP_030127529.3	tr|Q9VMY5|Q9VMY5_DROME
OG0003727	XP_030129185.3	tr|P91659|P91659_DROME, tr|Q9V9U2|Q9V9U2_DROME, tr|Q9V9U1|Q9V9U1_DROME, tr|Q8IN99|Q8IN99_DROME, tr|Q9VLR8|Q9VLR8_DROME, tr|Q8IPY0|Q8IPY0_DROME, tr|Q9VQ85|Q9VQ85_DROME, tr|Q9VGP3|Q9VGP3_DROME, tr|Q9W3R0|Q9W3R0_DROME, tr|Q9VBK1|Q9VBK1_DROME
OG0003728	XP_032600790.2	tr|Q8INP9|Q8INP9_DROME
OG0003730	XP_041567395.1, XP_030114942.1, XP_030114943.1, XP_032600568.1, XP_032600569.1	tr|Q86BI3|Q86BI3_DROME
OG0003731	XP_041575927.1, NP_001232512.1, ACH43682.1, XP_030141177.2	sp|Q9VXK0|NIPSN_DROME
OG0003732	XP_030115528.3, XP_002187819.4	sp|Q9VK07|UVRAG_DROME
OG0003733	ACH44123.1, ACH44124.1, NP_001155292.1, XP_032600678.1, ACH44125.1, XP_002196339.1	tr|Q9VUR4|Q9VUR4_DROME
OG0003734	XP_032605063.2, XP_030132086.3, XP_032605064.2	tr|Q9VB73|Q9VB73_DROME
OG0003735	ACH44164.1, sp|B5FYQ0.1|ARL3_TAEGU, ACH44161.1	tr|Q9VD64|Q9VD64_DROME
OG0003736	NP_001232588.1, ACH44049.1	sp|P13008|RS26_DROME
OG0003737	XP_012427521.4, XP_032606397.1, XP_032606400.1, XP_032606399.1, XP_032606398.1	sp|O77051|E2F2_DROME
OG0003738	XP_032602552.2	tr|Q9VI05|Q9VI05_DROME, sp|Q9VWG0|SHAWN_DROME, tr|Q8IQW4|Q8IQW4_DROME
OG0003739	XP_012432856.1, XP_002192477.1, ACH43989.1, NP_001232516.1, ACH43990.1, ACH43988.1, XP_030112807.1, XP_041566911.1	tr|Q9VH66|Q9VH66_DROME
OG0003740	XP_030140946.1	sp|Q9W328|LST8_DROME
OG0003741	XP_041568973.1	sp|Q9VZS5|RL28_DROME
OG0003745	XP_030122471.3, XP_030122479.3, XP_030146266.1, XP_030123362.1, XP_030123361.1	tr|A0A4P7VA97|A0A4P7VA97_DROME
OG0003746	XP_041569296.1, XP_041569268.1, XP_041569302.1, XP_041569276.1, XP_030116712.3, XP_041569265.1, XP_041569281.1, XP_041569314.1, XP_041569321.1, XP_041569323.1, XP_030116756.3, XP_041569332.1	sp|Q9W0M1|CE290_DROME
OG0003747	XP_030140975.1, XP_030140973.1	sp|P08111|L2GL_DROME
OG0003748	XP_030125834.1, XP_030125835.1	sp|Q9W0H3|LDAH_DROME
OG0003749	XP_030133962.3, XP_030133963.3	tr|Q9Y114|Q9Y114_DROME
OG0003750	XP_030126805.3	sp|P35600|RFC1_DROME
OG0003751	XP_002196498.1, XP_002194815.4	sp|Q9VVW5|DUSK3_DROME
OG0003752	ACH44486.1, NP_001232659.1, ACH44487.1, ACH44488.1, XP_030136800.3	tr|Q8T0R3|Q8T0R3_DROME, tr|Q9W172|Q9W172_DROME, sp|Q9VWH4|IDH3A_DROME
OG0003754	XP_030147041.1, XP_012426290.1, XP_030147042.1, XP_030147044.1, XP_030147045.1, XP_030147043.1	tr|Q9V3C8|Q9V3C8_DROME
OG0003755	XP_030123848.1, XP_002189615.1	sp|Q9Y091|FL2D_DROME
OG0003756	XP_030133638.3, XP_041573375.1, XP_002189073.6, XP_030115417.3	sp|Q8MLL3|COQ10_DROME
OG0003759	XP_030119959.3, XP_041569743.1, XP_041569741.1, XP_030119950.3	sp|X2JAU8|NWK_DROME
OG0003760	XP_002199401.1, XP_030121271.1, XP_030138417.1	tr|Q9Y162|Q9Y162_DROME
OG0003761	XP_030132251.1, XP_030132252.1, XP_030132253.1, XP_030132250.1	sp|Q9VEK6|SUR8_DROME
OG0003763	XP_041571447.1, XP_041571448.1, NP_001170897.1, XP_041571449.1, XP_041571442.1, XP_041571446.1, XP_041571441.1, XP_041571443.1, XP_041571445.1, XP_041571444.1	tr|Q0E938|Q0E938_DROME
OG0003764	XP_032604687.2, XP_032604686.2	tr|Q9VEA2|Q9VEA2_DROME
OG0003765	XP_002197132.1, XP_041574466.1, XP_030138259.1	tr|Q9VY42|Q9VY42_DROME
OG0003766	XP_030112484.3	tr|Q0KI93|Q0KI93_DROME, tr|Q9VAT0|Q9VAT0_DROME
OG0003767	XP_041577237.1	sp|Q9VKV5|CD2B2_DROME
OG0003768	XP_041568296.1, XP_041568298.1, XP_041568297.1	sp|A1Z6L1|TO402_DROME, sp|Q9U4L6|TO401_DROME
OG0003769	XP_041574424.1, XP_032606267.2, XP_032606266.2	sp|Q9XZT6|DNK_DROME
OG0003770	XP_030128039.1, XP_030128040.1, XP_012431284.1, XP_012431280.1, XP_030139982.1, XP_030128459.1, XP_030128461.1, XP_032604257.1, XP_030128462.1, XP_032604258.1	sp|P54359|SEPT2_DROME, tr|Q7KLG8|Q7KLG8_DROME
OG0003771	ACH45815.1, ACH45813.1, NP_001232116.1, ACH45816.1, ACH45818.1, ACH45812.1, ACH45811.1, ACH45810.1, ACH45817.1, ACH45814.1	tr|Q9VQZ5|Q9VQZ5_DROME
OG0003772	NP_001232695.1, ACH44174.1	sp|Q9V998|UBL5_DROME
OG0003773	XP_030137594.3, XP_030137593.3, XP_030145701.1, ACH46206.1, ACH46222.1, ACI04468.1	tr|Q9VDI3|Q9VDI3_DROME
OG0003775	XP_012428607.2, XP_030128626.1	sp|Q9VQ79|AIFM1_DROME
OG0003776	XP_030140971.3	tr|Q9VW37|Q9VW37_DROME
OG0003777	XP_030135825.1	tr|Q9W1D1|Q9W1D1_DROME
OG0003778	NP_001232255.1, ACH44479.1, ACH44480.1, ACH44483.1, ACH44482.1, ACH44481.1, ACH44484.1	tr|Q9VR00|Q9VR00_DROME
OG0003779	NP_001232227.1, ACH44437.1, ACH44438.1	sp|Q03334|RS13_DROME
OG0003780	XP_030121247.1, XP_002189874.2	tr|Q9VH94|Q9VH94_DROME
OG0003781	XP_030142999.1	tr|Q9VV76|Q9VV76_DROME
OG0003782	sp|B5FY35.1|EIF3H_TAEGU, NP_001232560.1, ACH43946.1	sp|Q9U9Q4|EIF3H_DROME
OG0003783	XP_002199798.1, XP_041568423.1, XP_041568424.1, XP_041568422.1, AWI66600.1	sp|Q23983|SNAP_DROME
OG0003784	ACH46352.1, NP_001232774.1, ACH43812.1, NP_001232334.1	sp|Q9VA91|RS7_DROME
OG0003785	ACH45541.1, ACH45540.1, ACH45538.1, ACH45543.1, NP_001232071.1, ACH45544.1, ACH45539.1, ACH45542.1, ACH45537.1, XP_041576416.1	sp|Q9VY86|TM2D2_DROME
OG0003786	XP_002199345.1, XP_030122197.1	tr|Q7JWD6|Q7JWD6_DROME
OG0003789	XP_004174249.4	tr|Q7JUN9|Q7JUN9_DROME
OG0003790	XP_041568690.1	sp|O18640|GBLP_DROME
OG0003791	ACH44497.1, NP_001232264.1	tr|Q7KMS3|Q7KMS3_DROME
OG0003792	ACH44866.1, NP_001232451.1	tr|Q9VVF0|Q9VVF0_DROME, tr|Q9VX36|Q9VX36_DROME
OG0003793	XP_041577185.1, XP_030129683.1	sp|Q9VNA4|Y1161_DROME
OG0003794	XP_041572565.1, XP_030130178.1, XP_041572564.1, XP_041572566.1	tr|Q9VNF9|Q9VNF9_DROME, tr|Q9VFQ4|Q9VFQ4_DROME
OG0003802	XP_030134536.3, XP_030134537.1	tr|O76865|O76865_DROME
OG0003813	XP_030128477.1, XP_030128478.1, XP_041572094.1, XP_030121272.1	tr|M9PDX8|M9PDX8_DROME
OG0003815	XP_030127724.1, XP_030127725.1, XP_030127723.1, XP_041571894.1, XP_030139691.1, XP_030129888.1, XP_030129897.1, XP_030129878.1	sp|P42003|MAD_DROME
OG0003816	XP_012428846.2, XP_041571803.1, XP_032604043.1	sp|Q9VCD0|GATB_DROME
OG0003821	XP_030124245.3, XP_030124243.3, XP_030124242.3, XP_030124241.3, XP_030124240.3, XP_041571179.1, XP_030124236.3, XP_030124244.3, XP_002188733.3, XP_030124239.3, XP_012428000.3, XP_041571180.1, XP_041571176.1, XP_041571177.1, XP_041571174.1, XP_041571182.1, XP_041571181.1, XP_030124237.3, XP_041571178.1, XP_041571175.1, XP_030124235.3, XP_030124224.3, XP_012427991.4	tr|Q9VN82|Q9VN82_DROME
OG0003823	XP_041571049.1, XP_012428170.3, XP_030123565.3, XP_012428169.3, XP_030123563.3, XP_030123564.3, XP_041571046.1, XP_030123567.3, XP_030123566.3, XP_030123569.3, XP_041571048.1, XP_041571045.1, XP_041571047.1, XP_030123568.3, XP_030123561.3, XP_030123562.3	tr|Q8IR94|Q8IR94_DROME
OG0003837	XP_030120440.3, XP_030120441.3, XP_041570327.1, XP_030120442.3, XP_041570328.1, XP_030120443.3	tr|Q8IPS4|Q8IPS4_DROME
OG0003840	XP_002193570.1, XP_002197983.4	tr|Q9VRJ3|Q9VRJ3_DROME
OG0003843	XP_030119243.3, XP_030119241.3, XP_002188759.3	sp|Q7K0D8|NUP50_DROME
OG0003862	XP_030129330.3, XP_030129336.3, XP_002191357.2	tr|Q9VF34|Q9VF34_DROME, tr|Q8IRM2|Q8IRM2_DROME, tr|Q9W302|Q9W302_DROME, tr|B7Z0B2|B7Z0B2_DROME, tr|A0A0B4K7T3|A0A0B4K7T3_DROME, tr|Q95SM8|Q95SM8_DROME, tr|Q4V4U2|Q4V4U2_DROME, tr|Q9VME7|Q9VME7_DROME, tr|A1Z7G6|A1Z7G6_DROME, tr|Q7KT80|Q7KT80_DROME, tr|Q9VX04|Q9VX04_DROME, tr|Q9VW70|Q9VW70_DROME
OG0003866	XP_002186798.2, XP_032609036.1	tr|Q961L8|Q961L8_DROME, tr|A8JNW5|A8JNW5_DROME, tr|Q8IPU1|Q8IPU1_DROME
OG0003868	XP_030113357.1, XP_030112497.1, XP_030112496.1	tr|A0A0B4KG69|A0A0B4KG69_DROME
OG0003872	XP_002190434.4	tr|Q9VZP3|Q9VZP3_DROME
OG0003875	XP_002196803.3	tr|Q9W4Y0|Q9W4Y0_DROME
OG0003877	NP_001232092.1, ACH43649.1	sp|Q9Y0V3|T10B_DROME
OG0003943	XP_032601583.2	sp|Q9V3X4|BSCL2_DROME
OG0003944	XP_030112348.3, XP_041577360.1, XP_030112345.3	tr|Q9VTC1|Q9VTC1_DROME
OG0003945	XP_030128326.1, XP_030136210.1, XP_002187643.4	tr|Q7JYK2|Q7JYK2_DROME, tr|Q7K1C2|Q7K1C2_DROME, tr|A1Z739|A1Z739_DROME
OG0003946	ACH44032.1, ACH44031.1, ACH44030.1, NP_001232584.1	tr|Q8IP62|Q8IP62_DROME
OG0003947	XP_030140825.3, XP_041575170.1, XP_041575171.1, XP_030140826.3	tr|Q7KWG9|Q7KWG9_DROME
OG0003948	NP_001232548.1, ACH45075.1	sp|A1Z9A2|U587_DROME
OG0003950	XP_030140747.1, XP_032606997.1, XP_030140751.1, XP_041575011.1, XP_030140746.1, XP_030140745.1, XP_041575012.1, XP_041575010.1	sp|Q9VUB4|NPRL3_DROME
OG0003953	XP_030130171.3, XP_030130172.3	sp|Q24314|VPS18_DROME
OG0003956	XP_032599966.2	tr|A0A0B4KHZ4|A0A0B4KHZ4_DROME
OG0003957	NP_001232452.1, ACH43926.1	tr|Q9VIZ1|Q9VIZ1_DROME
OG0003958	XP_041571599.1, XP_041571598.1, XP_012429063.4	tr|Q7K0D3|Q7K0D3_DROME
OG0003959	XP_030139165.1, XP_041569448.1, XP_002192812.1, ACH44226.1, XP_002195323.1, NP_001232840.1, XP_002194987.1, XP_004175930.1, XP_041569447.1, ACH44227.1	sp|P84051|H2A_DROME, tr|Q4AB57|Q4AB57_DROME
OG0003961	XP_041566902.1, XP_041566906.1, XP_041566905.1, XP_041566904.1	tr|A0A0B4KF34|A0A0B4KF34_DROME
OG0003963	XP_041567589.1	sp|Q8T498|GAP2_DROME
OG0003965	XP_030125113.1, XP_004174515.3	tr|A0A0B4KG11|A0A0B4KG11_DROME
OG0003966	XP_002190307.4	tr|Q9W3G0|Q9W3G0_DROME
OG0003967	XP_002199319.3, XP_041571285.1	sp|Q9TVM2|XPO1_DROME
OG0003968	XP_041570125.1, XP_041570124.1	tr|A1Z6J2|A1Z6J2_DROME
OG0003969	XP_012427130.1, XP_030121040.1, XP_030121039.1	sp|P40797|PNUT_DROME
OG0003970	XP_030138340.3, XP_002191080.3	tr|Q8SX47|Q8SX47_DROME, tr|Q8INZ8|Q8INZ8_DROME, tr|Q8IGQ3|Q8IGQ3_DROME, tr|Q9VJG8|Q9VJG8_DROME
OG0003971	XP_012424687.2, XP_012428006.3, XP_030139053.3	tr|Q9VJG5|Q9VJG5_DROME
OG0003972	XP_030146285.1, XP_030128157.1, XP_030126185.1	tr|Q9W3Q0|Q9W3Q0_DROME
OG0003973	XP_041575229.1, XP_030128391.1	tr|Q9VUG1|Q9VUG1_DROME
OG0003975	XP_041568744.1	tr|Q9VCH8|Q9VCH8_DROME
OG0003976	ACH43809.1, ACH46357.1, NP_001232342.1, ACH43811.1, ACH46385.1	sp|Q9V3G1|RL8_DROME
OG0003977	XP_030120467.3, XP_030120468.3, XP_012426953.4, XP_032602547.2, XP_030120466.3, XP_030120469.3	sp|Q9VHF2|PTER_DROME
OG0003978	XP_041568107.1	tr|Q9VND0|Q9VND0_DROME, sp|P49847|TAF6_DROME
OG0003979	XP_012430301.2, XP_030134233.3	tr|Q9VMM2|Q9VMM2_DROME, tr|A2RVG6|A2RVG6_DROME
OG0003980	XP_030131155.1, XP_012429605.2, XP_004176198.1, XP_030125198.1, XP_030125199.1	tr|A1ZBH7|A1ZBH7_DROME
OG0003981	XP_041576548.1, XP_041576547.1, XP_041576549.1	sp|Q9VCC3|RT24_DROME
OG0003982	XP_002197367.3, XP_002195764.3	sp|Q4V622|CCH2R_DROME, sp|A1ZAX0|CCH1R_DROME
OG0003983	XP_030121785.3, XP_030121781.3, XP_030121780.3	sp|A1Z8X3|RTTN_DROME
OG0003985	XP_002195998.5	tr|Q8IN95|Q8IN95_DROME
OG0003986	XP_041568310.1, XP_041568307.1, XP_041568309.1, XP_041568308.1, XP_041568311.1	sp|O46080|SMG9_DROME
OG0003987	XP_012429694.1, XP_030130549.1, XP_002200567.1, XP_041572729.1, XP_041572730.1	tr|Q9VQ67|Q9VQ67_DROME
OG0003988	XP_030145076.3, XP_030145073.3, XP_041576298.1	tr|Q9W281|Q9W281_DROME
OG0003990	XP_030122824.1, XP_002197470.3, XP_030122825.1, XP_030112079.3	sp|P15348|TOP2_DROME
OG0003991	XP_041572920.1, XP_030131679.1, XP_030131678.1	sp|Q24009|BICC_DROME
OG0003993	XP_030134712.1, XP_030134713.1	sp|Q9I7K6|NASP_DROME
OG0003994	ACH46427.1, NP_001232428.1, ACH46418.1	sp|P22468|GDL_DROME
OG0003995	XP_041576570.1, XP_030131727.3	sp|P40320|METK_DROME
OG0003996	XP_032603809.1, XP_030126292.1	tr|Q9VF86|Q9VF86_DROME
