Orthogroup	finch	bombus
OG0004830	XP_002198685.1	XP_003485348.1
OG0004831	XP_030129699.3	XP_003485306.1
OG0004832	ACH43982.1, ACH46313.1, ACH43981.1, ACH43983.1, ACH46342.1, NP_001232321.1, ACH43980.1	XP_003484919.1
OG0004833	ACH45426.1, XP_030119031.1, XP_030119032.1, XP_002199789.1, XP_012424668.1	XP_003484616.1
OG0005049	XP_030113545.1, XP_002189235.2	XP_003494770.1, XP_033180422.1
OG0005050	XP_030132178.1, XP_030128404.1	XP_033180282.1, XP_012248496.1, XP_012248495.1, XP_024227733.1, XP_003494448.1, XP_003494449.1, XP_033180281.1
OG0005051	XP_030141223.1	XP_033180249.1, XP_012248608.1, XP_012248609.1
OG0005052	ACH44491.1, ACH46419.1, ACH44492.1, ACH44494.1, ACH44490.1, NP_001232261.2	XP_033180192.1, XP_012248480.1, XP_003494501.1
OG0005053	XP_012428069.2, XP_030123815.1, XP_030123822.1, XP_041569866.1, XP_041569867.1, XP_041569864.1, XP_041569865.1, XP_041569869.1, XP_041569868.1	XP_033180072.1, XP_033180071.1, XP_033180073.1, XP_033180070.1, XP_033180069.1, XP_024227485.1
OG0005054	XP_030113543.3	XP_012247789.1, XP_033179861.1, XP_012247790.1
OG0005055	XP_041568084.1	XP_033179740.1, XP_003493746.1
OG0005057	XP_041567886.1, XP_041567885.1	XP_003493452.1, XP_012247007.1, XP_033179539.1, XP_012247028.1
OG0005058	ACH43652.1, NP_001232102.1, XP_041569821.1, XP_030119824.1	XP_012246918.1, XP_012246919.1, XP_012246917.1, XP_024223221.1, XP_012246921.1, XP_012246922.2, XP_033179462.1
OG0005059	XP_030130523.1, XP_030130504.1, XP_002194459.1, XP_030123854.1, XP_030123853.1	XP_024226777.1, XP_033179442.1
OG0005060	ACH44632.1, NP_001232775.1, XP_030142915.3	XP_012246777.1, XP_033179424.1
OG0005061	XP_032601014.2	XP_033179269.1, XP_003493114.1
OG0005062	XP_030138536.3, XP_041574427.1, XP_030138534.3, XP_012425662.4	XP_003492977.1, XP_033179203.1
OG0005063	XP_030138899.3, XP_030138900.3	XP_033179186.1, XP_033179185.1, XP_003492928.1
OG0005064	XP_030122453.1, XP_012425432.1, XP_030122448.1, XP_002186631.1	XP_033178686.1, XP_003492315.1
OG0005065	XP_030127846.3, XP_030127847.3	XP_003492048.1, XP_033178529.1
OG0005066	XP_041571319.1, XP_030124766.1	XP_033178463.1, XP_033178462.1, XP_012245111.1, XP_012245110.1, XP_012245108.1, XP_033178461.1
OG0005067	XP_030125195.3, XP_030125193.3, XP_030125192.3	XP_024225593.1, XP_012244645.1, XP_033178402.1, XP_003491925.1
OG0005068	ACH44750.1, ACH44751.1, NP_001232402.1, ACH44749.1	XP_033178390.1, XP_012244747.1
OG0005069	XP_030121602.1, XP_041570590.1, XP_002192075.1	XP_033178342.1
OG0005070	XP_030126950.3	XP_033178240.1, XP_033178239.1, XP_012244440.1
OG0005071	XP_030113946.1, XP_030113945.1, XP_012433043.1	XP_012244354.1, XP_033178233.1
OG0005072	XP_030136266.1, XP_030136270.3, XP_030136265.1, XP_030136269.1, XP_030136271.1, XP_041574139.1, XP_030136267.1	XP_012244366.1, XP_033178149.1, XP_033178150.1, XP_003491700.1
OG0005074	XP_012429491.4	XP_033177894.1, XP_033177893.1, XP_012243824.1, XP_012243823.1, XP_033177891.1, XP_012243822.1, XP_033177892.1, XP_033177890.1
OG0005075	XP_030128964.1, NP_001232782.1, ACH44065.1, XP_041572235.1, ACH44064.1, NP_001232608.1	XP_033177875.1, XP_012243780.1
OG0005076	XP_002197404.4	XP_003491401.1, XP_012243883.1, XP_033177860.1, XP_012243882.1
OG0005077	XP_030141855.1	XP_003490938.1, XP_033177599.1, XP_024224592.1
OG0005078	XP_030142193.3, XP_030142194.1, XP_030142195.1	XP_012243074.1, XP_033177548.1, XP_003489604.1, XP_033176640.1
OG0005079	XP_030138455.3, XP_030138286.1, XP_030138285.1	XP_024224330.1, XP_024224331.1, XP_033177442.1, XP_003490690.1, XP_033176586.1, XP_033180807.1
OG0005080	ACH46307.1, ACH45652.1, XP_030127305.1, ACH45653.1, ACH45651.1	XP_003490682.1, XP_033177360.1
OG0005081	XP_030132108.1, XP_030132107.1	XP_033177350.1
OG0005082	XP_041567981.1	XP_033177220.1, XP_012242284.1, XP_012242286.1
OG0005083	XP_030126365.3	XP_024224109.1, XP_033177211.1
OG0005084	NP_001232539.1, ACH44009.1	XP_012241551.1, XP_033176844.1
OG0005085	XP_030142191.3	XP_033176784.1, XP_033176785.1, XP_003489846.1
OG0005086	ACU43590.1, XP_041575479.1, XP_041575478.1, XP_041575477.1	XP_012241255.1, XP_033176721.1, XP_012241256.1, XP_012241254.1, XP_012241253.1, XP_012241251.1
OG0005087	XP_030122836.3, XP_030122838.3, XP_030122839.3	XP_033176715.1, XP_024223524.1, XP_033176714.1, XP_024223526.1, XP_012241318.1, XP_024223522.1, XP_012241316.1, XP_012241315.1
OG0005088	XP_041575501.1, XP_041575502.1, XP_041575503.1	XP_003489552.1, XP_033176617.1
OG0005089	XP_030122458.1	XP_012241031.1, XP_003489460.1, XP_033176579.1
OG0005090	XP_002197483.1	XP_033176386.1, XP_003489220.1, XP_012240630.1
OG0005091	XP_041574552.1, XP_032606427.2, XP_030138501.3, XP_041574550.1, XP_041574549.1, XP_041574551.1, XP_032606428.2, XP_041574553.1	XP_024223078.2, XP_024223091.1, XP_012240634.1, XP_012240635.1
OG0005092	XP_030135270.1, XP_030135278.1, XP_030135259.1	XP_024222898.1, XP_033176242.1, XP_033176241.1, XP_033176244.1, XP_033176245.1, XP_033176243.1
OG0005093	XP_030130357.3	XP_012239975.1, XP_033176157.1
OG0005094	NP_001232738.1, ACH44208.1, ACH44207.1	XP_033176046.1
OG0005096	XP_002197572.2	XP_003488091.1, XP_033175766.1
OG0005097	XP_030117047.3	XP_012239005.1, XP_033175734.1, XP_033175735.1
OG0005098	XP_041576365.1, XP_030145302.3	XP_033175320.1, XP_012237735.1, XP_033175318.1, XP_033175319.1
OG0005099	XP_030131131.1, XP_030131130.1	XP_033175181.1
OG0005100	NP_001258250.2	XP_024221421.1, XP_033175161.1
OG0005102	XP_030147058.3	XP_012241682.1, XP_012237130.1, XP_024221221.1, XP_033174922.1, XP_033174921.1, XP_003486915.1, XP_012237126.1, XP_012237127.1
OG0005103	XP_030130991.3	XP_012236884.1, XP_003486845.1, XP_024221043.1, XP_033174873.1
OG0005104	XP_002199207.1, XP_012433555.1, XP_012433554.1, XP_030141924.3, XP_012433553.1, XP_030141923.1, XP_030144017.1, XP_030144018.1, XP_030144019.1, XP_030144020.1	XP_033174787.1
OG0005105	XP_012426701.3, XP_030113031.3	XP_012236402.1, XP_033174664.1
OG0005106	XP_030145389.3, XP_030145390.3, XP_041576243.1, XP_041576244.1, XP_030145391.3, XP_030145392.3	XP_003486391.1, XP_012236211.1, XP_033174585.1
OG0005107	XP_030114639.1, XP_030114638.1, XP_030114637.1, XP_002189570.3, XP_030114636.1	XP_033174559.1
OG0005108	XP_041574474.1, XP_030137943.1	XP_033174440.1, XP_012250410.1, XP_024220379.1, XP_012250412.1
OG0005109	XP_041575203.1, XP_002195503.2	XP_033174378.1, XP_033174379.1, XP_024220281.1, XP_024220282.1
OG0005110	XP_012427833.3	XP_003486041.2, XP_012250023.1, XP_033174297.1
OG0005111	XP_002195868.4	XP_012249874.1, XP_012249875.1, XP_033180838.1, XP_033180836.1, XP_024228407.1, XP_033180837.1
OG0005113	XP_030123825.1, XP_032603199.1, XP_030123828.1, XP_030123827.1	XP_033180688.1, XP_012249501.1, XP_003485652.1, XP_033180689.1, XP_033180690.1
OG0005115	XP_030130556.3	XP_033180621.1
OG0005116	XP_041568338.1	XP_033180615.1, XP_012249305.1, XP_003485531.1, XP_012249307.1
OG0005117	XP_030121424.3, XP_030121423.3, XP_030121425.3	XP_003485323.3
OG0005120	XP_041572911.1, XP_030132217.3, XP_041572912.1	XP_033178777.1
OG0005122	XP_030142685.3, XP_002198261.4	XP_033175642.1
OG0005123	XP_032604116.2, XP_030139647.1	XP_012249894.1, XP_033180877.1, XP_003484533.1
OG0005125	ACH46446.1, NP_001232444.1, ACH43949.1, ACH43948.1	XP_024227163.1, XP_003493781.1
OG0005126	NP_001232184.1, ACH44469.1, ACH44470.1	XP_024226813.1
OG0005127	XP_030143225.3, XP_030143224.3, XP_002192598.5	XP_024226795.1
OG0005128	XP_032605158.2	XP_024226669.1
OG0005130	XP_041574751.1, XP_041574750.1, XP_030139140.3, XP_030139139.3, XP_030139141.1	XP_003491645.1, XP_024225283.1
OG0005132	XP_041576458.1	XP_024224625.1, XP_024224626.1, XP_012243293.1, XP_024224627.1
OG0005133	XP_030129077.3, XP_041572305.1, XP_030129076.3, XP_030124222.3, XP_030124223.3	XP_024224169.1
OG0005134	XP_012424666.1, XP_030118798.1, XP_041569456.1	XP_024224130.1
OG0005135	XP_041574172.1, XP_041574171.1, XP_041574173.1	XP_003489966.1, XP_024223793.1
OG0005136	XP_030123121.3, NP_001157271.2, XP_030123120.3, XP_030123119.3	XP_012241653.1, XP_012241652.1, XP_024223748.1
OG0005137	XP_012433793.4, XP_030142336.3, XP_030142335.3	XP_024223744.1
OG0005138	XP_030112538.3, XP_030114776.1	XP_012241357.1, XP_012241356.1, XP_012241355.1, XP_024223567.1, XP_003491997.1
OG0005139	XP_002194653.3, XP_041570059.1, XP_041570055.1	XP_024223279.1, XP_012240802.1, XP_012240801.1
OG0005140	XP_030119912.3	XP_012239383.1, XP_024222372.1
OG0005141	XP_041567756.1, XP_032601554.2	XP_012239061.1, XP_003488100.1, XP_024222170.1, XP_012239060.1
OG0005142	NP_001232271.1, ACH46292.1, ACH46293.1, ACH46291.1	XP_012238855.1, XP_024222133.1, XP_003488135.1
OG0005144	XP_041571597.1, XP_030126600.1	XP_024221919.1, XP_003487871.1, XP_003487872.1
OG0005145	XP_002189528.3, XP_030117621.3, XP_041568268.1, XP_041568267.1, XP_041568274.1, XP_041568271.1, XP_041568275.1, XP_041568270.1, XP_041568273.1, XP_041568265.1, XP_041568272.1, XP_041568276.1, XP_041568269.1, XP_041568266.1	XP_024221826.1
OG0005146	NP_001232719.1, ACH43611.1, XP_041571433.1, sp|B5FX50.1|CT027_TAEGU	XP_012237853.1, XP_024221562.1
OG0005148	XP_041567449.1, XP_030122771.1, XP_041570128.1, XP_041570129.1	XP_024221222.1, XP_012237188.1
OG0005149	XP_030112928.3, XP_030112929.3	XP_024228308.1, XP_003485827.1
OG0005150	XP_002191717.2, XP_041573767.1, XP_030135451.1	XP_024224623.1, XP_012242742.1
OG0005151	XP_030147280.3	XP_003484823.1, XP_012239195.1, XP_012239182.2
OG0005152	XP_041576420.1, XP_041576421.1	XP_024222405.1, XP_024222400.1, XP_003484753.1
OG0005154	XP_002186742.1	XP_003493830.2
OG0005155	XP_030130189.3	XP_012247181.1
OG0005156	XP_002191024.1	XP_003493461.1, XP_012247004.1
OG0005157	XP_002192778.1	XP_003494861.1
OG0005158	XP_041572224.1, NP_001232431.1, ACH43904.1, ACH43903.1	XP_003494790.1
OG0005159	XP_041567551.1	XP_003494417.1
OG0005160	NP_001232290.1, ACH44543.1	XP_003494113.1
OG0005161	NP_001191895.1	XP_003494093.1
OG0005162	NP_001232136.1, ACH45896.1, ACH45895.1	XP_003494015.1
OG0005163	XP_030132102.3, XP_030132101.3	XP_003494007.1
OG0005164	XP_002198281.3, XP_030123420.3	XP_003493642.1
OG0005165	XP_041577431.1, XP_032599589.1	XP_003493593.1
OG0005166	XP_041575551.1, XP_041575550.1, XP_030142168.3, XP_030142169.3	XP_012246790.1, XP_012246791.1
OG0005167	NP_001232711.1, XP_041568860.1, XP_041568858.1, ACH43609.1, XP_041568859.1	XP_012246443.1
OG0005168	XP_030121345.1, XP_041570516.1, XP_041570515.1, XP_012427215.2	XP_012246293.1
OG0005169	XP_030127026.3, XP_030127025.3	XP_012246248.1, XP_003492924.1
OG0005170	XP_041568185.1	XP_012246245.1, XP_012246246.1
OG0005171	XP_030131994.1, XP_002191245.1	XP_003492432.1, XP_012245504.1, XP_003492433.1, XP_012245505.1
OG0005172	XP_030137217.1, XP_004174980.1, XP_030137197.1, XP_041568222.1, XP_041568221.1	XP_003492210.1, XP_012245173.1
OG0005173	XP_030140189.1, XP_002191696.4	XP_003492028.1, XP_012245073.1
OG0005174	XP_002197017.4, XP_030124594.3	XP_012244843.1
OG0005175	XP_041577561.1, XP_041577562.1	XP_003491698.2, XP_012240872.1
OG0005176	XP_030140816.1	XP_012244285.1
OG0005177	XP_002197761.3	XP_012244282.1
OG0005178	XP_002193688.4	XP_012244211.1, XP_003491672.1
OG0005179	XP_012428966.2, XP_030127160.1, XP_030127163.1, XP_041571752.1, XP_030127164.1, XP_032604011.1	XP_003491315.2
OG0005180	XP_030118982.1, XP_030118980.1, XP_030118981.1	XP_012243524.1
OG0005181	XP_030113528.3, XP_030113527.3	XP_012243301.1
OG0005182	XP_030112302.3, XP_041568686.1, XP_041568687.1, XP_041568685.1	XP_012243087.1
OG0005183	XP_041573822.1	XP_012242945.1
OG0005184	XP_030142339.3, NP_001153506.1, ACH44066.1	XP_003490889.1, XP_012242909.1
OG0005185	XP_030127494.3, XP_030127493.3, XP_030127492.3	XP_012242691.1
OG0005186	XP_030129358.1, XP_030129351.1, XP_030129343.1	XP_012242632.1
OG0005187	XP_030142145.1, NP_001258191.2, XP_030142144.1, ACH43673.1, NP_001232154.1	XP_003490481.1, XP_012242427.1
OG0005188	XP_012424510.4	XP_012242293.1
OG0005189	XP_002187996.2	XP_012242192.1
OG0005190	XP_030114925.1, XP_032600760.2	XP_012241147.1
OG0005191	NP_001232397.1, ACH43872.1, ACH43873.1, XP_012430447.4	XP_012240804.1
OG0005192	XP_030127241.1	XP_012240673.1, XP_003489415.1
OG0005193	XP_002199823.2, ADP92344.1, XP_030124511.1	XP_012240637.1
OG0005194	ACH44391.1, XP_041569185.1, ACH46414.1, ACH44390.1, NP_001232207.1, ACH44389.1, XP_041569186.1	XP_012240632.1, XP_003489236.1
OG0005195	XP_030130992.3, XP_030123871.3, XP_032603207.2	XP_012240602.1, XP_003489171.1
OG0005196	XP_030142141.1, XP_041575533.1, XP_030142142.1, XP_030142140.1, NP_001258192.1	XP_012240506.1, XP_003489067.1, XP_003489137.1
OG0005197	XP_002187099.1	XP_012240432.1
OG0005198	XP_030125197.3, XP_041571424.1	XP_012240245.1
OG0005199	XP_030138505.1	XP_012239750.1, XP_012239751.1
OG0005200	XP_030124176.1	XP_012239671.1, XP_012239670.1
OG0005201	XP_002187273.1	XP_012239243.1
OG0005202	XP_032605118.2	XP_012239040.1
OG0005203	XP_041567979.1	XP_012238554.1
OG0005204	XP_030118375.3	XP_012238481.1, XP_012238482.1
OG0005205	XP_030120528.3, XP_030120529.3	XP_012238469.1, XP_012238468.1
OG0005206	XP_002187677.5	XP_012238417.1
OG0005207	XP_030140720.1	XP_012237482.1, XP_003487219.1
OG0005208	XP_041570607.1, XP_030121716.3, XP_041570606.1	XP_003487053.1, XP_012237429.1
OG0005209	XP_041569879.1, XP_030122229.3, XP_030122228.3, XP_041569878.1	XP_012237381.1, XP_012237379.1, XP_003487035.2
OG0005210	XP_041573364.1, XP_030133007.3, XP_030133005.3, XP_030133009.3	XP_012237165.1, XP_012237164.1
OG0005211	XP_030111775.1	XP_012236294.1
OG0005212	ACH45639.1, ACH46380.1, ACH45638.1, NP_001232091.1, ACH45637.1, ACH45636.1, XP_012433402.1	XP_012250177.1
OG0005213	XP_030130884.1, XP_030130882.1, XP_030124928.1, XP_030124929.1	XP_012249990.1, XP_003486010.1
OG0005214	XP_030137174.1, XP_030137175.1	XP_012249921.1, XP_003485946.1
OG0005215	XP_041566984.1	XP_012249799.1, XP_012249800.1, XP_012249798.1
OG0005216	XP_030134193.3	XP_012249778.1, XP_003485820.1
OG0005217	XP_012425096.4, XP_030132923.1, XP_030132908.3, XP_041573092.1, XP_041573094.1, XP_002190614.1, XP_012431229.1, XP_030136300.1, XP_030136301.1	XP_012249753.1
OG0005218	XP_012426961.4	XP_012249649.1, XP_012249650.1
OG0005219	XP_030129599.3, XP_030129598.3	XP_003485468.1, XP_012248962.1
OG0005220	XP_030141284.1, XP_041575402.1, XP_041575401.1, XP_030141282.1	XP_012247805.1, XP_003485383.1
OG0005221	XP_030119312.1, XP_002196545.2	XP_003485310.1, XP_012246957.1, XP_012246951.1
OG0005222	XP_002198225.3, XP_030123427.3, XP_030123425.3, XP_030123424.3	XP_012245942.1
OG0005223	XP_041572443.1, XP_041572442.1, XP_030129708.3	XP_012250423.1
OG0005224	XP_041577064.1, XP_041577065.1, ACH43753.1, ACH43752.1, NP_001232300.1, ACH43751.1	XP_003493128.1
OG0005225	XP_041571791.1, XP_030127303.3, XP_030127300.3, XP_030127302.3, XP_030127299.3	XP_003493016.1
OG0005226	ACH44989.1, NP_001232773.1, ACH44990.1, ACH44992.1, ACH44991.1	XP_003492881.1
OG0005227	ACH44262.1, NP_001232785.1, NP_001232077.1, ACH44261.1	XP_003492558.1
OG0005228	XP_002191607.2	XP_003492423.1
OG0005229	XP_041568877.1, XP_041568878.1	XP_003492357.1
OG0005230	ACH45297.1, NP_001232642.1, XP_032607273.1	XP_003491891.1
OG0005231	XP_032602925.2, XP_032602926.2, XP_002200402.4	XP_003491790.1
OG0005232	XP_030126609.1	XP_003491641.1, XP_003491642.1
OG0005233	XP_030138009.3	XP_003491617.1
OG0005234	ACH45979.1, NP_001232168.1, XP_030123107.1, XP_030123104.3, ACH45978.1, ACH45980.1, XP_030123105.1	XP_003491477.1, XP_003491478.1
OG0005235	XP_041577052.1, XP_041577051.1, XP_041577047.1, XP_041577049.1, XP_041577048.1, XP_041577050.1, XP_041577046.1, XP_041577045.1	XP_003491308.1
OG0005236	XP_030127498.1, XP_030127499.3, ACH46060.1, NP_001232285.1, ACH46304.1, ACH46059.1, ACH46322.1, ACH46058.1	XP_003491239.1
OG0005237	XP_030140442.3	XP_003490807.1
OG0005238	XP_032607187.1, XP_030141857.1	XP_003490734.1
OG0005239	NP_001232375.1, XP_012424776.1, ACH44725.1	XP_003490617.1
OG0005240	XP_041571754.1	XP_003490339.1
OG0005241	XP_030135724.3, XP_030135723.3, XP_030131869.3	XP_003490157.1
OG0005242	XP_002188722.2	XP_003490082.1
OG0005243	XP_030131790.1, XP_030131792.1, XP_030131791.1	XP_003490025.1
OG0005244	XP_002194035.3, XP_041577477.1, XP_030111832.1	XP_003490017.1
OG0005245	XP_030141597.3, XP_002198150.4, XP_030141595.3	XP_003489451.1
OG0005246	XP_030119230.3, XP_002187678.5	XP_003488698.1
OG0005247	XP_030121684.3, XP_030121685.3	XP_003488443.1
OG0005248	XP_002193317.2, XP_030121918.1	XP_003488422.1
OG0005249	XP_030136044.3, XP_002189769.4	XP_003488391.1
OG0005250	NP_001232240.1, ACH43711.1	XP_003488371.1, XP_003488370.1
OG0005251	XP_030136846.1, XP_030114013.1, XP_030114012.1	XP_003488142.1
OG0005252	XP_030135635.1, XP_030135636.1	XP_003487879.1
OG0005253	XP_041567866.1, XP_041567867.1	XP_003487729.1
OG0005254	XP_030113819.3, XP_030113817.3, XP_032599968.2, XP_032599967.2, XP_041567411.1, XP_030136820.1	XP_003487432.1
OG0005255	XP_041567055.1, XP_030113487.1, XP_030113486.1, XP_030113484.1, XP_041567056.1, XP_030113488.1	XP_003487388.1
OG0005256	XP_041574680.1, XP_030138810.3	XP_003487375.1
OG0005257	XP_030132172.1, XP_030132173.1	XP_003487351.1
OG0005258	XP_041570456.1, XP_030121013.1, XP_030121014.1	XP_003487057.1
OG0005259	XP_032607258.1, XP_032607259.1, XP_032607260.1	XP_003486497.1
OG0005260	XP_030130041.1	XP_003486472.1
OG0005261	ACH45254.1, NP_001232624.1	XP_003486453.1
OG0005262	XP_030145448.3	XP_003486449.1
OG0005263	XP_041567685.1	XP_003486313.1
OG0005264	XP_041574375.1	XP_003486298.1
OG0005265	XP_002189166.5	XP_003486112.1
OG0005266	ACH43700.1, NP_001232215.1, XP_041569822.1	XP_003485819.1
OG0005267	XP_030115085.2, XP_041567476.1	XP_003485616.1
OG0005268	XP_030140171.3, XP_002187691.2	XP_003484889.1
OG0005533	XP_030140899.1	XP_012249196.1, XP_024227977.1, XP_024227978.1, XP_033180510.1, XP_033180511.1, XP_003494897.2, XP_012249197.1, XP_024227976.1
OG0005534	XP_032606966.1	XP_033180481.1, XP_033180482.1, XP_033180480.1, XP_012249172.1, XP_033180485.1, XP_033180483.1, XP_012249171.1, XP_024228007.1, XP_033180479.1
OG0005535	XP_030132203.3, XP_030132204.3	XP_033180377.1, XP_012247662.1
OG0005536	XP_041569999.1, XP_032602943.1, XP_002199418.2, XP_030122511.1	XP_033180294.1, XP_033180293.1, XP_033180295.1, XP_024227684.1
OG0005537	NP_001232034.1, ACH43629.1	XP_033180019.1, XP_003494114.1, XP_012248091.1
OG0005538	XP_030145312.3, XP_030145311.3	XP_033180004.1
OG0005539	XP_030137407.3	XP_024227280.1, XP_024227279.2, XP_012247782.1, XP_033179852.1, XP_033179853.1, XP_033179851.1, XP_033179854.1, XP_012247781.1
OG0005540	XP_030128748.3, XP_030128747.3, XP_030128753.3	XP_033179825.1
OG0005541	XP_030112353.1, XP_002191503.2, XP_030112351.1	XP_003493230.1, XP_012246658.1, XP_033179373.1, XP_024226670.1
OG0005543	XP_041575072.1, XP_030141157.3, XP_030143227.3	XP_033178976.1, XP_033178977.1, XP_012245855.1, XP_012245854.1
OG0005544	ACH45336.1, ACH45335.1, XP_032607921.1, NP_001232670.1	XP_003492628.1, XP_033178940.1
OG0005545	XP_030133988.1, XP_030133989.1	XP_024226052.1, XP_012245551.1, XP_033178808.1
OG0005546	sp|B5FX56.1|MIX23_TAEGU, ACH43617.1, NP_001232737.1	XP_033178668.1, XP_024225904.1, XP_024225903.1, XP_024225902.1
OG0005548	XP_030147534.3, XP_030147553.3	XP_012244790.1, XP_033178407.1
OG0005549	XP_012425879.3	XP_033178365.1, XP_003491972.1
OG0005550	XP_030120538.3	XP_033178231.1, XP_012244302.1, XP_024225367.1, XP_003491616.1, XP_012244303.1
OG0005551	XP_030128624.3, XP_030136359.3	XP_033178195.1, XP_033178194.1, XP_003491718.1, XP_012244266.1, XP_033178193.1, XP_012244269.1
OG0005552	XP_041576886.1, XP_041576891.1	XP_033178183.1
OG0005553	XP_002194096.2, XP_030146161.1	XP_033178031.1, XP_033178032.1, XP_024225168.1, XP_012244034.1, XP_012244033.1
OG0005555	XP_041573891.1, XP_041573890.1, XP_032605659.2, XP_002187573.2	XP_012243909.1, XP_012243911.1, XP_012243906.1, XP_012243910.1, XP_033177923.1, XP_024225026.1
OG0005556	XP_030125025.1	XP_033177864.1
OG0005557	XP_030129450.3	XP_003491283.1, XP_033177831.1
OG0005558	XP_030132663.1, XP_030132662.1	XP_003491199.1, XP_012243518.1, XP_033177755.1
OG0005559	XP_030141526.3	XP_033177505.1, XP_012242845.1, XP_012242844.1, XP_033177504.1
OG0005560	XP_004176464.4	XP_033177435.1, XP_024224290.1
OG0005561	XP_030118356.1	XP_033177300.1, XP_012242413.1, XP_003490529.1, XP_012242414.1, XP_033177301.1, XP_003494654.1, XP_012240728.1, XP_012240727.1
OG0005562	XP_041568051.1, XP_041568052.1	XP_033176971.1, XP_012241788.1
OG0005563	ACH43789.1, NP_001232338.1, ACH43788.1, ACH43791.1, ACH43790.1	XP_024223742.1, XP_024223741.1, XP_003489814.1, XP_033176833.1
OG0005564	XP_030138808.3, XP_030138807.3	XP_033176623.1, XP_012241089.1, XP_024223408.1
OG0005565	XP_002188139.4	XP_033176452.1, XP_003489362.1
OG0005566	XP_030141208.1, XP_030141209.1, XP_030141206.1, XP_030141207.1	XP_033176399.1
OG0005567	XP_030122604.3, XP_002188577.4	XP_012240273.1, XP_003488995.1, XP_012240272.1, XP_033176280.1
OG0005568	XP_030136889.3, XP_030112837.3	XP_033176240.1, XP_012240169.1, XP_012240165.1, XP_033176239.1, XP_024222891.1
OG0005569	XP_030142251.1	XP_012239998.1, XP_033176190.1, XP_033176189.1, XP_003488851.2
OG0005570	XP_002186976.5	XP_033176071.1, XP_012239831.1
OG0005571	XP_030129365.3, XP_002195012.3	XP_033176058.1, XP_012239666.1
OG0005572	XP_032607908.2, XP_030144548.3	XP_033175955.1
OG0005573	XP_030122733.3, XP_030122726.3, XP_030122722.3	XP_033175922.1, XP_012239435.1
OG0005574	XP_030134158.3	XP_003488210.1, XP_024222344.1, XP_012239239.1, XP_033175861.1, XP_024222345.1, XP_024222346.1
OG0005577	XP_030146643.1, XP_041576810.1, XP_012426215.1	XP_003487804.1, XP_024222012.1, XP_033175620.1
OG0005578	XP_002197968.3, XP_030123966.3, XP_030123967.3	XP_033175395.1, XP_003487599.1, XP_012237974.1, XP_012237976.1
OG0005579	XP_030138343.3, XP_030121677.1	XP_033175085.1, XP_024221259.1, XP_024221260.1
OG0005580	XP_030146361.3, XP_041576721.1, XP_030146357.3, XP_030146362.3, XP_041576723.1, XP_030146364.3, XP_041576722.1, XP_041576720.1	XP_003487127.1, XP_033175083.1, XP_012237388.1
OG0005581	XP_030122313.3	XP_033175004.1, XP_012237074.1, XP_012237075.1
OG0005582	XP_012430772.4, XP_030134631.3	XP_033174904.1
OG0005583	XP_002191114.1	XP_033174895.1, XP_012236965.1
OG0005585	XP_012424513.1, XP_002190300.1	XP_012236750.1, XP_003486693.1, XP_012236753.1, XP_033174754.1, XP_033174755.1, XP_033174756.1
OG0005586	XP_004176138.3, XP_041567823.1	XP_033174734.1, XP_003486634.1
OG0005587	XP_002193511.3	XP_003486398.1, XP_033174575.1, XP_024220531.1
OG0005588	XP_002187616.3, XP_012425891.3	XP_033174436.1, XP_033174435.1, XP_003486323.1
OG0005590	ACH43923.1, ACH43922.1, NP_001296436.1, ACH46364.1, NP_001232351.1	XP_012249925.1, XP_033180857.1, XP_033180856.1
OG0005591	XP_002196844.1, XP_041573036.1, XP_041573035.1	XP_024228322.1, XP_024228323.1, XP_033180769.1, XP_033180770.1, XP_024228321.1, XP_033180768.1
OG0005592	NP_001232044.1, sp|B5G279.1|NCBP2_TAEGU, ACH45390.1, XP_032605853.1, XP_032605854.1	XP_003485640.1, XP_033180681.1, XP_024228177.1, XP_012249469.1, XP_033180682.1
OG0005593	XP_030145452.3, XP_030145453.3, XP_012425893.4, XP_030145451.3	XP_033180631.1, XP_012249521.1, XP_033180633.1, XP_033180632.1
OG0005594	XP_030123505.1	XP_012249298.1, XP_033180617.1, XP_003485535.1, XP_012249299.1, XP_012249302.1, XP_012249303.1, XP_033180620.1, XP_033180619.1, XP_033180618.1, XP_012249300.1
OG0005595	XP_030120531.3, XP_030120530.3, XP_030120533.3, XP_030133747.3, XP_030133748.3, XP_002192337.6	XP_033180587.1
OG0005596	XP_041573545.1, XP_041573546.1, XP_041573544.1, XP_030134182.3, XP_041573543.1, XP_041573542.1	XP_012242074.1, XP_012242083.1, XP_012242066.1, XP_012242055.1, XP_012242089.1, XP_012242103.1, XP_012242059.1, XP_003485012.1, XP_033176836.1, XP_003485004.1, XP_024220640.1
OG0005597	XP_032601095.2	XP_033176063.1, XP_012239395.1, XP_003484850.1
OG0005598	ACH44321.1, NP_001232135.1, XP_012424837.3, ACH44322.1, NP_001232776.1, ACH44323.1	XP_033175485.1, XP_012238232.1, XP_003484618.1
OG0005599	XP_030130910.1, XP_012429592.1, XP_030130911.1, XP_002200614.1	XP_033177781.1
OG0005600	XP_030120926.1, XP_030120925.1, XP_030120927.1, XP_002196418.3, XP_041570425.1, XP_030120932.1, XP_032606308.2	XP_024225393.1, XP_033175728.1
OG0005601	XP_041571620.1, XP_041573167.1	XP_024227827.1
