Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,acute/chronic,housing,region,sex,source_name
SRR11246469,RNA-Seq,100,966090300,PRJNA610626,SAMN14307538,415747924,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857510,GSM4386408,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386408,SRP251749,A,SI,AMY,female,Brain
SRR11246597,RNA-Seq,100,931158000,PRJNA610626,SAMN14307499,400656254,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857551,GSM4386425,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386425,SRP251749,A,SI,AMY,female,Brain
SRR11246598,RNA-Seq,100,1002360700,PRJNA610626,SAMN14307499,441430026,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857551,GSM4386425,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386425,SRP251749,A,SI,AMY,female,Brain
SRR11246599,RNA-Seq,100,1002524900,PRJNA610626,SAMN14307499,440607661,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857551,GSM4386425,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386425,SRP251749,A,SI,AMY,female,Brain
SRR11246600,RNA-Seq,100,1117423000,PRJNA610626,SAMN14307498,487152474,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857552,GSM4386426,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386426,SRP251749,A,SI,AMY,female,Brain
SRR11246601,RNA-Seq,100,1138872200,PRJNA610626,SAMN14307498,506375682,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857552,GSM4386426,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386426,SRP251749,A,SI,AMY,female,Brain
SRR11246602,RNA-Seq,100,1139143100,PRJNA610626,SAMN14307498,506002832,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857552,GSM4386426,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386426,SRP251749,A,SI,AMY,female,Brain
SRR11246603,RNA-Seq,100,1131010900,PRJNA610626,SAMN14307497,482679079,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857553,GSM4386427,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386427,SRP251749,A,SI,AMY,female,Brain
SRR11246604,RNA-Seq,100,1138843000,PRJNA610626,SAMN14307497,488742414,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857553,GSM4386427,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386427,SRP251749,A,SI,AMY,female,Brain
SRR11246605,RNA-Seq,100,1133692200,PRJNA610626,SAMN14307497,487807549,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857553,GSM4386427,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386427,SRP251749,A,SI,AMY,female,Brain
SRR11246606,RNA-Seq,100,819404300,PRJNA610626,SAMN14307496,355457832,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857554,GSM4386428,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386428,SRP251749,A,SI,AMY,male,Brain
SRR11246607,RNA-Seq,100,817517500,PRJNA610626,SAMN14307496,369590810,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857554,GSM4386428,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386428,SRP251749,A,SI,AMY,male,Brain
SRR11246608,RNA-Seq,100,812223700,PRJNA610626,SAMN14307496,365506298,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857554,GSM4386428,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386428,SRP251749,A,SI,AMY,male,Brain
SRR11246609,RNA-Seq,100,906840600,PRJNA610626,SAMN14307495,394766184,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857555,GSM4386429,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386429,SRP251749,A,SI,AMY,male,Brain
SRR11246610,RNA-Seq,100,939185600,PRJNA610626,SAMN14307495,411873022,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857555,GSM4386429,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386429,SRP251749,A,SI,AMY,male,Brain
SRR11246611,RNA-Seq,100,929470600,PRJNA610626,SAMN14307495,407123967,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857555,GSM4386429,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386429,SRP251749,A,SI,AMY,male,Brain
SRR11246612,RNA-Seq,100,901149600,PRJNA610626,SAMN14307494,390171188,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857556,GSM4386430,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386430,SRP251749,A,SI,AMY,male,Brain
SRR11246613,RNA-Seq,100,934832100,PRJNA610626,SAMN14307494,407776718,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857556,GSM4386430,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386430,SRP251749,A,SI,AMY,male,Brain
SRR11246614,RNA-Seq,100,926095900,PRJNA610626,SAMN14307494,403457701,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857556,GSM4386430,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386430,SRP251749,A,SI,AMY,male,Brain
SRR11245836,RNA-Seq,100,785630400,PRJNA610626,SAMN14307726,340365655,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857322,GSM4386578,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386578,SRP251749,CHR,G,Nac,female,Brain
SRR11245837,RNA-Seq,100,789952900,PRJNA610626,SAMN14307726,344142952,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857322,GSM4386578,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386578,SRP251749,CHR,G,Nac,female,Brain
SRR11245838,RNA-Seq,100,785285500,PRJNA610626,SAMN14307726,342978458,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857322,GSM4386578,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386578,SRP251749,CHR,G,Nac,female,Brain
SRR11245839,RNA-Seq,100,888155400,PRJNA610626,SAMN14307725,385599550,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857323,GSM4386579,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386579,SRP251749,CHR,G,Nac,male,Brain
SRR11245840,RNA-Seq,100,928114500,PRJNA610626,SAMN14307725,407271625,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857323,GSM4386579,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386579,SRP251749,CHR,G,Nac,male,Brain
SRR11245841,RNA-Seq,100,918574100,PRJNA610626,SAMN14307725,405981775,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857323,GSM4386579,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386579,SRP251749,CHR,G,Nac,male,Brain
SRR11245842,RNA-Seq,100,1119714400,PRJNA610626,SAMN14307724,501835246,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857324,GSM4386580,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386580,SRP251749,CHR,G,Nac,male,Brain
SRR11245843,RNA-Seq,100,1133995700,PRJNA610626,SAMN14307724,517066895,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857324,GSM4386580,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386580,SRP251749,CHR,G,Nac,male,Brain
SRR11245844,RNA-Seq,100,1129465600,PRJNA610626,SAMN14307724,520905903,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857324,GSM4386580,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386580,SRP251749,CHR,G,Nac,male,Brain
SRR11246982,RNA-Seq,100,1126007700,PRJNA610626,SAMN14307591,492441096,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857297,GSM4386553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386553,SRP251749,CHR,G,Nac,female,Brain
SRR11246983,RNA-Seq,100,1119430700,PRJNA610626,SAMN14307591,494241373,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857297,GSM4386553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386553,SRP251749,CHR,G,Nac,female,Brain
SRR11246984,RNA-Seq,100,1139151300,PRJNA610626,SAMN14307590,503576074,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857298,GSM4386554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386554,SRP251749,CHR,G,Nac,female,Brain
SRR11246985,RNA-Seq,100,1147099000,PRJNA610626,SAMN14307590,528382727,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857298,GSM4386554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386554,SRP251749,CHR,G,Nac,female,Brain
SRR11246986,RNA-Seq,100,1133994200,PRJNA610626,SAMN14307589,494100129,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857299,GSM4386555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386555,SRP251749,CHR,G,Nac,female,Brain
SRR11246987,RNA-Seq,100,1181551800,PRJNA610626,SAMN14307589,533070206,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857299,GSM4386555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386555,SRP251749,CHR,G,Nac,female,Brain
SRR11246988,RNA-Seq,100,1185711500,PRJNA610626,SAMN14307589,530096808,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857299,GSM4386555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386555,SRP251749,CHR,G,Nac,female,Brain
SRR11246989,RNA-Seq,100,1122589100,PRJNA610626,SAMN14307588,488261219,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857300,GSM4386556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386556,SRP251749,CHR,G,Nac,female,Brain
SRR11246990,RNA-Seq,100,1148907900,PRJNA610626,SAMN14307588,507668576,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857300,GSM4386556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386556,SRP251749,CHR,G,Nac,female,Brain
SRR11246991,RNA-Seq,100,1148769300,PRJNA610626,SAMN14307588,507979699,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857300,GSM4386556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386556,SRP251749,CHR,G,Nac,female,Brain
SRR11246992,RNA-Seq,100,1094944700,PRJNA610626,SAMN14307587,479162538,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857301,GSM4386557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386557,SRP251749,CHR,G,Nac,male,Brain
SRR11246993,RNA-Seq,100,1119540600,PRJNA610626,SAMN14307587,497718970,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857301,GSM4386557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386557,SRP251749,CHR,G,Nac,male,Brain
SRR11246994,RNA-Seq,100,1119293800,PRJNA610626,SAMN14307587,497937204,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857301,GSM4386557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386557,SRP251749,CHR,G,Nac,male,Brain
SRR11246995,RNA-Seq,100,1093778900,PRJNA610626,SAMN14307586,478015557,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857302,GSM4386558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386558,SRP251749,CHR,G,Nac,male,Brain
SRR11246996,RNA-Seq,100,1108411800,PRJNA610626,SAMN14307586,507308520,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857302,GSM4386558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386558,SRP251749,CHR,G,Nac,male,Brain
SRR11246997,RNA-Seq,100,1095277300,PRJNA610626,SAMN14307586,498908502,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857302,GSM4386558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386558,SRP251749,CHR,G,Nac,male,Brain
SRR11246998,RNA-Seq,100,750991000,PRJNA610626,SAMN14307585,320239502,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857303,GSM4386559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386559,SRP251749,CHR,G,Nac,male,Brain
SRR11246999,RNA-Seq,100,763919700,PRJNA610626,SAMN14307585,328666289,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857303,GSM4386559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386559,SRP251749,CHR,G,Nac,male,Brain
SRR11247000,RNA-Seq,100,760631900,PRJNA610626,SAMN14307585,329126922,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857303,GSM4386559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386559,SRP251749,CHR,G,Nac,male,Brain
SRR11247001,RNA-Seq,100,916044000,PRJNA610626,SAMN14307584,402919899,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857304,GSM4386560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386560,SRP251749,CHR,G,Nac,male,Brain
SRR11247002,RNA-Seq,100,930737700,PRJNA610626,SAMN14307584,408106609,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857304,GSM4386560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386560,SRP251749,CHR,G,Nac,male,Brain
SRR11247031,RNA-Seq,100,904116200,PRJNA610626,SAMN14307733,387556517,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857315,GSM4386571,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386571,SRP251749,CHR,G,Nac,female,Brain
SRR11247032,RNA-Seq,100,898351800,PRJNA610626,SAMN14307733,383602800,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857315,GSM4386571,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386571,SRP251749,CHR,G,Nac,female,Brain
SRR11247033,RNA-Seq,100,916943300,PRJNA610626,SAMN14307733,394616226,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857315,GSM4386571,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386571,SRP251749,CHR,G,Nac,female,Brain
SRR11247040,RNA-Seq,100,848499800,PRJNA610626,SAMN14307730,361082649,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857318,GSM4386574,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386574,SRP251749,CHR,G,Nac,male,Brain
SRR11247041,RNA-Seq,100,841950100,PRJNA610626,SAMN14307730,356895919,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857318,GSM4386574,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386574,SRP251749,CHR,G,Nac,male,Brain
SRR11247042,RNA-Seq,100,860792900,PRJNA610626,SAMN14307730,367748372,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857318,GSM4386574,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386574,SRP251749,CHR,G,Nac,male,Brain
SRR11247043,RNA-Seq,100,946263300,PRJNA610626,SAMN14307729,416328129,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857319,GSM4386575,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386575,SRP251749,CHR,G,Nac,male,Brain
SRR11247044,RNA-Seq,100,965936300,PRJNA610626,SAMN14307729,448476617,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857319,GSM4386575,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386575,SRP251749,CHR,G,Nac,male,Brain
SRR11247045,RNA-Seq,100,962289400,PRJNA610626,SAMN14307729,452197727,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857319,GSM4386575,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386575,SRP251749,CHR,G,Nac,male,Brain
SRR11246798,RNA-Seq,100,932561200,PRJNA610626,SAMN14307516,404334509,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857226,GSM4386490,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386490,SRP251749,A,G,Nac,female,Brain
SRR11246799,RNA-Seq,100,926652900,PRJNA610626,SAMN14307516,418543996,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857226,GSM4386490,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386490,SRP251749,A,G,Nac,female,Brain
SRR11246800,RNA-Seq,100,921123900,PRJNA610626,SAMN14307516,414099879,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857226,GSM4386490,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386490,SRP251749,A,G,Nac,female,Brain
SRR11246801,RNA-Seq,100,995550400,PRJNA610626,SAMN14307515,434394207,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857227,GSM4386491,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386491,SRP251749,A,G,Nac,female,Brain
SRR11246802,RNA-Seq,100,1039040400,PRJNA610626,SAMN14307515,469317533,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857227,GSM4386491,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386491,SRP251749,A,G,Nac,female,Brain
SRR11246803,RNA-Seq,100,1042556900,PRJNA610626,SAMN14307515,466715874,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857227,GSM4386491,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386491,SRP251749,A,G,Nac,female,Brain
SRR11246804,RNA-Seq,100,1273447700,PRJNA610626,SAMN14307514,584899556,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857228,GSM4386492,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386492,SRP251749,A,G,Nac,male,Brain
SRR11246805,RNA-Seq,100,1288404300,PRJNA610626,SAMN14307514,588544335,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857228,GSM4386492,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386492,SRP251749,A,G,Nac,male,Brain
SRR11246806,RNA-Seq,100,1024763700,PRJNA610626,SAMN14307513,437167069,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857229,GSM4386493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386493,SRP251749,A,G,Nac,male,Brain
SRR11246807,RNA-Seq,100,1032484300,PRJNA610626,SAMN14307513,443152700,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857229,GSM4386493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386493,SRP251749,A,G,Nac,male,Brain
SRR11246808,RNA-Seq,100,1029265100,PRJNA610626,SAMN14307513,442587168,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857229,GSM4386493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386493,SRP251749,A,G,Nac,male,Brain
SRR11246809,RNA-Seq,100,1053315200,PRJNA610626,SAMN14307512,459056587,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857230,GSM4386494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386494,SRP251749,A,G,Nac,male,Brain
SRR11246810,RNA-Seq,100,1045171500,PRJNA610626,SAMN14307512,474525849,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857230,GSM4386494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386494,SRP251749,A,G,Nac,male,Brain
SRR11246811,RNA-Seq,100,1039325600,PRJNA610626,SAMN14307512,469650107,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857230,GSM4386494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386494,SRP251749,A,G,Nac,male,Brain
SRR11246812,RNA-Seq,100,834412100,PRJNA610626,SAMN14307511,365744352,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857231,GSM4386495,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386495,SRP251749,A,G,Nac,male,Brain
SRR11246813,RNA-Seq,100,878564500,PRJNA610626,SAMN14307511,395664915,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857231,GSM4386495,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386495,SRP251749,A,G,Nac,male,Brain
